@relation 'arff_camel-1.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.379rfc... numeric
@attribute -0.436mfa... numeric
@attribute -0.472cbo... numeric
@attribute 0.418ca... numeric
@attribute '0.47 moa...' numeric
@attribute -0.404dit... numeric
@attribute 0.768noc... numeric
@attribute 0.464moa... numeric
@attribute -0.636moa... numeric
@attribute class {buggy,clean}

@data
-0.699671,4.609672,-5.898224,4.239269,0.363581,-0.447704,-1.695532,-0.870197,-0.070965,clean
-0.016907,-2.220094,-0.310439,0.374712,0.247515,0.136961,-0.61602,0.384929,0.325609,clean
-0.450422,0.611475,0.947965,-0.700198,1.262639,0.122227,0.203175,-0.967182,-0.165608,clean
5.994005,0.072446,-2.04133,-1.520925,-1.03986,0.684009,-0.686639,0.353297,0.780061,clean
3.023464,1.417687,2.679711,1.437352,0.933537,-0.552616,0.078046,-0.9351,-0.531523,clean
-1.17815,0.486504,0.576313,0.208612,-1.556922,-0.44597,-0.732409,1.283735,0.433672,clean
-0.714855,-2.13257,-0.449481,-0.095021,-0.330218,-0.019297,-0.069635,-0.597106,0.399673,clean
-2.001771,-1.736607,0.203927,-0.535173,-0.021026,-2.103082,-0.658401,-0.907369,-0.10815,clean
-1.311005,-2.603036,-0.314979,-0.146638,0.199734,-0.463692,-0.119212,-0.445733,-0.716174,clean
2.540458,-2.884607,-0.132025,1.675807,-1.764416,1.474823,1.043161,-0.595068,0.30349,clean
-0.750788,-0.623589,0.250274,-0.099173,0.744774,-1.07844,0.273109,-0.732749,0.363822,clean
-0.135749,-1.362318,-0.540703,-0.151432,-0.640181,0.603535,-0.231858,0.544441,-0.003912,clean
2.033062,-1.337367,-1.172652,-0.182845,0.322887,1.451847,-0.065222,0.265622,-0.523377,clean
-1.056905,-2.978938,0.718412,0.963562,-0.688023,-1.850537,0.036746,-0.434206,-0.219034,clean
4.163261,2.121965,0.757741,-1.167713,-0.89218,-0.734906,0.487862,-1.788861,-0.368661,clean
-0.821361,0.056609,1.001861,-0.355477,1.935766,-0.1183,-0.293791,-0.793593,0.351754,clean
-1.623852,-0.915221,0.132663,-0.383302,0.09961,-0.749332,-0.988306,0.5973,-0.179823,clean
4.511794,3.756109,4.383631,3.256126,-1.897697,-0.857765,0.300298,0.325813,-0.100895,clean
4.628914,1.956314,-0.271834,3.399325,-0.317237,-0.239194,0.158061,-1.678104,0.205694,clean
-0.29929,-1.938978,-0.541891,0.026291,0.190009,0.035319,-0.092275,-0.428481,-0.362808,clean
9.64273,2.992606,-1.093907,-4.186486,-2.935286,-1.602988,-0.180825,-1.376557,0.41876,clean
3.583921,-0.857496,-0.26802,-0.104701,1.287689,1.076962,-0.731175,1.49519,-1.005591,clean
0.458698,-0.795812,1.674569,1.374374,0.135061,-1.557489,-1.206259,0.406075,0.77007,clean
-3.018128,2.311375,0.053748,-0.066929,-0.789282,0.248485,0.470095,-0.076313,-0.810975,clean
-0.194995,-0.428495,0.062748,-0.524985,1.480316,-0.561577,0.014407,0.347173,-0.559416,clean
2.32636,-1.06789,-1.326812,-0.554708,-0.368374,1.321449,0.111121,-0.167698,0.228088,clean
-0.651623,-0.114758,0.677478,-0.759431,2.805103,0.277307,-0.486694,0.02411,-0.952285,clean
0.123252,-3.756663,-1.180214,0.788358,-1.735094,1.677236,1.767155,-1.533859,-0.700955,clean
-2.295528,1.880649,0.396258,-0.777298,-0.655659,0.869584,0.336118,0.21215,0.15764,clean
3.635221,-1.387294,-0.782102,0.083516,0.022568,0.408411,-1.04226,1.160776,0.350591,clean
-3.422705,0.34584,-0.338732,-0.856817,-1.553194,-0.605998,-0.471377,1.074203,-0.195732,clean
-2.328661,2.140253,0.013115,-0.32987,-0.630247,0.76284,0.332305,0.068876,-0.207649,clean
-0.460872,2.713111,2.128655,1.564689,-0.855254,0.365724,0.643516,-0.091277,-0.605642,clean
-2.124155,1.806185,0.48047,-0.426108,-0.562109,0.72271,-0.032015,0.678241,0.387848,clean
1.431249,-1.887896,1.033456,1.725748,0.089135,-0.343886,-0.676003,0.546292,-0.117291,clean
0.458902,0.583053,-0.108966,-1.115049,1.745909,0.794346,-0.353826,-0.047618,-0.220187,clean
0.118699,-1.499661,-0.767456,0.147554,0.041605,0.730544,-0.170494,-0.378534,0.717504,clean
-2.392065,1.926883,0.371807,-0.411534,-0.550416,0.415959,0.452392,0.534588,0.252721,clean
-1.063682,-2.168948,-0.193792,0.130935,-0.267983,-0.241023,0.047197,-0.747913,0.105162,clean
1.359918,0.982476,0.311359,-1.411192,0.370321,0.272387,0.089994,-1.185823,1.306445,clean
-0.04256,-1.393777,-0.539873,-0.126981,0.714883,0.040253,0.826031,-0.522516,-0.165637,clean
-3.066112,2.065609,0.605353,-0.559602,-0.891366,0.40408,0.651055,0.033791,-0.77616,clean
0.390953,-3.415733,-0.554033,1.434843,-1.465136,1.478073,1.194608,-0.85844,-0.18165,clean
1.266445,-1.356893,-0.240975,0.041232,1.293574,1.020759,-0.399354,0.808474,-0.893093,clean
-2.041465,-0.747085,-0.361532,0.196571,-2.098319,0.531428,0.081879,1.008771,-0.127665,clean
-0.514541,0.417981,0.279315,-0.780508,1.577252,0.395142,-0.150083,-0.691117,0.136184,clean
-1.921344,2.184008,1.258089,0.186464,-0.772197,0.558102,0.553444,0.068065,-0.505857,clean
0.602363,-1.204936,0.240796,0.376911,0.127399,0.083318,0.543932,-0.837327,0.649269,clean
-0.491023,-2.144188,-0.092271,0.308083,-0.167278,-0.203184,-0.14103,-0.557018,0.394828,clean
7.599687,0.079177,-0.425669,-0.458821,0.420951,0.616914,-0.839857,2.206429,-0.231056,buggy
-3.044786,2.174838,0.360195,-0.340636,-0.845995,0.334926,0.570628,-0.015144,-0.791633,clean
-2.302282,-0.864971,-0.408739,0.152537,-2.129353,0.412096,0.007469,1.134084,-0.208336,clean
1.877165,0.853506,-0.066066,-1.272609,1.391252,0.612884,-0.382015,-0.113884,-0.094847,clean
2.278168,1.353688,-0.254598,-0.21352,2.201715,1.579381,-1.125222,1.446612,0.068332,clean
1.593306,-1.533641,-1.336951,-0.406391,-0.752564,1.278004,0.653623,-0.663869,-0.357071,clean
0.785789,-1.623884,0.989789,1.601276,-1.386905,-0.575657,-1.036287,1.4076,1.350158,clean
-2.752413,0.036981,-0.64218,-1.019152,-1.579128,-0.940531,-0.034879,1.374395,0.398735,clean
-1.078589,-2.18405,0.475518,0.694672,-0.165329,-0.721859,0.137815,-0.996481,-0.285437,clean
-0.66839,0.033404,-0.009577,-0.802673,0.830764,-0.289764,-0.245697,-0.631708,-0.165517,clean
-2.178045,1.964576,0.111127,-0.566722,-0.576265,0.875516,0.20585,0.223011,0.222746,clean
-0.043785,-1.537498,-0.220293,0.034214,0.879341,0.602722,-0.085091,0.103124,-0.71623,clean
2.007091,-0.825851,-0.841852,-0.031871,0.426293,0.846493,-0.236665,0.208857,-0.658014,clean
-0.201491,-1.312327,-0.385596,0.258235,2.037623,1.171177,-0.949884,3.211014,-3.591742,clean
5.220066,-0.476595,-1.553706,-0.419985,-0.892549,1.271618,-0.549099,0.645932,0.985088,clean
-1.455431,-1.453372,0.3615,-0.444807,-0.358453,-1.670955,-0.638107,-0.54574,0.092549,clean
-2.954193,2.116889,0.505039,-0.561426,-0.918366,0.378016,0.636495,0.007278,-0.778208,clean
1.049334,2.176418,-0.613126,-0.693743,-0.670151,1.412992,-0.580778,0.96291,1.429019,buggy
-2.447294,2.061051,0.175299,-0.381375,-0.613264,0.807135,0.36692,0.107919,-0.200914,clean
-0.175004,0.858355,0.978818,-0.236328,0.830742,0.041097,0.244914,-1.368434,0.426093,clean
-2.991016,2.138914,0.372706,-0.364739,-0.829012,0.383653,0.536716,0.054912,-0.749513,clean
-3.191569,-1.391334,-0.367725,-0.946463,-1.47675,-2.143055,-0.902284,0.632667,-0.254967,clean
-0.9519,-1.378566,0.289818,-0.390565,0.78073,-1.143727,-0.94317,-0.04703,-0.011138,clean
9.50851,1.769867,-3.506486,-2.702749,-0.026299,-1.642035,0.137497,3.083225,0.960041,clean
1.745183,-0.914785,0.163895,0.632292,0.277344,0.752053,-0.246703,0.175791,0.452109,clean
0.474665,0.462093,0.476856,-0.510592,2.333575,0.665135,-0.546883,0.459085,-0.871334,clean
-2.665792,3.804664,-3.365946,2.974491,-0.137108,-0.670932,-0.689788,-0.69135,-0.985482,clean
-0.84248,-1.334545,-0.241557,-0.096973,0.747365,0.947443,-0.342743,1.741447,-2.034204,clean
-3.012343,2.029684,0.617863,-0.583705,-0.874382,0.452806,0.617142,0.103847,-0.734039,clean
2.95791,1.755774,0.621259,-1.516277,-0.590777,-0.549891,0.553103,-1.812661,-0.054046,clean
-0.113011,-2.763031,-0.61006,-0.076103,0.078345,-0.338206,-0.418906,-0.291744,-0.288339,clean
1.677536,0.803117,0.569467,-0.598141,0.77451,0.162889,-0.280257,-0.844822,1.296339,clean
-1.671999,1.827555,1.105828,-0.25284,-0.55851,0.756846,0.095717,0.475055,0.833445,clean
-1.904194,1.767886,0.571195,-0.311071,-0.416719,0.897907,-0.077736,0.609024,0.765111,clean
-2.553362,-1.561498,-0.695045,-0.989498,-1.031428,-2.181867,-0.695447,0.425228,0.160821,clean
1.810641,2.471292,-1.444473,-0.42916,-0.679005,1.354573,-0.921331,1.036806,1.557072,clean
