@relation 'arff_xalan-2.4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-11'

@attribute 0.365rfc... numeric
@attribute 0.478ic... numeric
@attribute 0.444avg_cc... numeric
@attribute 0.585dam... numeric
@attribute 0.479ca... numeric
@attribute -0.48amc... numeric
@attribute -0.747noc... numeric
@attribute -0.482moa... numeric
@attribute 0.603cbm... numeric
@attribute -0.537moa... numeric
@attribute class {buggy,clean}

@data
1.316924,-0.999033,1.878307,1.264363,0.221291,0.347413,0.678966,-0.675555,-0.484703,-0.125755,clean
-2.119954,1.009826,-0.997357,-1.181991,-0.26385,-0.010548,0.117412,0.043347,-0.383876,-0.050075,clean
0.366864,0.233108,0.641565,1.337515,-0.685122,0.119548,-0.019265,-0.522912,0.487084,-0.683763,clean
-1.533717,1.455803,0.157254,0.965309,-0.657255,-0.702322,-0.710333,0.791436,-0.213437,-0.849802,clean
-1.809794,0.315435,1.768015,-1.44242,0.316197,-3.931934,-1.733863,1.275395,1.167651,1.0634,clean
-2.804428,-0.04556,-1.190907,-1.262411,-0.348167,-0.89396,-0.251116,0.38666,-0.916394,-0.583351,clean
-0.424388,0.247563,0.644696,1.295572,-0.624261,0.408084,-0.291054,0.141864,0.23912,-0.557581,clean
-0.074827,1.231175,0.091616,0.541506,-0.442426,0.70335,-0.716693,0.848955,-0.117487,0.065586,clean
-0.072121,-1.570925,0.742044,1.856259,-0.616503,-0.208007,0.148847,-0.548587,0.17259,-0.206619,clean
-0.340477,2.02354,-0.415389,1.108844,-0.881894,0.419165,-0.17407,-0.062296,0.916742,-0.119712,clean
-1.619981,-0.179095,0.091409,-1.252205,0.006977,0.565748,-0.074928,0.157912,-0.16097,-0.294913,clean
-1.786988,-1.925014,0.699249,-0.395112,0.180093,0.071785,0.183787,-0.498916,0.492069,-0.785879,clean
-0.978228,-1.59781,1.071889,0.222382,0.2916,0.218055,0.38693,-0.611985,0.589137,-0.335733,clean
-1.492668,1.628136,-1.148088,-1.297147,-0.014148,0.070087,0.54607,-0.289657,-0.118083,0.2944,clean
-0.449668,0.137213,-0.106449,1.881306,0.240932,-0.738743,-1.350348,-0.065652,-1.075185,-0.232055,clean
0.209793,3.602107,-1.097598,-0.076937,0.168837,1.461287,-1.257028,-0.05173,1.484212,-0.212972,clean
-0.10745,-1.070271,2.812543,-1.665136,1.723909,1.186607,0.784351,-0.187258,-0.355485,-0.081501,clean
3.074762,-0.984038,2.556215,0.382278,0.301263,0.177753,0.688054,-1.139785,-0.424414,-0.625654,clean
-2.324067,-0.021279,-1.193269,-1.14382,-0.611127,-0.538131,-0.228463,0.372496,-1.06415,-0.138596,clean
-0.765279,1.090097,-0.037067,1.488424,-0.584785,0.067725,-0.154562,0.405971,-0.169541,-0.084703,clean
-0.490221,3.30688,0.44533,0.906717,-0.303911,-0.771104,-0.498758,1.308679,-0.798919,-0.685903,clean
-0.948749,-1.744435,0.354241,1.304913,-0.106077,-0.217192,-0.040577,-0.764029,0.316239,-0.569005,clean
0.55381,-0.412591,-0.37967,0.417036,-0.747984,0.1426,0.326583,-0.306879,0.093467,0.525057,clean
-1.960064,1.721583,-1.159174,-1.425179,-0.446054,0.166444,-0.041211,0.090516,0.094345,-0.20927,clean
-0.173839,0.109805,0.508954,1.493355,-0.81516,0.642742,-0.26005,0.155639,0.221204,-0.428481,clean
0.396206,1.077112,-0.022697,0.855173,0.070562,-0.320445,-0.255593,0.672755,-1.029111,0.236326,clean
-2.190405,0.506568,-0.858076,-1.329583,-0.201981,-0.047705,-0.004695,-0.119728,0.215931,-0.401042,clean
-1.545488,1.002893,-0.874351,-1.065466,-0.393958,0.641166,0.178492,-0.119826,0.049044,0.299789,clean
-1.287984,-1.788364,0.74256,0.616753,-0.140048,0.243262,-0.001827,0.064556,0.486107,0.060991,clean
-2.634467,-2.196054,-0.0291,-0.906073,0.159032,0.151603,0.295894,-0.53869,0.299204,-0.74168,clean
-0.928783,1.791167,1.777676,0.165756,0.019996,-1.606959,-1.243226,1.248268,0.402551,-0.299663,clean
1.700872,3.486882,-0.238281,0.699268,0.022713,-0.647933,1.045114,-0.319347,-1.216204,0.156472,clean
-1.441199,2.064461,-0.694215,-1.598195,-0.223611,0.095435,-0.159197,-0.022828,1.205972,0.4772,clean
1.199063,-0.227281,-2.917861,1.139431,3.82801,-1.295817,1.710222,2.734398,1.2177,-0.680792,clean
-1.685153,2.158968,-1.434416,-1.261742,-0.397404,0.257537,0.335183,-0.075017,-0.186336,0.243129,clean
-0.583146,-1.476533,0.615517,1.75847,-0.327141,-0.393399,0.36934,-0.75721,0.204877,-0.117594,clean
0.162297,0.437937,-0.779973,-1.425158,2.719675,-1.515319,0.775195,-0.430502,-1.06722,1.453812,clean
-1.583923,1.478225,-0.805345,-1.352035,0.041031,0.046753,0.448478,-0.185524,-0.371935,0.159387,clean
0.132086,-1.825962,0.729499,1.383812,-0.713799,0.19473,-0.111407,-0.016957,-0.006981,-0.210001,clean
-0.214462,1.810815,-0.660061,1.504102,-0.376306,0.266552,0.310144,0.256904,0.114751,0.304452,clean
0.822316,1.955797,0.660413,0.936648,0.125732,0.555326,0.399452,0.322821,-0.522052,0.121149,clean
-0.381021,-1.730634,0.703989,1.957042,-0.427891,0.300282,-0.109427,0.442824,0.061966,0.034714,clean
-0.805632,-1.3992,1.392197,2.18308,-0.245984,-0.126465,-0.114875,0.008341,0.260581,-0.513149,clean
-2.162375,1.709168,-1.127566,-1.511244,-0.430665,-0.079759,-0.15567,0.119368,0.213077,-0.299765,clean
-1.948836,1.41324,-1.014009,-1.379015,-0.185696,-0.359736,0.14449,0.112039,-0.547586,0.092778,clean
5.481069,-2.424267,0.43667,-0.269471,-1.346236,0.572286,-0.150755,0.420337,-0.565368,-0.083865,clean
0.599145,-1.757127,0.958706,1.535522,-0.776955,0.708931,-0.180267,0.376854,-0.229901,0.406923,clean
-0.846672,0.049836,-0.269835,1.285124,-0.74431,-0.685237,0.004812,-0.534332,-0.163244,-0.951227,clean
1.087158,-1.974353,0.684816,1.180509,-1.197531,0.65887,-0.293887,0.266456,-0.253565,0.864151,clean
-1.472739,1.586952,-1.01849,-1.338479,0.124937,-0.325518,0.659792,-0.382389,-0.371168,0.552476,clean
-2.66532,-2.250771,-0.272598,-0.840196,-0.150454,-0.407849,0.218809,-0.921847,0.622125,-0.629625,clean
-2.406872,0.046622,-0.829454,-1.110854,-0.207255,-0.161284,0.052245,-0.022252,-0.467069,-0.331188,clean
9.127817,-5.419776,-3.573701,-3.434288,-6.607568,0.898796,-2.853169,3.699628,-1.270026,0.534259,clean
-1.992322,0.132722,-0.797429,-0.962406,-0.113726,0.118188,0.246553,-0.020728,-0.565446,0.058886,clean
-0.022943,2.016826,0.040698,1.398702,-0.071611,-0.414769,0.541253,-0.04443,-0.449672,0.538038,clean
0.337773,1.825621,-0.343105,0.945968,-1.144477,0.582409,-0.211029,0.594629,-0.506042,0.363783,clean
-2.837613,-2.266951,-0.338544,-0.806485,-0.157397,-0.135994,0.21464,-0.700583,0.416021,-0.427758,clean
2.713888,-1.909468,0.827521,0.751516,-1.381448,0.318128,-0.083581,-0.425566,-0.251825,0.663397,clean
1.080195,-1.161937,0.439807,1.50821,0.345357,-1.226742,0.818013,-1.671214,0.189209,0.074747,clean
0.340687,-2.079524,-1.90191,0.009596,2.607045,1.093524,0.386324,-0.328728,-0.206383,1.065405,clean
4.612019,-1.913496,0.407375,-0.013394,-0.810725,-0.42757,0.852004,-1.923935,0.37367,-1.529708,clean
-2.215021,1.662156,-1.200034,-1.463511,-0.503293,0.041725,-0.165129,0.120888,0.175197,-0.400409,clean
-1.305674,-2.435799,-1.996836,-0.337312,3.353901,0.548858,-2.571018,-1.411357,-0.069631,-0.277675,clean
-1.98471,2.613627,-1.28223,-1.521609,-0.487794,0.318276,-0.121289,0.529876,-0.38419,-0.400628,clean
0.718824,1.591224,0.771936,1.242386,0.327561,-0.949625,0.629882,-0.164449,-0.767594,0.474331,clean
-2.798521,-2.256597,-0.304612,-0.835303,-0.07514,-0.223392,0.206388,-0.646671,0.477157,-0.376853,clean
-0.028831,2.09115,-0.705229,0.972724,-0.65867,0.15964,0.159086,0.525936,-0.805506,0.345876,clean
-1.565824,1.339703,-0.529889,-1.341948,-0.142178,0.579013,-0.005909,0.333105,-0.387793,-0.176359,clean
1.017477,-2.615018,-1.940777,0.392772,1.646752,0.556489,1.149343,1.781385,0.674557,0.362002,clean
-2.977492,-0.598527,-0.934249,-1.223316,-0.279266,-0.896996,-0.119628,-0.09428,-0.640157,-0.669472,clean
0.020674,-1.747312,0.51359,1.851286,-0.853057,0.20497,0.050269,-0.360327,0.113502,-0.198052,clean
-0.581742,1.856435,-0.348259,1.632191,-0.592483,0.021575,0.121038,0.158284,-0.003062,0.19347,clean
-1.708438,-2.078678,-0.160065,0.245788,-0.222934,-0.270038,0.174914,-0.428429,0.78661,0.047622,clean
-0.775495,-1.833094,0.693352,0.389686,-0.169101,0.523781,0.149214,-0.182076,0.482292,0.127283,clean
-2.02516,-1.988757,0.119351,0.538177,-0.340753,-0.200622,-0.051809,-0.140732,0.750235,0.308733,clean
-0.522577,-0.193185,-0.071299,0.847538,-0.551729,0.220692,-0.005555,0.232448,0.173969,0.37343,clean
-0.850824,-1.759013,0.524355,1.774287,-0.751212,0.489012,-0.053016,0.037527,-0.117075,0.148617,clean
-2.814445,0.526423,-1.012459,-1.557379,-0.320813,-0.699373,-0.270236,0.301286,-0.714891,-1.045,clean
0.580118,-1.638811,1.849753,0.900572,-0.192311,0.748427,-0.350768,0.573781,-0.028709,0.122136,clean
-0.858385,1.32554,-0.195826,1.536045,-0.855865,-0.021234,-0.295117,0.48659,-0.209747,-0.100293,clean
-2.114102,-1.169202,-0.131554,-0.75838,0.043734,0.414133,0.303782,-0.250515,-0.398877,-0.046079,clean
-2.284297,0.850443,-1.049171,-1.276365,-0.343662,-0.000374,-0.016953,-0.043569,-0.037574,-0.377112,clean
0.075091,-1.967502,-0.197158,1.427577,0.578229,0.160159,0.11179,0.58166,-0.040572,-0.287555,clean
-1.402071,-0.124248,0.277992,-0.022285,-0.304229,0.621109,-0.178373,0.213627,0.520391,-0.003268,clean
0.257448,-1.639993,1.109796,0.760933,-0.180624,0.506545,0.095638,0.156372,0.000374,0.510931,clean
-3.049762,-0.651164,-0.892662,-1.224107,-0.341329,-0.867898,-0.23107,-0.023883,-0.574897,-0.719824,clean
0.976896,2.447975,0.256618,1.413982,-0.087158,-0.318235,0.521279,-0.210842,0.233635,0.506412,clean
1.164008,-1.324793,1.010328,1.296833,0.339412,0.160916,0.62131,0.100379,-0.31492,0.968283,clean
-1.983095,0.563139,-0.899131,-0.913508,-0.365681,0.658838,0.124383,-0.122342,0.044577,0.023843,clean
2.840796,2.741232,2.057285,-0.132502,0.732023,1.160982,0.559394,0.021981,-0.196948,-0.352469,clean
4.082198,-1.086803,-0.636219,0.124062,-1.594327,1.076761,-0.876755,1.187829,-0.247452,0.399147,clean
-0.85395,0.037503,-0.28881,1.399008,-0.019476,-0.118955,-0.985303,-0.077717,-0.6623,0.011696,clean
-0.622919,0.140388,0.194448,1.351928,-0.591235,-0.007047,-0.092229,0.112846,-0.464893,-0.134799,clean
2.751671,-1.655687,-0.580918,1.025787,1.435879,0.381276,0.713278,1.921015,0.620666,0.290861,clean
1.794979,1.491402,0.251571,0.666883,0.148782,1.119611,0.340268,-0.244392,0.216503,0.269702,clean
-0.025604,-1.530917,1.936557,0.588067,0.052976,0.449393,-0.045903,-0.307545,0.290118,-0.752397,clean
0.530661,2.120846,-0.149503,1.798147,-0.381207,-0.234379,0.483518,-0.142315,-0.033506,0.394054,clean
1.187325,-2.086059,0.517308,0.837354,-1.261693,0.850825,-0.333023,0.439628,-0.155196,0.838043,clean
-0.145313,1.931572,-0.688622,1.00723,-0.913551,0.341786,-0.091265,0.686683,-0.726682,0.199185,clean
-3.081204,-0.358286,-0.999645,-1.324961,-0.397415,-0.993471,-0.300069,0.120142,-0.739417,-0.796812,clean
1.414528,3.296108,0.029843,1.125981,0.078848,-0.534365,0.984969,-0.153023,-1.075183,0.482663,clean
-1.311323,-1.972105,-0.379456,-0.237445,0.38419,1.218685,0.190664,-0.803205,-0.169488,0.736686,clean
-1.067841,-1.74649,0.452957,1.558327,-0.576581,0.213175,0.124153,-0.377795,-0.028785,-0.404045,clean
1.243663,3.017496,-0.691584,0.851202,-0.838667,0.459374,0.260992,-0.013687,0.16864,-0.130812,clean
3.224781,0.652643,2.69057,-0.345511,0.851896,0.764901,0.653398,-0.123799,-1.254535,-0.670449,clean
-2.059261,-1.138665,0.008891,-0.807628,0.118091,0.461672,0.299571,-0.211832,-0.41201,-0.099386,clean
-0.485222,0.201791,-1.705736,-0.486488,1.602233,1.494478,-1.263813,-0.875255,-0.028319,0.653097,clean
-0.127809,-2.472473,-1.054114,-0.476723,0.251702,1.201619,0.716287,0.465114,0.088075,0.554995,clean
-0.891741,-0.04077,0.385044,0.384175,-0.12042,-0.856589,-0.137125,0.230092,-0.545573,0.014509,clean
0.582989,1.617947,0.465102,1.250396,-0.110598,-0.281014,0.453267,-0.207715,-0.462606,0.200797,clean
-0.040708,-2.355887,-1.600434,0.588652,2.304536,0.392179,1.385897,1.474985,0.867742,0.120076,clean
0.574603,3.378399,-0.620161,1.38335,0.009291,0.241279,-0.707495,-0.58331,1.015233,-0.310724,clean
1.669024,0.270851,-1.304376,-1.161811,1.181232,0.3361,2.227993,-0.623275,-1.183652,1.662353,clean
-1.501546,0.309437,-0.883708,-0.775238,-0.363075,0.833958,0.27942,-0.147455,0.084699,0.491728,clean
4.191722,-0.248575,1.993883,-1.958328,0.053543,-0.370992,0.615117,-0.82002,-1.213978,0.892145,clean
-0.54164,-1.536595,0.736894,1.049901,-0.227409,0.381035,0.334045,-0.274934,0.054333,0.974878,clean
-1.91107,0.253311,1.462974,-1.27078,0.202057,-3.580897,-1.58296,1.186182,0.947588,0.804984,clean
-3.021474,-0.339061,-1.059062,-1.315638,-0.316495,-1.011247,-0.217852,0.112384,-0.764654,-0.781376,clean
-1.077711,-2.239603,-0.287742,-0.375563,-0.316971,1.382827,0.409901,-0.142832,0.016996,0.586001,clean
4.034352,-2.615509,0.769927,-0.012405,-2.167647,0.950191,-1.136293,1.324266,-0.496471,0.780972,clean
7.848118,0.002315,5.421949,-1.815,1.600309,-0.672388,1.297766,-2.227714,-1.197654,-0.685776,clean
5.955988,-0.713567,-5.965291,0.37474,6.247498,0.601857,0.996271,3.355786,1.526882,0.833975,clean
0.073885,-1.421025,2.331057,-0.182157,1.155585,0.254626,-0.732998,0.052281,0.746912,0.296547,clean
-2.284297,0.850443,-1.049171,-1.276365,-0.343662,-0.000374,-0.016953,-0.043569,-0.037574,-0.377112,clean
-1.320009,-1.673095,0.574895,1.874321,-0.408002,0.183408,0.027174,0.009164,0.020035,-0.127037,clean
-0.499914,1.943074,0.22192,0.00898,-0.420575,-0.192829,-0.352651,0.445577,0.40247,0.401186,clean
0.405133,-0.959305,3.093337,1.194088,0.527222,0.587094,-0.117761,0.411926,-0.249529,-0.236827,clean
-2.703677,-2.22608,-0.11603,-0.892538,-0.054381,0.025731,0.215389,-0.635061,0.336324,-0.587011,clean
0.355314,3.413916,-0.71747,1.385444,-0.693393,-0.138681,0.320581,-0.48182,1.11431,-0.121954,clean
1.357106,-2.019233,-2.848134,2.608615,6.040617,1.426688,-7.154884,-2.807397,-1.343496,0.598133,clean
-1.436535,0.825152,-1.520882,-0.75186,0.556783,0.777241,-0.011155,-0.095684,-0.132297,0.195007,clean
-0.069432,-1.266587,2.608836,-0.117743,0.749871,-0.302921,0.035328,-0.517282,0.79132,-0.572701,clean
-0.975884,-0.239251,-0.132479,0.897336,-0.626631,-0.036959,-0.211527,0.320249,0.326882,0.0659,clean
-0.980254,2.809011,-0.93163,-1.412257,-0.123973,1.12116,0.419846,-0.282772,0.881067,0.319558,clean
-0.889713,-1.795466,0.747064,0.398477,-0.169977,-0.752985,-0.035625,-0.404259,0.710973,0.194335,clean
-2.798521,-2.256597,-0.304612,-0.835303,-0.07514,-0.223392,0.206388,-0.646671,0.477157,-0.376853,clean
7.002252,1.737576,-2.563795,-0.199832,-0.183417,-1.460408,1.377653,-0.739022,0.602544,-2.368535,clean
-1.562884,1.567272,-1.117085,-1.089779,-0.487341,1.121239,0.078813,-0.199306,1.009994,0.098706,clean
-0.881044,-0.182623,0.622274,2.046932,-0.281197,-0.435732,-0.093443,0.494616,-0.817677,-0.183306,clean
-0.516044,-1.379198,1.684552,1.669723,-0.165863,0.631059,-0.085287,0.175711,-0.098568,0.148872,clean
-1.12536,-2.004691,0.124272,-0.254481,-0.290814,1.536986,0.481696,-0.392554,-0.046838,0.935731,clean
-0.703042,-0.807352,0.056177,1.674773,-0.396006,-0.111382,0.279073,-0.098268,-0.578416,-0.075316,clean
-1.980555,0.272334,-0.756494,-1.146962,0.016068,-0.3418,0.334482,-0.19269,-0.570471,0.142471,clean
-0.493276,1.405573,-0.611864,0.08833,-0.420046,0.241554,0.008828,0.455449,0.111898,0.115982,clean
4.812505,-3.935629,-4.122975,-0.635499,0.61849,0.576889,0.643955,3.849271,0.34679,0.350982,clean
-1.09939,-1.674804,0.647557,1.865262,-0.530529,0.267328,-0.026485,0.026395,-0.006338,0.018384,clean
-2.494814,-2.233731,-0.14277,-0.907992,0.278012,0.127064,0.346497,-0.433494,0.331051,-0.743175,clean
-2.369999,-0.119294,-1.13972,-0.922286,-0.118939,-0.434359,-0.164036,-0.121395,-1.050971,0.075468,clean
-1.930451,-2.012782,0.197347,-1.172554,0.313375,-1.618801,0.28161,-1.301763,1.281171,-0.511902,clean
-2.484605,-2.230725,-0.226734,-0.870611,0.472969,0.092752,0.438404,-0.362215,0.368666,-0.771513,clean
-0.898434,-1.766145,1.0837,-0.915061,0.362338,1.317235,0.477485,-0.325533,-0.156829,0.192994,clean
-2.049068,-1.818421,0.592435,1.05667,-0.331118,-0.719168,-0.195684,-0.206564,0.207653,-0.815774,clean
0.141076,0.306171,0.346489,-0.111511,-0.079427,0.532854,-0.739385,1.079119,-0.154703,0.11593,clean
-0.491541,-1.626135,1.498091,1.396033,-0.322939,0.13338,-0.357211,0.376692,0.04466,-0.43045,clean
-0.161438,3.313237,-0.63883,1.648029,-0.70821,-0.109979,0.105614,-0.064084,0.988688,-0.058238,clean
-1.422811,-0.724605,-0.625247,-0.870983,-0.499564,0.423726,0.035516,0.185692,-0.833412,0.363762,clean
0.962818,1.963084,0.444179,1.00755,0.34537,-0.881545,0.945015,-0.584244,-0.596842,0.751286,clean
-1.069239,1.327326,-0.418131,1.125267,-0.697145,-0.248293,-0.11909,0.588131,-1.188884,-0.04874,clean
-2.646904,-2.156863,0.02167,-0.920515,0.087852,0.15009,0.301367,-0.630742,0.247603,-0.701792,clean
0.084549,1.991434,-0.243157,1.889142,-0.750382,-0.099911,0.110883,-0.028903,0.311411,0.211211,clean
0.221681,-1.739695,0.958186,1.738427,-0.728903,0.603765,-0.232307,0.400628,-0.087283,0.362744,clean
1.560686,2.988262,2.573887,-0.470611,1.201023,0.140127,0.299862,0.250326,-0.186803,-0.400767,clean
-0.520233,0.135464,0.207109,1.06925,-0.6747,0.450877,-0.171343,0.084776,0.523535,-0.060632,clean
-1.685153,2.158968,-1.434416,-1.261742,-0.397404,0.257537,0.335183,-0.075017,-0.186336,0.243129,clean
-1.626813,-0.995591,-0.065852,0.293637,-0.366476,0.132284,-0.149506,0.361036,-0.134467,0.219378,clean
1.188258,2.071909,0.270048,0.870901,-0.388982,0.050912,-0.237545,-0.128403,-0.333254,-0.257765,clean
-2.269291,1.66885,-1.321758,-1.390919,-0.487944,0.148004,-0.064208,0.076366,0.084278,-0.479119,clean
-1.384947,-1.873976,0.329042,-0.653722,0.169626,0.404384,0.487624,-0.553236,0.302115,0.950166,clean
-0.213836,-1.451339,1.672374,1.61744,-0.185728,-0.670592,-0.357472,0.115716,0.586402,0.12964,clean
3.400439,2.967327,0.598884,-0.544068,-1.689548,0.048148,-1.121423,-1.23457,4.639279,0.704268,clean
2.0091,-1.716306,3.279614,-1.414221,-0.157072,-0.249937,-0.91466,0.112755,0.760184,1.628577,clean
-1.595719,-1.961332,-0.571541,0.292912,0.30267,1.333005,0.962345,-0.398818,0.17835,1.224342,clean
11.638694,-4.17028,-2.971799,-1.636843,-2.390757,-2.04359,-0.302311,-0.066645,0.478919,-3.49889,clean
0.682686,3.581822,-0.924128,0.866231,-1.050738,0.314207,0.17832,0.050131,-0.051806,-0.312883,clean
-0.957704,2.397267,-1.116963,-1.663741,-0.221261,-0.135016,0.29436,-0.030866,-0.09116,0.568826,clean
-2.68442,-2.184497,0.036779,-0.917893,0.054387,0.17122,0.248391,-0.597515,0.27605,-0.731736,clean
1.582461,1.949187,0.077264,-0.285339,-1.685401,0.37835,-1.000091,0.884344,-0.339197,-0.3926,clean
-2.329429,-0.654048,-0.706923,-1.016145,-0.073573,-0.694275,0.217012,-0.332529,-0.581386,0.168062,clean
4.806707,-1.271844,4.001972,-0.664004,0.962467,1.36187,-0.245315,-0.411246,-0.539855,-3.044558,clean
-2.683804,-2.184585,0.037115,-0.918264,0.054205,0.170873,0.248158,-0.597726,0.27621,-0.731403,clean
-1.840235,0.238096,-0.139656,1.673966,-0.828183,-1.663724,-0.777994,0.874639,-0.761404,-0.624816,clean
-1.522887,0.30522,-0.188663,1.120166,-0.509293,-0.61768,-0.185853,0.52559,-1.321746,-0.299857,clean
-2.026429,1.243786,-1.153012,-1.163187,-0.291079,0.177915,0.252651,-0.115366,-0.26703,-0.049794,clean
-1.761061,1.47284,-1.129285,-1.226575,-0.153195,0.073824,0.410751,-0.24202,-0.189529,0.205584,clean
0.115366,1.244814,0.266795,1.386417,-0.335189,0.03089,0.214719,0.044954,-0.472302,-0.109945,clean
-1.983095,0.563139,-0.899131,-0.913508,-0.365681,0.658838,0.124383,-0.122342,0.044577,0.023843,clean
-2.09856,2.236838,-1.268656,-1.540141,-0.5133,0.1674,-0.144004,0.098048,0.515833,-0.301369,clean
-2.202577,0.887276,-1.016825,-1.313392,-0.303481,-0.078454,0.014913,-0.073015,-0.039049,-0.297776,clean
-0.388512,1.229256,-0.41026,1.180688,-0.752504,0.43616,-0.214097,0.646546,-0.167812,-0.031368,clean
-0.234932,0.150937,0.406252,1.426414,-0.779391,0.545724,-0.177209,0.052427,0.191244,-0.345297,clean
-0.325505,1.068482,0.131404,1.174138,-0.363656,-1.197962,-0.58235,0.408449,-0.848306,0.323778,clean
2.927738,2.939316,3.007808,-0.235007,1.046069,1.549334,0.460583,0.16804,-1.134406,-2.267805,clean
-0.953315,-1.498979,0.999365,1.338966,0.116394,0.19999,0.242325,-0.048774,-0.127703,-0.143212,clean
-2.60949,-2.201832,-0.062039,-0.900162,0.211355,0.141795,0.319646,-0.509278,0.310781,-0.746652,clean
-2.755727,-2.246776,-0.268664,-0.866342,0.006029,-0.312872,0.196736,-0.594023,0.539253,-0.323951,clean
-1.079637,0.781662,-0.764884,-1.032481,0.204365,0.018234,0.885701,-0.548899,-0.678199,0.920711,clean
-0.476395,1.035296,0.052243,1.815635,-0.402853,-0.143545,0.127622,0.394576,-0.71037,0.142611,clean
-1.783142,0.331784,1.848289,-1.487588,0.346234,-4.024312,-1.773574,1.298872,1.225562,1.131404,clean
-1.253337,-2.062306,-0.079226,-0.682962,-0.149283,0.713936,0.509749,-0.535875,0.025045,0.529583,clean
3.628372,-2.129945,-1.783323,1.564966,3.697176,-0.10573,2.184655,2.406199,0.458353,-0.067902,clean
-1.246621,-1.594783,0.757884,1.859512,-0.33312,-0.209796,-0.048433,0.023088,0.169406,-0.011001,clean
2.611841,-2.066594,-1.202234,1.566338,4.360698,-0.133743,1.949198,2.903693,0.721596,-0.435033,clean
-0.375568,-2.388506,-0.573767,-0.61526,-0.641432,1.398561,-0.023505,-0.22326,-0.219403,0.753046,clean
2.888997,-2.178216,0.486899,0.842737,-1.568031,0.618571,-0.359407,0.379825,-0.309501,0.826469,clean
0.692026,1.994363,-0.67558,0.54492,-0.393479,0.384632,0.698914,-0.58708,0.326133,0.353071,clean
1.222388,2.215936,0.585458,0.358211,-0.085636,0.349124,0.444161,-0.416502,0.269745,-0.081778,clean
0.80012,0.858504,-2.047528,0.856769,3.338133,1.010271,-3.742236,-1.130101,-0.276177,0.22932,clean
7.321655,-2.648716,1.208835,-0.547046,-2.704822,-0.980403,-0.672353,-2.116135,0.9589,-2.230104,clean
-1.549829,-0.489524,-0.061446,0.785958,-0.53558,-0.93255,-0.354837,0.239626,0.038719,0.014219,clean
-0.375386,-1.587835,1.131361,1.784018,-0.527427,0.254144,-0.10576,-0.03768,0.067742,-0.269362,clean
0.744071,-1.504452,1.641698,0.007256,-0.041821,0.413117,0.059484,-0.042069,0.260857,1.385753,clean
-0.323909,1.894356,0.4933,-1.900365,0.934116,0.237579,0.781723,-0.073301,-0.865177,0.204945,clean
0.799148,1.467527,0.424378,0.759365,0.172011,-0.369191,0.797731,-0.435253,-0.952163,0.329343,clean
-1.519412,-1.727966,0.674648,-0.29394,0.309337,0.259104,0.247384,-0.22518,0.861288,2.081978,clean
-1.546602,3.003351,-1.455159,-1.565312,-0.511421,0.273099,0.072055,0.259178,-0.055352,0.0969,clean
-1.24209,-0.439719,-0.120734,0.933209,-0.525246,-0.718227,-0.229498,0.251011,-0.031236,0.348636,clean
-0.731556,1.468213,0.799251,-1.877555,0.607766,0.4475,0.14613,0.207483,-0.310504,-0.044792,clean
1.487557,3.490993,0.25703,-0.603718,-0.454566,0.606615,-0.121023,-0.852732,2.347097,-1.803749,clean
-1.776051,-1.93311,0.258178,0.317852,-0.156937,0.206571,0.117173,-0.185936,0.592265,0.514381,clean
8.109113,1.221098,-2.84241,-1.293918,-1.810225,1.633337,-1.06832,1.543905,1.278505,-0.922608,clean
-1.678418,-0.229699,-0.365676,-1.009106,0.833133,0.066332,-0.275342,-0.018496,-0.973449,0.015157,clean
-0.691562,1.681536,0.266803,1.64227,-0.678389,-0.202901,-0.411763,0.339783,0.493326,-0.736424,clean
0.017453,1.312546,-0.225998,1.770424,-0.248241,-0.615245,0.545434,-0.17932,-0.555921,0.334312,clean
0.257041,1.517287,-0.322677,1.671722,-1.144048,-0.283809,-0.269713,0.498983,-0.439282,0.050958,clean
1.358344,2.427895,0.749328,0.916798,0.205118,-0.291539,0.660465,-0.655529,0.176705,-0.372685,clean
-0.85508,-1.257496,1.09009,2.053964,-0.026734,-1.018694,0.035001,0.015123,0.370672,0.500103,clean
1.211799,3.609793,-0.198344,-2.038545,1.017473,0.961395,1.272518,-0.522237,0.700543,1.100854,clean
1.613883,-1.682844,0.279343,-0.003765,-1.340905,1.186032,-0.126495,-0.207633,0.583649,0.611697,clean
7.191559,-5.400806,-3.846003,-3.851908,-5.986704,1.511645,-2.826685,3.231492,-1.495956,0.647692,clean
-2.534456,-2.146566,-0.092256,-0.905407,0.278287,0.099534,0.425599,-0.575732,0.253887,-0.686765,clean
-2.105102,0.865126,-0.975216,-1.224943,-0.267668,-0.158737,0.057192,0.199239,-0.781675,-0.130037,clean
-1.42004,0.320056,-0.213043,1.412566,-0.557025,-0.756705,-0.24921,0.644068,-1.225422,-0.262359,clean
-2.455078,-2.212232,-0.182244,-0.901242,0.343294,0.107235,0.411504,-0.440667,0.311052,-0.72539,clean
-1.42672,-1.716211,0.428678,0.993719,-0.236101,-0.387123,0.135504,-0.350107,0.735987,-0.049641,clean
