@relation 'arff_xerces-1.2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.357rfc... numeric
@attribute -0.516mfa... numeric
@attribute '0.46 lcom3...' numeric
@attribute -0.618ca... numeric
@attribute -0.548avg_cc... numeric
@attribute -0.512amc... numeric
@attribute -0.421npm... numeric
@attribute 0.448cbm... numeric
@attribute -0.753noc... numeric
@attribute class {buggy,clean}

@data
0.283564,-1.01997,-1.222731,0.532076,1.698538,1.041232,-0.182417,-0.614259,-0.227473,clean
0.531705,-3.550324,-0.897463,0.191378,0.597606,0.769501,0.471705,-0.056275,-0.12489,clean
-0.399668,1.200705,-1.28533,-0.588587,-0.656461,0.32256,0.069281,-0.162786,0.279735,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-1.097725,-0.725088,-2.632675,0.836191,0.415685,-4.072756,-1.950521,0.75306,0.575808,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-1.558593,-1.077673,0.820517,0.411665,-0.273969,-1.064857,-0.42218,-1.070504,-0.157368,clean
0.309512,-2.164986,1.694107,0.962252,-0.635439,0.338612,-0.558178,0.639691,0.021815,clean
-0.374869,-1.062044,-0.858343,0.847604,1.749654,0.334183,-1.227747,-1.865703,0.022237,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
-1.976026,1.232906,0.176883,-0.169439,-0.338039,-0.106227,0.604427,0.314698,0.00265,clean
-1.032494,1.412282,0.8152,0.139966,-0.253381,0.556655,-0.297298,0.549663,-0.087707,clean
-1.363297,-1.013362,0.938248,0.468797,-0.296947,-0.962885,-0.568918,-1.016085,-0.145796,clean
4.147314,-1.229729,-3.203137,1.213894,-4.295535,1.78102,-0.112622,-0.865378,-0.682437,clean
0.713419,-1.088175,-1.611764,0.220206,1.744952,0.923777,0.446399,-0.560956,-0.065385,clean
-0.190603,-0.637135,1.839671,0.797874,-0.344842,-0.35246,-1.444319,-0.724331,-0.024141,clean
5.465244,2.408733,-0.085474,1.709645,-1.039524,1.341545,-1.388236,-0.694484,-0.209514,clean
0.275956,-1.47375,1.026971,0.798598,-1.09319,0.036715,-0.891012,-0.360812,-0.207837,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
-1.524783,1.247784,0.464674,-0.270772,-0.327895,-0.073395,0.473314,0.359522,0.200492,clean
0.293996,-1.067896,-1.480526,-0.309544,1.222743,0.906209,-0.406939,-0.205623,0.521055,clean
-1.138382,-2.34392,0.682451,0.524963,-0.496587,-0.529038,0.31191,-0.008455,-0.125891,clean
-0.763682,1.577699,-1.564341,0.207521,-2.624439,0.430285,0.064994,-0.12349,-0.466138,clean
-0.998745,-1.780531,0.930084,0.590874,-0.466533,-0.514766,-0.276086,-0.339416,-0.120147,clean
-1.859565,1.252726,0.240924,-0.129228,-0.318248,-0.004476,0.479934,0.348432,-0.028096,clean
1.484027,2.02222,3.2228,0.821903,-0.517555,1.270292,-1.873583,0.821406,0.595474,clean
5.766533,0.77206,-1.340924,-6.071833,0.113125,-0.142953,-1.159237,-0.262085,4.463281,clean
-0.076901,1.037294,-1.1982,0.065932,1.67767,1.429908,-0.59812,-0.445678,-0.096253,clean
-1.673065,-0.850666,-1.165411,0.459413,0.460293,-2.132967,-0.60345,-0.678171,0.466817,clean
7.50229,2.517441,0.92693,-1.79087,0.20814,-1.884734,2.424722,-1.591759,-2.857762,clean
0.105354,-1.2866,-1.767147,0.21078,1.803829,0.863937,0.409379,-0.73749,0.022336,clean
3.702713,-0.169463,1.679906,1.44683,0.53624,0.833713,-2.135747,-1.744639,0.356394,clean
0.38881,1.566565,1.081332,0.537223,0.212551,1.364621,-1.302932,0.437543,0.172214,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
-2.565151,1.104561,0.275108,-0.359235,0.077982,-0.756629,1.110398,0.361313,0.239479,clean
0.859811,-0.770356,-1.428476,0.379506,1.757898,0.405959,0.098018,-0.113937,-0.125732,clean
1.021855,1.170311,-1.007104,0.395108,2.020814,0.781055,0.106737,-0.356497,-0.308794,clean
0.630047,-2.230164,1.866527,1.071481,-0.652495,0.586189,-0.697541,0.848966,-0.000996,clean
-1.35176,-1.007934,0.529518,0.467818,-0.770217,-0.977825,-0.449114,-1.210489,-0.193818,clean
-0.966941,1.109404,0.422147,-1.24875,-0.231926,0.072059,0.255253,0.373452,0.687528,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-0.575864,-0.777885,1.216713,0.698257,-0.550747,-0.498318,-1.106223,-0.931089,-0.202692,clean
0.221644,0.126782,-0.891085,0.257873,1.845081,0.817027,-0.30687,-1.034023,-0.16432,clean
-1.626179,-1.133013,0.717609,0.40422,-0.152908,-0.990499,-0.451449,-1.066651,-0.300664,clean
-1.564464,1.072355,0.074341,-1.199611,-0.278834,-0.113763,0.556287,0.282768,0.55574,clean
0.613987,-0.920472,0.210417,0.929751,1.285425,0.222623,-1.19426,-1.833053,0.130662,clean
2.032133,-2.484131,-1.504082,1.240234,0.117558,2.833658,0.033132,1.440365,-0.04178,clean
0.149409,-5.332843,-1.075624,0.922997,0.086278,0.903209,1.308319,0.954906,0.041767,clean
-1.696376,1.194754,0.081886,-0.396813,-0.20499,0.220259,0.322264,0.374043,-0.090563,clean
-0.746523,-2.354685,0.929468,0.651351,-0.572501,-0.257046,0.114876,0.237032,-0.075826,clean
-1.781664,-1.146754,0.730927,0.343412,-0.235971,-1.245951,-0.224076,-1.125699,-0.126586,clean
-0.297601,0.262379,-0.499997,-0.78516,0.524992,0.395649,0.841538,0.735321,0.376218,clean
1.030523,0.112106,-1.463523,0.370158,2.005953,-0.433706,-0.291359,-0.56409,-0.182273,clean
-1.53793,1.333057,0.605535,-0.034944,-0.374203,0.042265,0.266046,0.406062,0.138861,clean
-1.296284,1.322415,0.345123,0.079428,-0.105313,0.735035,-0.246672,0.53895,-0.453682,clean
-0.8299,-0.144101,-0.409333,0.168605,0.849343,-0.253298,0.098849,-0.757622,-0.185564,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
6.242823,2.329162,-0.94098,0.697158,-3.455493,-0.641593,0.635048,-1.313362,-0.555933,clean
-1.657963,1.148375,0.14577,-0.172194,0.582058,0.762837,-0.178222,0.671364,-0.730183,clean
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,clean
-1.781664,-1.146754,0.730927,0.343412,-0.235971,-1.245951,-0.224076,-1.125699,-0.126586,clean
3.923317,-0.03314,-0.939347,1.06535,1.381471,-0.129573,-0.40454,0.887929,-0.219225,clean
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
-1.551144,1.119807,0.157415,-0.214076,0.613027,0.711801,-0.085262,0.660456,-0.715633,clean
-0.358271,-0.697328,1.675289,0.754981,-0.323622,-0.41099,-1.332229,-0.759681,-0.080271,clean
0.107052,-3.335972,-1.200125,0.568498,0.503392,0.72247,1.032479,0.408189,-0.026327,clean
-1.22075,-1.000664,0.935277,0.522785,-0.225315,-0.738706,-0.757855,-0.969911,-0.297145,clean
4.291143,-0.350584,-0.451365,0.915687,1.046575,-0.245689,0.082727,1.309101,-0.160148,clean
-1.653148,1.239335,0.092122,-0.031883,0.031373,0.356069,0.107356,0.528059,-0.468979,clean
-0.523504,1.576298,1.609962,0.253374,-0.485401,0.323377,-0.415709,0.554558,0.464205,clean
-0.5343,-1.302493,-0.724076,0.615595,1.29669,-0.308964,-0.389639,-2.111763,-0.098353,clean
-2.209253,1.212295,0.196861,-0.260652,-0.462633,-0.489405,0.945485,0.226126,0.263767,clean
0.580281,-1.49785,-0.999474,-1.58228,1.908112,0.131638,-1.138942,-2.031182,1.523429,clean
-0.703916,1.478438,1.053261,0.242813,-0.236432,0.760232,-0.585586,0.618873,-0.098962,clean
0.372735,-3.481264,-1.292701,0.590751,0.321646,0.74621,1.183346,0.495846,-0.024131,clean
-1.144396,-2.48556,0.227813,0.146925,-0.191154,-0.350642,0.146255,-0.182015,-0.227253,clean
-1.757919,-1.157764,0.727622,0.251435,-0.239595,-1.248399,-0.235029,-1.127839,-0.064706,clean
-1.319806,1.330717,0.42557,0.063929,-0.163435,0.600052,-0.160984,0.517114,-0.321937,clean
-0.229263,-2.821356,-1.067876,0.415317,0.788239,0.208252,0.798166,-0.067289,0.010601,clean
-2.345046,1.182091,0.064875,-0.304052,-0.453458,-0.540078,1.057909,0.193136,0.222284,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-1.742799,1.253517,0.156905,-0.078227,-0.213445,0.27695,0.263369,0.40327,-0.258466,clean
-1.139336,-2.106538,0.103245,0.046204,-0.159378,-0.175368,0.325976,0.07918,-0.234245,clean
0.193916,-5.095282,-1.201955,0.850142,0.083525,1.152285,1.560793,1.359999,0.041344,clean
0.537763,-2.049399,2.049256,1.002184,-0.746311,0.250294,-0.603699,0.662378,0.277586,clean
-0.218612,-2.354565,1.211933,0.825496,-0.575117,0.162984,-0.225853,0.52079,-0.132465,clean
-1.689082,1.298083,0.457202,-0.080491,-0.360709,-0.006645,0.379024,0.376875,0.091497,clean
0.588567,-0.378628,2.569713,0.994689,-0.441516,-0.14792,-1.884922,-0.593465,0.212979,clean
0.831155,1.636262,0.547398,0.681906,0.708362,1.199009,-0.874592,0.241694,-0.333076,clean
-1.059296,0.942938,-1.122447,-0.902853,0.659492,0.340899,0.226703,-0.084293,0.461784,clean
1.039679,-1.77061,-2.707431,1.057969,1.444266,-1.229387,-0.882483,0.560683,-0.224517,clean
1.448445,-0.170322,2.728256,1.059717,-0.960333,0.089406,-2.1674,-0.721618,0.302852,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-1.099195,1.173286,0.295123,-0.517463,-0.094293,0.36941,0.170141,0.438126,-0.033147,clean
-1.60168,1.122689,0.076027,-0.872411,-0.240989,0.045392,0.43994,0.325183,0.27981,clean
3.599908,-2.007374,-0.582065,1.081667,0.110862,1.594633,1.023237,0.854614,-0.277131,clean
-2.27779,1.196994,0.130187,-0.282442,-0.457865,-0.514668,1.00172,0.209789,0.24278,clean
0.235017,1.495034,-2.983974,0.33296,-1.908366,0.727688,-0.529386,-0.45498,-0.025544,clean
-1.524783,1.247784,0.464674,-0.270772,-0.327895,-0.073395,0.473314,0.359522,0.200492,clean
2.588657,-4.138674,0.816253,-10.676682,-1.021626,-0.457491,-1.439339,0.698275,-5.264845,clean
1.485729,0.467068,-1.132392,0.509957,2.062929,0.049529,-0.265718,-0.594427,-0.402716,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-0.769683,0.871318,-2.21267,-0.019036,1.780886,1.081687,0.247833,-0.931393,0.204551,clean
-0.170533,-1.457689,-1.688493,0.321324,-3.267216,0.410912,0.980224,0.032595,-0.293608,clean
0.309327,1.339531,-1.051383,0.526669,1.089402,1.168503,-0.338637,-0.420344,-0.264838,clean
-0.228534,1.03665,-0.730598,-0.118789,1.160502,0.903468,-0.18382,-0.018782,-0.410798,clean
0.093236,0.450571,0.026667,-5.51177,-0.271663,-0.671932,0.652312,0.082664,3.402667,clean
0.75204,0.125387,-0.822119,0.216455,1.877724,-0.00241,0.244529,-0.938032,-0.271589,clean
0.391367,0.761375,-2.043044,-0.638761,2.441354,0.20025,0.462006,-0.524161,0.422485,clean
-1.485273,1.295616,0.284351,0.011496,-0.161763,0.518624,-0.019769,0.479278,-0.345581,clean
-0.446756,-2.090626,1.219705,0.715087,-0.573729,-0.189643,-0.193016,0.181471,-0.001262,clean
-0.242811,-3.358299,-1.057115,0.541287,0.620411,0.62542,1.034201,0.479807,0.027633,clean
-1.96682,1.224476,0.10355,-0.160825,-0.29174,-0.003765,0.546976,0.327885,-0.105375,clean
-0.125696,-2.013753,1.370843,0.81586,-0.525501,0.074678,-0.484295,0.271315,-0.0973,clean
-2.535537,-1.618671,0.921822,0.183212,-0.114616,-2.014321,-0.028864,-1.413725,0.283033,buggy
-0.593225,1.017913,-1.24008,0.068651,1.550854,0.955795,-0.141392,-0.418243,-0.183178,buggy
1.777973,1.26282,-1.220489,-0.417375,0.585692,1.159816,-0.465296,-0.482289,-0.096389,buggy
3.918204,1.789174,1.364764,-0.287547,0.19965,2.170304,-2.395585,-0.426746,1.680739,buggy
-1.038898,1.334994,0.384769,-0.01548,-0.104331,0.391904,-0.258597,0.659103,-0.635003,buggy
0.192571,-1.679684,-1.131617,0.066916,0.344144,0.849985,0.174448,-0.341387,-0.027016,buggy
-1.462874,1.307693,0.359393,0.014277,-0.194309,0.461337,-0.003059,0.475685,-0.267171,buggy
3.029261,-5.604437,-0.705001,-0.100922,-1.331994,2.17198,1.197599,2.153808,0.33757,buggy
4.188546,-3.785509,0.07178,-0.714203,-0.342931,1.425794,-0.010261,0.932679,0.15592,buggy
0.134133,-2.117329,-0.09939,-0.556915,-0.14407,0.129775,-0.074276,0.09301,-0.229552,buggy
-2.274637,-0.810864,0.736073,0.246004,0.067348,-1.231956,-0.058572,-0.793966,-0.07045,buggy
-2.513212,-1.64888,0.934691,0.012462,-0.12269,-2.017723,-0.085558,-1.404798,0.044267,buggy
0.25417,-3.377978,-1.436394,0.366386,0.283203,0.626829,0.73565,0.358234,-0.094722,buggy
-2.268412,-0.358075,0.467202,0.025974,-0.284037,-1.390631,0.572094,-0.668211,0.18054,buggy
-0.992408,1.347561,0.548033,-0.001759,-0.075119,0.74237,-0.472237,0.635604,-0.671739,buggy
6.158466,0.274096,-1.851763,1.872879,1.364966,-2.593651,-0.845766,2.877963,-0.538142,buggy
-0.351387,1.253605,-0.165518,-0.349651,0.663806,0.669231,-0.234853,0.094307,-0.157157,buggy
0.159401,1.281528,-1.551112,-0.58208,-1.360324,0.542802,0.357639,-0.682097,-0.420886,buggy
8.584879,2.32125,2.564844,0.231041,1.984328,-0.531087,0.462138,-0.303653,0.438738,buggy
-0.194612,1.119351,-1.756075,0.231291,1.10915,1.357581,-0.511309,-0.421445,-0.262485,buggy
-0.359064,-1.28668,-1.450992,0.430759,1.648154,0.474087,0.194896,-0.892806,0.038895,buggy
-0.594309,1.017628,-1.238068,0.068024,1.550976,0.958686,-0.139704,-0.420273,-0.18321,buggy
0.237143,-3.394056,-1.399745,0.359061,0.284253,0.670339,0.761957,0.316001,-0.096856,buggy
-2.209253,1.212295,0.196861,-0.260652,-0.462633,-0.489405,0.945485,0.226126,0.263767,buggy
-2.268781,-0.393876,0.472235,0.034565,-0.286062,-1.406411,0.559775,-0.690466,0.178117,buggy
6.385829,-1.796792,1.995849,1.690833,1.155518,1.579258,-0.262956,1.511891,-0.108129,buggy
-1.571542,-2.348077,0.99486,-1.984918,-0.087531,-2.474509,-0.094243,-1.779925,1.721529,buggy
2.024976,0.642118,-1.49764,0.718176,1.702321,-0.453519,-0.55568,-0.293588,-0.450798,buggy
-0.784892,-1.00462,-1.332727,0.640533,2.083008,0.26881,-0.764134,-1.931644,0.156807,buggy
1.430412,1.549391,-2.212709,0.584592,-0.105124,1.43281,0.010603,-1.193284,-0.532466,buggy
4.665256,-0.3899,-0.997236,0.412647,1.758975,-0.362521,-0.245507,1.193778,-0.495692,buggy
4.608004,-4.713015,-1.082481,0.814895,-0.330903,2.003575,1.728542,2.627266,-0.813703,buggy
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,buggy
4.396881,-3.012637,-1.037657,-0.056235,-0.026603,1.508617,1.085253,1.701519,-1.164759,buggy
-1.426702,1.321271,0.434727,0.022123,-0.22054,0.42443,-0.004666,0.476518,-0.202259,buggy
-0.956578,1.456109,1.074904,0.144,-0.371409,0.345124,-0.216107,0.52292,0.183914,buggy
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,buggy
-1.61134,1.304954,0.450543,-0.050087,-0.319177,0.12108,0.265339,0.406399,0.004459,buggy
-0.952994,1.273237,-0.051295,0.146998,0.248853,0.822474,-0.32226,0.244551,-0.089666,buggy
-2.557001,-1.250006,0.798784,0.066152,-0.093969,-1.851697,0.077901,-1.123497,-0.057194,buggy
-1.96682,1.224476,0.10355,-0.160825,-0.29174,-0.003765,0.546976,0.327885,-0.105375,buggy
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,buggy
1.21814,-1.300075,-0.623679,0.532369,-1.928214,0.119634,0.8584,1.044884,-0.412196,buggy
-0.643792,-0.071194,-0.204692,-0.533659,0.479007,-0.05333,-0.394759,-0.600952,0.267038,buggy
-2.345046,1.182091,0.064875,-0.304052,-0.453458,-0.540078,1.057909,0.193136,0.222284,buggy
-2.070477,1.215315,0.112429,-0.201364,-0.347115,-0.174066,0.698557,0.28852,0.010677,buggy
-1.715443,1.170106,0.149943,-0.023796,0.580214,0.778551,-0.179552,0.677809,-0.824628,buggy
-1.766274,1.260971,0.232933,-0.092743,-0.26841,0.148795,0.343511,0.383861,-0.132543,buggy
3.885643,2.334705,-0.064897,1.30657,-0.573139,-0.236508,-0.596226,0.411231,-0.720771,buggy
-1.715443,1.170106,0.149943,-0.023796,0.580214,0.778551,-0.179552,0.677809,-0.824628,buggy
2.926735,1.33102,-1.564512,0.353715,2.276524,-1.068231,0.965141,-0.036334,-0.572505,buggy
19.322531,4.263103,5.912477,1.747106,3.484134,-5.411594,5.687402,-1.503183,-1.209038,buggy
-0.694196,1.492239,1.144108,0.237419,-0.286188,0.659616,-0.532081,0.602434,0.012873,buggy
-1.995965,1.260581,0.405057,-0.194209,-0.479096,-0.414498,0.776502,0.273234,0.329667,buggy
-2.582807,-1.221018,0.787565,0.23542,-0.085259,-1.843894,0.134577,-1.134686,0.182576,buggy
0.431873,1.585968,1.178961,0.542282,0.171229,1.293677,-1.279635,0.427186,0.264899,buggy
-2.27779,1.196994,0.130187,-0.282442,-0.457865,-0.514668,1.00172,0.209789,0.24278,buggy
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,buggy
-2.406381,1.169213,-0.001275,-0.323508,-0.450256,-0.571502,1.114074,0.17918,0.200938,buggy
-2.345046,1.182091,0.064875,-0.304052,-0.453458,-0.540078,1.057909,0.193136,0.222284,buggy
1.522645,-1.678127,-0.697231,-0.193065,0.531029,0.198644,-0.04386,-0.77884,-0.486128,buggy
-2.068341,1.244088,0.334296,-0.216536,-0.473248,-0.43932,0.832876,0.257848,0.30721,buggy
-1.715443,1.170106,0.149943,-0.023796,0.580214,0.778551,-0.179552,0.677809,-0.824628,buggy
-1.104257,1.40594,0.821347,0.1119,-0.291718,0.438753,-0.192356,0.52241,-0.007363,buggy
13.151475,-4.412708,3.713788,-4.126433,-1.236031,1.395634,0.678084,1.343325,4.286745,buggy
-1.96682,1.224476,0.10355,-0.160825,-0.29174,-0.003765,0.546976,0.327885,-0.105375,buggy
8.756062,2.288635,2.901725,-1.635174,-1.530174,1.359331,-1.61749,-1.408506,1.850502,buggy
-1.715443,1.170106,0.149943,-0.023796,0.580214,0.778551,-0.179552,0.677809,-0.824628,buggy
-1.579692,1.277459,0.216951,-0.019773,-0.168735,0.455337,0.070664,0.454718,-0.341436,buggy
-1.472114,1.048539,-0.851121,-0.031593,0.862244,0.504531,0.176976,0.000537,-0.049337,buggy
12.366319,3.067082,0.188225,1.785973,0.372701,-4.397753,1.955066,0.222892,-0.826254,buggy
