@relation data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute numberOfNonTrivialBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute WCHU_fanIn numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute WCHU_numberOfMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute WCHU_wmc numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfMethods numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_cbo numeric
@attribute WCHU_rfc numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_cbo numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute numberOfBugsFoundUntil: numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute LDHH_cbo numeric
@attribute WCHU_numberOfLinesOfCode numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,1,0,0,0.000382,0,0,0,0.60098,0,0,0,0,1,0,17,0,0,0.021936,0,0,0,5,60,0,9,1,1,0,0,36,0,27,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0.003885,0,1,0,0,0,24,9,0,0,0.014134,0,clean
0,0,0,1,0,0,0.005397,0,0,0,2.88097,0,0,0,0,1,0,15,0,0,0.187772,0,0,0,2,50,0,8,1,1,0,0,28,0,18,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0.055174,3.03,1,0,0.010398,0,15,7,0,0,0.108062,0,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,4,0,0,7,0,0,0.042456,0,0,0,3,37,0,5,2,1,0,0,10,0,12,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0.012267,0,1,0,0,0,13,5,0,0,0.045793,0,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,0,1,0,0,0,0,0.042456,0,0,0,0,0,0,5,1,2,0,0,10,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.012267,0,1,0,0,0,9,0,0,0,0.045793,0,clean
0,0,0,1,0,0,0.013055,0,0,0,3.81886,0,0,0,1,0,0,4,0,0,0.209658,0,0.002308,0,0,11,3,4,2,1,0,0,6,2.02,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.056466,4.04,1,0,0.011292,0,12,4,0,0,0.108135,0,clean
0,0.030581,0.004721,3,0,0,0.111712,0.004774,2.02,0,5.76219,0,0,3.09,0,4,0,31,0,0,0.275178,2.02,0,3.16,10,116,2,16,2,2,0.034341,0,120,0,69,0.035044,0,0.034732,1.04,3.99,12,3.4,0,0,0,0,2.04,0,2.06,0.066004,2.03,3,0.002985,0.004949,0.035119,39,11,0.004994,3.58,0.131628,0.035941,buggy
0,0,0,0,0,0,0.008684,0,0,0,1.31187,0,0,0,1,0,0,17,0,0,0.028841,0,0,0,3,57,0,4,1,2,0,0,6,0,26,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0.001388,7.14,0,0,0.041644,0,27,2,0,0,0.000011,0,clean
1,0.007499,0.001066,10,0,0,0.399622,0.002879,1.01,0,17.2681,0,1.01,4.08,0,0,0,33,0.001251,0,0.569637,0,0.003039,6.2,9,265,1,18,2,1,0,0,153,1.01,73,0.012621,0,0.012198,2.02,5.12,10,6.44,4,0,0,0,2.02,0,3.03,0.091274,4.04,10,0.005819,0.012964,0.012313,19,4,0.007869,7.56,0.171246,0.008612,clean
4,0,0.006004,6,0,1.01,0.59608,0,1.01,0.000783,16.8263,0,0,0,0,0,0,33,0,1.01,0.612866,0,0,2.02,9,226,0,10,1,4,0,0,45,0,84,0.031237,0.000696,0.031625,5.07,0,11,3.1,8,0,8,0,0,0,6.08,0.118878,4.12,6,0.011488,0.016886,0.02074,18,6,0.018034,3.11,0.263269,0,buggy
0,0,0,1,0,0,0.001677,0,0,0,1.18716,0,0,0,3,0,0,6,0,0,0.048688,0,0,0,2,19,0,2,1,0,0,0,1,0,7,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.010376,0,1,0,0,0,18,1,0,0,0.041747,0,clean
0,0,0,1,0,0,0.00164,0,0,0,0.871061,0,0,0,6,0,0,15,0,0,0.030964,0,0,0,2,76,0,2,1,2,0,0,1,0,8,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0.005231,0,1,0,0,0,9,2,0,0,0.018208,0,buggy
0,0,0,3,0,0,0.049671,0,0,0,4.74253,0,0,0,0,0,0,6,0,0,0.29526,0,0,0,1,27,1,2,3,1,0,0,1,0,7,0,0,0.017307,0,0,2,1.01,9,0,7,0,0,0,0,0.088184,3.04,3,0,0.010279,0.019225,16,2,0,1.01,0.209,0,clean
0,0,0,1,0,0,0.020732,0,0,0,3.81153,0,0,0,0,0,0,2,0,0,0.210002,0,0,0,5,18,0,2,1,1,0,0,1,0,9,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0.05662,3.03,1,0,0.010398,0,10,2,0,0,0.108541,0,clean
0,0.003859,0.006162,4,2.02,2.03,0.036077,0,3.03,0.00509,5.63409,0.003565,0,3.09,3,1,0,11,0,3.03,0.154655,1.01,0,3.11,0,41,0,10,1,4,0.001839,0,45,0,15,0.004928,0.002033,0.005058,0,3.45,4,3.14,6,0,3,0,0,0,3.03,0.015198,4.14,4,0,0.011292,0.005019,18,0,0.006395,3.41,0.02112,0.004679,clean
0,0,0,1,0,0,0.001587,0,0,0,0.788836,0,0,0,0,0,0,16,0,0,0.038216,0,0,0,3,55,0,4,1,3,0,0,6,0,13,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0.010028,0,1,0,0,0,9,0,0,0,0.039402,0,buggy
0,0,0.003077,1,0,0,0.055234,0.001637,2.08,0,3.28866,0,0,0,0,0,0,17,0,0,0.087698,0,0,0,5,69,0,14,1,9,0,0,91,0,34,0,0,0,0,0,14,0,10,0,10,0,1.02,0,2.08,0.007742,2.04,1,0,0.00831,0,18,12,0.004036,0,0.005271,0,clean
0,0,0,0,0,0,0.019939,0,0,0,2.42975,0,0,0,0,6,0,1,0,0,0.060687,0,0,0,1,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004481,3.03,0,0,0.010398,0,11,1,0,0,0.001622,0,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,2,0,0,6,0,0,0.042456,0,0,0,1,13,0,6,2,1,0,0,15,0,7,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.012267,0,1,0,0,0,13,1,0,0,0.045793,0,clean
0,0,0,1,0,0,0.000382,0,0,0,0.60098,0,0,0,0,0,0,10,0,0,0.021936,0,0,0,0,33,0,10,1,9,0,0,45,0,10,0,0,0,0,0,9,0,9,0,6,0,0,0,0,0.003885,0,1,0,0,0,18,6,0,0,0.014134,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.003039,0,2,16,1,2,2,0,0,0,1,1.01,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.04,0,0,0.012964,0,19,1,0,0,0,0,clean
0,0,0,2,0,0,0.005758,0,0,0,2.35699,0,0,0,0,0,0,6,0,0,0.140911,0,0,0,2,32,0,6,2,4,0,0,15,0,18,0,0,0.017307,0,0,6,0,1,0,1,0,0,0,0,0.04406,0,2,0,0,0,13,6,0,1.01,0.148302,0,clean
0,0.00099,0.04129,1,1.05,0,0.000281,0.000691,2.02,0.001173,1.48053,0.000513,0,1.1,0,0,0,11,0,1.05,0.039997,0,0,1.11,0,37,0,11,1,5,0,0,55,0,11,0.001204,0,0.001093,0,1.55,5,1.1,5,0,5,0,1.11,0,2.02,0.003655,2.02,1,0,0.00831,0.001101,9,11,0.040072,1.37,0.002852,0.000795,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,0,3,2,0,0,0,3,0,10,0,0,0,2.02,0,4,0,3,0,2,0,0,0,2.02,0,3.06,0,0.005716,0.010398,0,15,3,0.005158,0,0,0,clean
0,0,0,0,0,1.01,0.007627,0,0,0.013591,1.25878,0,0,0,0,0,0,7,0,1.01,0.027544,0,0,0,4,21,1,2,3,1,0,0,1,0,8,0,0.012527,0.017307,2.02,0,5,1.05,2,0,2,0,0,0,2.02,0.001304,5.05,0,0.02301,0.024375,0.019225,16,2,0.017274,1.01,0.000009,0,clean
3,0,0,1,0,0,0.001677,0,0,0,1.18716,0,0,0,0,1,0,44,0,0,0.048688,0,0,0,5,267,0,18,1,1,0,0,153,0,73,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0.010376,0,1,0,0,0,27,12,0,0,0.041747,0,clean
0,0.006723,0,9,4.09,4.13,0.867589,0.006496,0,0.006319,16.8684,0.006942,0,4.06,8,1,0,8,0,3.04,0.606812,1.01,0,5.45,2,24,2,8,1,0,0,0,28,0,21,0.008346,0.007676,0.008199,2.11,4.42,2,6.26,12,0,4,0,3.04,0,2.11,0.114725,4.05,9,0.002508,0.010398,0.008476,17,8,0.002757,7.47,0.244443,0.007929,buggy
1,0.041616,0.15358,34,0,6.14,1.82971,0.04775,37.8,0.008209,31.8654,0,1.01,11.23,0,6,0,48,0.001785,5.16,1.03245,1.01,0,12.52,16,214,0,50,1,138,0.002354,0,1225,0,124,0.048024,0.018145,0.049685,6.14,20.73,153,13.82,5,0,3,0,8.13,0,37.87,0.166162,3.03,34,0.010245,0.010398,0.050254,9,39,0.157389,15.31,0.362861,0.049404,buggy
0,0,0,4,0,0,0.005068,0,0,0,1.76352,0,0,0,0,0,0,10,0,0,0.052058,0,0,0,1,35,0,5,2,1,0,0,10,0,14,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0.005963,2.02,4,0,0.008307,0,15,5,0,0,0.010147,0,clean
0,0,0,0,0,0,0.035717,0,0,0,2.99495,0,0,0,0,0,0,1,0,0,0.074035,0,0,0,3,9,0,2,3,1,0,0,1,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0053,3.03,0,0,0.010398,0,12,2,0,0,0.001685,0,clean
1,0,0.001135,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,51,0,3,1,0,0,0,3,0,19,0,0,0,1.01,0,3,0,0,0,0,0,0,0,2.02,0,3.03,0,0.000252,0.010398,0,9,2,0.002244,0,0,0,clean
0,0,0,0,0,0,0.012992,0,0,0,1.43177,0,0,0,1,0,0,4,0,0,0.03126,0,0.002308,0,0,11,3,4,2,1,0,0,6,2.02,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.001468,4.04,0,0,0.011292,0,12,4,0,0,0.000009,0,clean
0,0,0.001697,1,0,0,0.000966,0,1.01,0,1.17486,0,0,0,1,0,0,3,0,0,0.033753,0,0,0,2,12,0,2,1,2,0,0,1,0,8,0,0,0,0,0,4,0,3,0,2,0,0,0,1.01,0.003618,2.02,1,0,0.00831,0,10,2,0.001401,0,0.005051,0,clean
0,0,0,0,0,0,0.00834,0,0,0,2.56045,0,0,0,0,0,0,16,0,0,0.057945,0,0,0,5,92,0,8,2,1,0,0,28,0,34,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0.003092,5.08,0,0,0.01379,0,33,7,0,0,0.000087,0,clean
3,0.009969,0.001001,3,0,2.03,0.148683,0,1.01,0.007261,3.75035,0,2.03,2.03,0,0,0,40,0.012777,2.03,0.136886,0,0,2.31,4,139,5,5,4,2,0,1.01,10,0,30,0.011937,0.012388,0.011831,2.02,2.09,6,2.19,4,0,4,0,0,0.00406,3.03,0.027374,4.04,3,0.005944,0.013377,0.011836,27,0,0.014238,3,0.077803,0.011683,clean
2,0.026057,0.03915,2,0,1.01,0.072629,0.029129,1.01,0.027692,3.59553,0,1.01,1.02,3,0,0,58,0.025024,1.01,0.286809,0,0,1.05,9,276,0,17,2,1,0,0,136,0,118,0.030266,0.027312,0.047316,1.01,1.35,10,1.13,17,0,14,0,1.01,0,1.02,0.095982,0,2,0.03059,0,0.030608,13,15,0.037887,2.03,0.255201,0.031012,clean
1,0.001302,0.002028,6,0,2.04,1.12431,0,2.04,0.002507,16.8048,0,1.01,1.01,0,0,0,24,0.002642,2.03,0.536249,0,0.011304,2.06,5,73,56,8,2,4,0,0,28,7.09,41,0.003591,0.002022,0.00538,3.04,1.07,9,2.04,2,0,0,0,0,0,5.08,0.082528,11.3,6,0.006458,0.060079,0.004773,68,2,0.009196,3.11,0.13606,0.002374,clean
1,0,0,0,0,0,0.003912,0,0,0,1.64243,0,0,0,6,0,0,19,0,0,0.041874,0,0,0,2,75,0,14,1,1,0,0,91,0,24,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0.003252,5.07,0,0,0.012574,0,21,13,0,0,0.001163,0,clean
0,0,0.04129,1,0,0,0.062815,0,2.02,0,2.54818,0,0,0,0,1,0,18,0,0,0.089529,0,0,0,3,66,0,6,1,2,0,0,15,0,19,0,0,0,0,0,5,0,3,0,3,0,0,0,2.02,0.015606,2.02,1,0,0.00831,0,9,0,0.040072,0,0.052754,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,26,0,3,2,1,0,0,3,0,12,0,0,0,0,0,6,0,32,0,32,0,0,0,0,0,3.06,0,0,0.010398,0,15,2,0,0,0,0,clean
5,0.001491,0.024168,4,0,0,0.09188,0.001438,3.03,0,5.74394,0,1.05,2.06,0,0,0,31,0,0,0.166227,0,0,3.22,3,128,0,13,1,5,0,0,78,0,52,0.004147,0,0.004199,2.02,2.57,8,3.35,4,0,4,0,1.01,0,5.05,0.019391,3.03,4,0.002519,0.010398,0.003721,9,8,0.028116,3.82,0.041992,0.002847,clean
2,0,0,0,0,0,0.000992,0,0,0,3.12296,0,0,0,0,0,0,12,0,0,0.08187,0,0,0,5,71,0,10,1,0,0,0,45,0,29,0,0,0,2.02,0,5,0,3,0,3,0,0,0,2.02,0.006907,3.03,0,0.00542,0.010398,0,9,8,0.005015,0,0.004015,0,clean
2,0.017976,0.014688,14,1.01,7.16,0.375406,0.0046,7.13,0.014167,11.3676,0.000826,4.04,9.31,4,0,0,114,0.001785,6.11,3.5767,0,0,12.23,9,467,0,30,1,13,0,0,435,0,116,0.024988,0.022161,0.024422,6.11,13.63,22,12.25,19,0,11,0,4.06,0,10.16,0.114134,3.03,14,0.005187,0.010398,0.024548,9,5,0.023225,15.92,0.217353,0.022484,buggy
0,0,0,3,0,0,0.048535,0,0,0,7.34144,0,0,0,0,0,0,33,0,0,0.36946,0,0.011304,1.01,8,209,56,5,2,1,0,0,10,7.09,95,0.002983,0,0.020293,2.02,0,9,2.04,0,0,0,0,0,0,2.02,0.096559,11.3,3,0.002373,0.060079,0.022311,68,1,0.002338,2.07,0.227756,0,clean
0,0,0,2,0,0,0.000874,0,0,0,2.26754,0,0,0,0,0,0,1,0,0,0.170881,0,0,0,2,7,0,2,2,1,0,0,1,0,6,0,0,0,2.02,0,3,0,0,0,0,0,0,0,2.02,0.053596,3.06,2,0.005716,0.010398,0,15,2,0.005158,0,0.107142,0,clean
0,0,0,1,0,0,0.001536,0,0,0,1.33267,0,0,0,0,0,0,1,0,0,0.041671,0,0,0,0,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.005445,4.05,1,0,0.035501,0,27,1,0,0,0.012747,0,clean
1,0,0.001697,1,0,0,0.000966,0,1.01,0,1.17486,0,0,0,0,0,0,10,0,0,0.033753,0,0,0,4,60,0,3,1,2,0,0,3,0,22,0,0,0,0,0,6,0,1,0,1,0,0,0,1.01,0.003618,2.02,1,0,0.00831,0,9,2,0.001401,0,0.005051,0,clean
0,0,0,2,0,0,0.00414,0,0,0,2.69823,0,0,0,0,0,0,8,0,0,0.081124,0,0,0,4,43,0,5,3,0,0,0,10,0,13,0,0,0,0,0,4,1.01,1,0,1,0,0,0,0,0.0098,2.04,2,0,0.00831,0.002454,31,5,0,0,0.020023,0,clean
0,0,0,0,0,0,0.032395,0,0,0,2.99495,0,0,0,0,0,0,2,0,0,0.074035,0,0,0,4,12,0,2,1,1,0,0,1,0,7,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0.0053,3.03,0,0,0.010398,0,10,2,0,0,0.001685,0,clean
0,0.000897,0.005476,4,0,1.01,0.017012,0.00063,2.03,0,1.36109,0,0,1.02,0,1,0,4,0,0,0.040918,1.01,0.000843,1.02,0,17,6,4,3,6,0.002632,1.01,6,1.02,4,0.001612,0.001247,0.001653,0,1.09,6,1.02,1,0,0,0,1.02,0.002169,2.03,0.004892,3.05,4,0,0.007774,0.001588,30,3,0.00566,1.03,0.009319,0.001356,clean
0,0,0,2,0,0,0.00895,0,0,0,2.35699,0,0,0,0,0,0,6,0,0,0.140911,0,0,0,0,21,0,5,2,4,0,0,10,0,9,0,0,0.017307,0,0,4,1.04,2,0,2,0,0,0,0,0.04406,0,2,0,0,0.019225,13,5,0,1.02,0.148302,0,clean
0,0,0,1,0,0,0.025941,0,0,0,3.66829,0,0,0,0,0,0,1,0,0,0.206585,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0.000525,0,0,0,0,0,0,0,0,0,0,0,0.056403,7.14,1,0,0.041644,0,27,1,0,1.01,0.108521,0,clean
0,0,0,1,0,0,0.020344,0,0,0,3.2211,0,0,0,6,0,0,26,0,0,0.078161,0,0,1.01,4,133,0,6,3,1,0,0,15,0,31,0.030266,0,0.03001,0,0,5,1.01,8,0,0,0,0,0,0,0.005289,3.03,1,0,0.010398,0.030608,24,5,0,1.04,0.001239,0,clean
4,0.000897,0.011819,6,0,0,0.171935,0,5.07,0,7.7902,0,1.01,1.01,0,0,0,37,0.000755,0,0.218167,0,0,2.06,9,182,0,12,1,14,0,0,66,0,120,0.002864,0,0.004852,4.04,1.11,23,4.2,6,0,6,0,0,0,9.11,0.022085,2.02,6,0.012218,0.00831,0.004613,9,8,0.026617,4.34,0.027488,0.001356,clean
0,0,0.002279,7,0,1.01,0.10637,0.00184,1.01,0,10.3263,0,0,0,0,0,0,9,0,0,0.287547,0,0,3.05,2,24,1,4,2,1,0,0,6,0,12,0.003315,0.001166,0.003015,1.01,0,3,2.04,1,0,1,0,2.02,0,2.02,0.029392,3.03,7,0.00076,0.010398,0.001655,13,3,0.003524,3.08,0.045571,0,clean
1,0,0.03915,4,0,0,0.076567,0,1.01,0,7.57455,0,0,0,7,0,0,24,0,0,3.51032,0,0,1.01,16,141,0,6,2,2,0,0,15,0,68,0.000971,0,0.031043,4.05,0,18,3.07,7,0,0,0,0,0,5.06,0.124305,3.09,4,0.025383,0.010398,0.021315,39,5,0.057499,2.05,0.243378,0,clean
0,0.001831,0.021271,2,0,0,0.025172,0.001994,2.03,0,2.41614,0,0,1.01,0,6,0,4,0,0,0.072379,3.03,0,1.01,0,12,0,6,1,4,0.014667,0,15,0,6,0.002401,0,0.002217,0,1.05,4,1.01,2,0,2,0,1.01,0,2.03,0.008613,2.02,2,0,0.00831,0.002137,9,5,0.022512,1.02,0.016491,0.002161,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,3,0,0,3,0,0,0.042456,0,0,0,1,16,0,3,2,1,0,0,3,0,6,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.012267,0,1,0,0,0,11,3,0,0,0.045793,0,clean
0,0,0.03915,2,1.05,1.01,0.010728,0,1.01,0.007261,1.54522,0.005861,0,0,6,0,0,29,0,1.04,0.089145,0,0,0,7,166,1,10,2,2,0,0,45,0,52,0,0.011968,0.011241,0,0,8,0,10,0,4,0,0,0,0,0.027315,0,2,0,0,0,15,5,0,1.01,0.096226,0,clean
0,0,0,2,0,0,0.003085,0,0,0,2.33696,0,0,0,4,0,0,3,0,0,0.071994,0,0,0,2,12,1,3,2,1,0,0,3,0,6,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0.009107,1.01,2,0,0.005149,0,13,3,0,0,0.019896,0,clean
0,0.011708,0.022026,1,0,0,0.03193,0.015802,5.06,0,5.5834,0,0,1.01,0,6,0,2,0,0,0.194271,0,0,1.01,1,6,0,5,2,12,0,0,10,0,6,0.014478,0,0.017307,0,1.04,12,1.01,0,0,0,0,1.01,0,5.06,0.038094,3.09,1,0,0.010398,0.019225,39,4,0.026193,1.03,0.100661,0.014294,clean
0,0,0,2,0,0,0.002897,0,0,0,2.46006,0,0,0,0,0,0,9,0,0,0.075186,0,0,0,3,38,2,5,3,2,0,0,10,0,12,0,0,0,1.01,0,5,0,1,0,1,0,0,0,1.01,0.009593,3.06,2,0.00604,0.01129,0,27,5,0.007721,0,0.023098,0,clean
0,0,0,0,0,0,0.022917,0,0,0,4.11562,0,0,0,0,0,0,1,0,0,0.099935,0,0,0,1,4,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.006748,3.03,0,0,0.010398,0,9,1,0,0,0.0014,0,clean
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,3,289,0,18,1,1,0,0,153,0,143,0,0,0,1.01,0,4,0,5,0,5,0,0,0,1.01,0,3.03,0,0.001313,0.010398,0,9,2,0.00123,0,0,0,clean
0,0,0.001001,2,0,0,0.016835,0,1.01,0,2.6029,0,0,0,0,0,0,7,0,0,0.068167,0,0,0,3,28,5,2,4,2,0,1.01,1,0,9,0,0,0.00059,0,0,5,1.01,0,0,0,0,0,0.00406,1.01,0.005742,4.04,2,0,0.013377,0.000612,27,0,0.001108,1.03,0.003407,0,clean
0,0,0,3,0,0,0.156578,0,0,0,7.97841,0,0,0,1,0,0,4,0,0,0.373535,0,0,1.01,7,32,0,2,1,1,0,0,1,0,15,0.000971,0,0.01834,4.05,0,8,1.03,1,0,0,0,0,0,4.05,0.093454,3.03,3,0.025383,0.010398,0.001035,10,2,0.019612,2.07,0.210734,0,clean
1,0,0,2,0,0,0.003372,0,0,0,1.74444,0,0,0,1,0,0,17,0,0,0.050338,0,0,0,10,73,2,7,2,0,0,0,21,0,41,0,0,0,1.01,0,10,1.01,7,0,4,0,0,0,1.01,0.005455,1.02,2,0.00273,0.003161,0.001985,39,6,0.002185,0,0.007886,0,clean
0,0,0,3,0,0,0.005525,0,0,0,3.87796,0,0,0,0,0,0,8,0,0,0.115313,0,0,0,4,43,0,5,3,1,0,0,10,0,13,0,0,0,0,0,5,1.01,1,0,1,0,0,0,0,0.013544,2.04,3,0,0.00831,0.002454,31,5,0,0,0.025607,0,clean
0,0,0,1,0,0,0.004407,0,0,0,2.88097,0,0,0,0,0,0,2,0,0,0.187772,0,0.010885,0,3,9,3,1,3,0,0,0,0,2.02,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.055174,8.12,1,0,0.027347,0,29,1,0,0,0.108062,0,clean
0,0,0,1,0,0,0.057735,0,0,0,4.48422,0,0,0,0,0,0,18,0,0,0.245484,0,0,0,1,62,0,6,1,2,0,0,15,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.066617,3.03,1,0,0.010398,0,9,6,0,0,0.156069,0,clean
0,0,0,1,0,0,0.000833,0,0,0,1.35264,0,0,0,0,19,0,95,0,0,0.101164,0,0,0,4,306,0,26,1,21,0,0,325,0,76,0,0,0,0,0,25,0,6,0,0,0,0,0,0,0.035057,0,1,0,0,0,9,3,0,0,0.099579,0,clean
0,0.002881,0.049168,1,0,0,0.014283,0.003231,5.11,0,2.81758,0,0,1.01,0,16,0,2,0,0,0.082125,10.14,0,1.02,1,6,0,3,1,17,0.048622,0,3,0,5,0.002933,0,0.002887,1.01,1.02,18,1.03,0,0,0,0,1.01,0,5.12,0.009597,3.06,1,0.003144,0.010398,0.002984,18,3,0.048794,1.06,0.021542,0.003334,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,0,2,0,0,0,0,0.042456,0,0,0,0,0,0,4,1,2,0,0,6,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.012267,0,1,0,0,0,9,2,0,0,0.045793,0,clean
0,0.001556,0,2,0,0,0.021941,0.002592,0,0,2.31429,0,0,1.02,2,0,0,11,0,0,0.08808,0,0,1.02,3,45,0,11,2,1,0,0,55,0,29,0.002817,0,0.002652,0,1.19,4,1.09,2,0,0,0,1.02,0,0,0.016827,0,2,0,0,0.002665,24,11,0,1.15,0.06345,0.002931,clean
0,0.01249,0.008167,4,0,0,0.267342,0.016745,3.03,0,8.83948,0,0,2.02,0,0,0,21,0,0,0.271437,0,0,2.02,7,144,0,12,3,4,0,0,66,0,34,0.015449,0,0.01834,1.01,2.21,11,2.04,2,0,2,0,2.02,0,2.02,0.042868,4.1,4,0.001313,0.021972,0.02026,44,12,0.006712,2.18,0.101025,0.015241,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,6,0,0,2,0,0,0.042456,0,0,0,2,7,0,2,1,1,0,0,1,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0.012267,0,1,0,0,0,9,2,0,0,0.045793,0,clean
0,0,0,3,0,0,0.002723,0,0,0,3.6986,0,0,0,0,0,0,5,0,0,0.221084,0,0,0,4,22,1,3,3,1,0,0,3,0,10,0,0,0,1.01,0,5,0,1,0,1,0,0,0,1.01,0.061516,3.06,3,0.002985,0.01129,0,24,3,0.003143,0,0.129997,0,clean
0,0,0,1,0,0,0.013807,0,0,0,3.28866,0,0,0,0,0,0,3,0,0,0.087698,0,0,0,3,10,2,3,2,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.007742,2.03,1,0,0.004949,0,39,2,0,0,0.005271,0,clean
15,0,0,1,0,0,0.000833,0,0,0,1.35264,0,0,0,0,0,0,171,0,0,0.101164,0,0,0,1,907,6,16,2,0,0,0,120,0,138,0,0,0,0,0,1,0,14,0,14,0,0,0,0,0.035057,0,1,0,0,0,35,1,0,0,0.099579,0,clean
