@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-21'

@attribute 0.194WCHU_rfc... numeric
@attribute -0.26ck_oo_lcom... numeric
@attribute 0.318ck_oo_numberOfMethodsInherited... numeric
@attribute -0.289LDHH_numberOfAttributes... numeric
@attribute -0.311LDHH_fanIn... numeric
@attribute -0.36LDHH_numberOfPublicAttributes... numeric
@attribute -0.516LDHH_noc... numeric
@attribute 0.426CvsLogEntropy... numeric
@attribute 0.343LDHH_dit... numeric
@attribute -0.346ck_oo_dit... numeric
@attribute 0.387LDHH_numberOfPrivateAttributes... numeric
@attribute 0.434numberOfCriticalBugsFoundUntil:... numeric
@attribute 0.434ck_oo_numberOfAttributesInherited... numeric
@attribute 0.425LDHH_numberOfMethodsInherited... numeric
@attribute -0.337ck_oo_numberOfLinesOfCode... numeric
@attribute -0.374LDHH_numberOfPrivateMethods... numeric
@attribute 0.353LDHH_numberOfPrivateMethods... numeric
@attribute 0.426CvsWEntropy... numeric
@attribute 0.494ck_oo_noc... numeric
@attribute 0.419ck_oo_noc... numeric
@attribute class {buggy,clean}

@data
8.445894,-3.990433,-4.891953,7.647457,-13.532573,-11.865022,12.361661,1.236298,5.196784,-3.620321,-1.806613,-0.638582,2.967765,0.78582,-2.227483,-5.716769,-2.750139,0.551452,1.434904,1.502353,clean
-3.248685,-0.85526,-0.966591,-0.636617,-0.203449,1.008354,0.355347,-1.149156,0.507428,0.760724,-0.297776,-0.302845,0.026642,-0.044084,-0.393338,0.130338,-0.062598,-0.051432,-0.036692,0.043445,buggy
-0.803234,0.130354,1.064102,0.2728,0.454229,-0.370949,0.033792,1.025392,-0.675411,-1.29579,-0.566358,0.015433,-0.08414,-0.580114,-0.174331,0.318947,0.362695,0.112405,-0.274194,0.500778,clean
-2.018618,-0.51132,-0.420519,0.83513,0.443329,0.375271,-0.21661,0.896873,0.241372,0.891921,0.282602,0.099449,0.586344,-0.289555,0.09978,0.250976,0.034975,-0.238201,0.290707,-0.06435,clean
2.589622,3.042297,1.429604,-0.015132,0.015285,-0.392749,0.111457,0.27998,-2.184981,2.33891,-0.826922,-0.656596,-1.498627,-0.230392,2.092928,-0.695751,-1.018625,1.159031,-0.348296,0.329427,clean
3.992618,0.553951,0.726882,1.417081,2.185524,0.00921,0.701218,-2.001113,-0.099799,-1.27045,-1.888793,1.488164,-2.825063,0.702343,-1.159615,1.146942,0.383235,0.025217,0.320068,-0.360793,clean
-2.163621,0.094929,2.051428,-1.348073,-0.703753,0.090692,0.621372,-0.986773,-0.695635,-2.002916,0.747927,-0.167342,-0.104336,-0.025961,0.692525,-0.142704,-0.013065,0.42317,0.207587,-0.944815,clean
-2.466182,0.223819,-0.477885,0.33565,0.307999,0.262938,-0.091763,0.706865,-0.00407,0.368083,0.157538,-0.171197,0.439521,0.366888,0.090808,-0.388179,-0.35707,0.005495,-0.297886,0.258223,buggy
29.051268,8.128275,3.975458,2.304438,5.021428,-2.06949,2.404113,-8.131716,-0.508937,1.806686,-5.708392,6.214139,-3.073409,-0.854035,-0.216612,1.020081,-1.307203,-0.299969,-1.720866,0.524553,clean
-2.516401,0.266919,0.392763,-0.647507,-1.005868,0.084988,0.771876,-0.940778,-0.714527,-0.600165,0.249114,0.039571,-0.780541,0.552178,-0.416869,-0.677773,-0.03379,0.167517,-0.093174,-1.019348,clean
11.060272,1.141503,-4.986044,-3.457251,-0.928364,3.805268,-1.004238,2.712803,-0.438644,-0.04909,0.969368,1.389697,0.994828,0.802568,-0.355242,-0.544378,3.571643,1.844385,1.267272,0.120172,clean
-3.083793,-0.98138,-0.71627,-0.556327,-0.386838,0.935335,0.505075,-1.144025,0.480051,0.537904,-0.271767,-0.304928,0.083306,-0.16541,-0.275422,0.08975,-0.246061,-0.104502,0.08451,0.091241,buggy
-2.774927,-1.532201,-0.329627,-0.443911,-0.229971,0.852869,0.410861,-0.98241,0.562416,0.64755,-0.061495,-0.105785,-0.084218,-0.001006,-0.042396,0.339011,0.085978,-0.161635,0.148092,0.098542,clean
0.02868,0.482154,0.736432,-0.336477,-0.67413,-0.21212,0.142091,1.487379,0.95406,2.009108,-1.930525,0.01339,-1.574922,-0.408238,0.841284,-0.854193,0.095775,0.663455,-1.048629,0.760865,clean
14.845559,6.480578,0.634388,-15.257705,-8.053271,2.653119,-1.514822,5.87906,4.461472,6.39604,-4.066286,6.798084,0.91254,0.330022,-0.837334,-0.520968,-1.913282,3.233107,-0.937373,-4.005346,clean
-1.334827,1.109205,-0.908196,0.885739,-1.178156,-0.540648,-2.992295,-0.193348,-0.862031,0.906339,0.366012,-0.576744,0.253299,0.276733,0.396854,0.121151,-0.166826,-0.031527,-1.26162,-0.63263,clean
-3.027739,-0.42553,-0.279643,-0.795326,-0.225072,0.571624,0.426336,-1.065455,-0.042015,0.476198,-0.075447,-0.099917,-0.716134,0.812625,-0.145068,-0.012526,-0.081676,-0.007629,-0.096348,0.112989,clean
0.521691,-0.431513,-1.399502,0.303997,2.871349,-2.036605,-0.585063,1.348008,-0.136398,-0.077308,-0.53412,0.114197,0.272457,-0.956796,-0.641688,0.238687,0.338197,0.094324,1.100644,-0.676289,clean
-1.1647,0.498583,-0.377341,-0.036292,0.230506,0.334111,0.094242,0.54376,0.163277,-0.533776,0.622557,-0.505454,-0.089784,-0.556907,0.005068,-0.128105,-0.679854,-0.069514,-0.077303,-0.154037,clean
0.218413,3.427005,4.066735,-1.282495,-0.718775,-1.343777,0.375495,1.008097,-0.689441,-1.960594,-0.878775,-0.55196,0.76357,2.60898,-2.865385,1.68216,-0.498183,-1.095186,0.526905,-0.568753,clean
-1.079657,-0.510099,-0.731315,-0.749582,-1.015129,0.370531,0.869965,-1.136305,0.090182,0.383021,0.987875,-0.727371,-0.110223,-0.748777,0.1833,0.319728,0.216307,0.354495,-0.167572,-0.021488,clean
2.726953,1.624657,-1.143209,1.576488,0.842161,-0.519415,0.699496,-0.431986,-0.181734,-0.131861,-0.317226,0.750848,-0.428739,0.219412,-0.309543,0.481704,0.050082,0.095796,-0.951848,0.223878,clean
-3.212149,-0.643484,-0.192441,-0.912617,-0.512956,0.863938,0.500941,-1.350781,0.07722,0.015932,0.132973,-0.310207,-0.007863,-0.702488,0.045723,-0.082325,0.264565,-0.093976,-0.012631,-0.039284,clean
-0.664922,1.676629,-0.079589,1.309522,1.81753,-0.233839,-0.055729,-0.966478,-0.291983,0.825716,0.768174,3.091127,0.9447,-0.096188,0.31489,-0.783983,-1.311043,-1.596906,-0.879957,0.303234,clean
-1.487253,0.144762,-0.403,1.009699,-0.024791,-0.085447,0.164438,1.008172,-0.064458,0.29477,0.062468,-0.240185,0.442132,0.145054,0.032332,-0.218178,-0.249152,-0.047261,-0.321124,0.145356,clean
-0.633484,-1.494221,-1.324998,-0.91546,-1.270953,0.765545,-1.020513,-1.486645,0.53453,1.032403,0.582387,-0.828242,-0.315395,-0.087081,-0.032092,0.893881,-0.305698,0.200166,-0.625137,-0.170476,clean
17.935093,-2.923236,-0.981852,0.325328,-1.4076,1.194479,1.12992,1.082282,-1.243894,0.213301,1.66171,-0.417017,-2.110038,-1.415585,-1.237346,1.635908,0.751445,-1.669483,-0.547537,0.79443,buggy
2.131122,-1.471675,-3.240886,-4.864664,-1.951375,3.989323,-0.522811,0.653776,0.070104,1.199338,1.766074,0.136519,1.061074,0.824441,0.243102,-1.913755,1.500734,-0.889059,1.33795,0.250151,clean
-0.887226,1.266443,0.887616,0.594942,0.92186,-0.249336,0.061914,-0.287548,-0.919439,-0.139736,0.75702,1.713217,-0.197896,-0.109813,0.556117,-0.518872,-0.327937,-0.945711,-0.518815,0.238032,clean
1.879212,2.174265,3.707563,0.34562,0.343969,-0.994797,-1.177012,1.333313,0.544335,-1.915854,-2.346336,-0.228303,-1.002504,-1.802044,1.353099,-1.131356,-0.694247,1.338544,1.151095,1.004356,clean
-3.069852,-1.024055,-0.754871,-0.591898,-0.292794,0.862785,0.495894,-1.15152,0.654616,0.486645,-0.180217,-0.315371,0.076378,0.133341,-0.079175,0.047061,-0.07219,-0.052125,-0.005274,0.148087,buggy
-2.819798,-0.878187,-0.24832,-0.687826,-0.210649,0.901216,0.505797,-1.537294,0.349711,0.247859,-0.030063,0.214661,0.134119,-0.572191,0.147188,0.036147,-0.052103,-0.252392,0.02165,-0.347109,buggy
4.029855,-1.808887,-2.195683,5.434936,-7.346709,-6.150223,6.499695,1.166992,2.388213,-0.85745,-0.450655,0.306726,1.200968,0.610545,-0.628362,-1.530454,-0.282621,0.705928,0.18721,0.76404,clean
-2.506137,1.384441,0.732917,-0.241274,-0.293448,-0.196676,0.145895,0.45405,-1.313509,-0.610279,0.825389,0.181387,-0.564323,0.936087,-0.022812,-1.02402,-0.382463,0.118699,-0.111981,-0.741471,clean
0.639676,-2.751177,1.249326,1.670379,2.242286,0.63413,-0.886657,1.963042,1.687066,-0.469224,-0.35637,-0.428503,1.341906,1.629162,1.700381,-0.420934,-0.575468,0.549389,-0.342738,-0.672909,clean
-0.360848,-1.851056,-0.989356,-1.211803,-0.59664,1.297004,0.366924,-0.870662,0.449948,1.207383,0.634724,-0.463832,-0.21902,0.27702,0.136519,0.845875,-0.027861,0.533884,-0.344527,0.266193,clean
0.63067,-0.99764,0.48857,0.808628,-0.66555,-0.589131,0.359018,1.307181,-0.482255,1.002923,1.564309,0.179625,-0.760979,0.200962,0.492627,0.822913,0.707953,-0.239515,0.059325,0.421973,clean
5.415709,3.154303,-0.375241,0.019602,3.048031,-0.509277,-0.217426,-1.420889,-0.192018,-0.090241,3.839555,0.796888,-1.227432,-0.081822,0.355247,0.376543,-1.598958,-0.194029,-0.483715,0.77275,clean
-2.722624,-1.593494,-0.467055,-0.347389,-0.283184,0.959679,-0.070822,-1.040565,0.710733,0.511709,-0.450081,-0.225556,0.050146,0.137769,-0.130801,0.135786,-0.507017,0.069584,0.494487,0.275241,clean
-3.101749,-0.993689,-0.745998,-0.631831,-0.227665,0.917788,0.428628,-1.153814,0.613033,0.506786,-0.179147,-0.318506,0.050565,0.125114,-0.084923,0.075336,-0.012121,-0.055234,-0.061942,0.141897,clean
-1.072879,1.880336,0.033956,0.954903,1.187209,-0.446661,0.14621,-0.649728,-0.340178,-0.065817,0.379129,1.25247,0.507816,-0.067064,0.158036,-0.567568,0.230219,0.347879,0.152178,-0.673818,clean
-0.217356,-1.455733,0.988671,1.687706,0.423412,-0.079703,-0.054606,1.83804,0.133718,0.202172,-0.027459,0.477995,-0.198334,-0.191254,0.656843,1.107263,-0.111495,-0.701741,1.040833,-0.533485,clean
0.299537,-0.837818,3.103269,0.868246,0.894607,-0.325398,-0.064713,0.149408,-1.075746,-0.718036,1.532621,2.171938,-0.233821,-1.02899,1.455208,-0.029377,0.502601,-1.202502,-0.102016,-0.058427,clean
-0.887226,1.266443,0.887616,0.594942,0.92186,-0.249336,0.061914,-0.287548,-0.919439,-0.139736,0.75702,1.713217,-0.197896,-0.109813,0.556117,-0.518872,-0.327937,-0.945711,-0.518815,0.238032,clean
-2.552908,-0.375704,0.500969,-0.746472,-0.428119,0.540674,0.577111,-1.022729,-0.50863,-0.092214,-0.230882,-0.221316,-1.111338,0.764318,-0.000024,-0.120879,-0.248412,-0.164542,-0.245669,0.586324,clean
-2.177858,0.240159,0.384581,-0.615277,-0.848527,0.168744,0.778436,-0.863643,-0.632394,-0.943671,-0.126067,0.063959,-1.116053,0.530719,-0.529699,-0.395481,0.104262,0.081783,-0.112939,-0.90272,clean
-3.280469,-0.905252,-1.035391,-0.74985,-0.116657,0.835585,0.335607,-1.137443,0.513419,0.777181,-0.260156,-0.258955,-0.014541,0.075689,-0.283791,0.217865,0.103592,-0.048244,-0.084773,0.098376,clean
-3.179648,-0.664188,-0.18038,-0.902506,-0.518423,0.867852,0.517587,-1.338669,0.104783,-0.028616,0.098851,-0.325467,0.009928,-0.700472,0.080239,-0.071075,0.192431,-0.093555,0.002604,-0.070981,clean
-2.227907,-0.475702,-0.304821,0.675191,0.394278,0.3836,-0.243043,0.820953,0.159943,0.774672,0.415923,0.027018,0.626869,-0.192478,0.115761,-0.018171,0.203964,-0.166206,0.015909,0.216193,clean
-2.069923,-1.951113,-0.79796,-1.092528,-0.048153,0.514012,0.364241,-0.453261,1.195552,0.370038,0.433314,-0.157176,-0.329496,-0.260299,-0.365731,0.335975,-0.782645,-0.115537,0.342914,-0.266103,clean
-2.801794,-0.822794,-1.047925,-0.413793,-0.222148,0.918849,0.508965,-1.041868,0.613763,0.410521,-0.710438,-0.262162,-0.393173,-0.122505,-0.577222,0.462862,0.25922,-0.163686,0.010117,0.193949,clean
-0.731029,0.709607,-1.055274,1.606464,-1.033732,-1.052804,-3.025598,-0.181403,0.284681,0.186684,0.536464,-0.38099,-0.147089,-0.144145,-0.141164,0.294027,0.533663,-0.467936,-1.198553,-0.91886,clean
12.458337,2.596146,-0.449067,2.112011,6.135823,-0.171371,-0.334879,-2.516578,1.044736,-1.297156,1.488558,-0.362797,-0.546498,-0.902603,0.112695,1.195934,-0.744021,1.591523,0.716769,-1.178943,buggy
8.099474,0.961786,-2.873241,-1.348304,1.221802,0.057936,-0.219316,1.944677,2.068504,-1.498924,4.126874,-1.340949,-2.434215,-0.423066,-1.991493,-0.247553,-0.110186,0.132409,-0.120012,0.157372,clean
-3.274711,-0.949991,-1.051013,-0.797366,-0.076274,0.761107,0.328055,-1.127542,0.500365,0.772376,-0.279972,-0.249752,-0.013011,0.103158,-0.257492,0.240917,0.125347,-0.03881,-0.106712,0.112888,clean
-0.827395,0.52388,1.007237,0.78367,0.471051,-0.156354,-0.124491,0.94584,-0.745906,-0.437128,0.52808,0.187301,-0.002076,-0.387465,0.677321,0.163732,0.340059,-0.180364,0.390134,-0.213601,clean
4.389279,3.992196,0.694121,0.547745,-0.088436,-1.320054,0.392462,1.10574,0.867437,2.260107,-3.388579,-0.620445,-2.437449,-1.256199,1.618998,-2.215693,0.627935,0.572976,0.44515,0.316624,buggy
-2.766941,-1.68992,-0.207653,-0.488061,-0.065171,1.185928,0.221438,-0.88845,0.63364,0.447255,-0.321825,-0.446488,0.205585,0.266713,-0.032471,-0.205166,-0.150619,-0.002465,-0.239688,0.120834,clean
-0.099021,-0.631454,1.00133,1.602207,-0.574097,-0.945605,-0.024721,1.366595,-0.139573,-0.865763,-0.16639,0.579336,-0.542441,-0.275805,0.55958,0.394397,-0.193199,-0.344832,1.420664,0.129994,clean
-2.508132,-0.080125,-0.809629,0.531392,0.487546,0.48083,-0.251802,0.71089,0.322524,0.767926,0.18075,-0.147414,0.724034,-0.029106,-0.063064,-0.207869,0.018571,-0.015659,-0.204793,0.21093,clean
0.172931,0.874498,-1.852482,-0.140743,1.1022,0.288003,-0.494033,0.967483,0.89843,0.812607,2.327732,-0.761255,0.112911,-0.524643,-0.387379,0.239006,-0.670646,0.551882,0.012206,0.031652,clean
-1.276856,3.81126,4.040936,-1.539975,-0.853197,-1.891394,0.235815,1.09662,-0.277835,1.026313,-0.383943,-0.07506,-1.746489,0.398677,0.853279,-1.450447,0.099149,-0.55046,-0.314404,0.723845,clean
-2.029857,1.2842,-0.456031,0.757691,0.597511,-0.029129,-0.175154,0.8609,-0.436868,0.363488,0.223153,0.036901,0.204868,0.380864,-0.089504,-0.398717,-0.330365,0.137448,0.052527,-0.024941,clean
-1.210212,1.112659,1.168653,0.135391,-0.104248,-0.373406,0.159297,0.960055,0.391459,-0.043425,-0.289682,-0.540144,1.463792,0.496736,-0.758783,0.324272,-0.747489,-0.681674,-0.036512,-0.348135,clean
56.147179,-6.051515,-4.422713,-2.412367,12.135993,-0.158504,1.133663,-8.711867,5.869137,-1.490468,8.3678,1.32029,-0.640196,1.491191,1.955755,-0.249038,-1.151031,-0.279625,1.464739,-2.416178,buggy
-1.854638,2.891312,3.555621,-1.781788,-1.028979,-1.218783,0.285812,0.424459,-0.012312,-0.701566,0.010467,-0.402851,-0.336312,-2.298705,1.962627,-1.556955,0.757486,0.844546,-0.295008,0.496845,clean
-2.128748,0.003531,-0.350939,0.446366,0.383429,0.340418,-0.095117,0.849958,0.135765,0.10789,-0.085042,-0.198669,0.231808,0.469402,0.144423,-0.228659,-0.204459,-0.061778,-0.388482,0.313939,clean
1.850303,1.784422,-1.172631,0.936362,-0.281356,-0.006565,0.141953,0.16331,-2.100102,1.694634,0.009141,-0.682013,0.096327,0.262345,0.485926,1.073347,-0.039181,1.334787,0.060507,0.218503,clean
27.819999,-3.905486,-3.387633,2.995666,-9.242802,-0.496025,7.025908,-0.816219,-2.957907,1.669672,-2.225937,1.868571,3.645969,-1.669425,0.410832,0.228438,-4.426578,1.02196,0.055606,-0.135322,buggy
0.509186,1.382012,-1.351836,1.519618,1.882285,-0.140138,0.114256,-0.713978,0.808301,0.368535,0.415071,1.460845,0.831878,-0.694826,-0.143613,0.058169,-0.78363,-0.817015,-0.430546,0.03715,clean
1.16313,2.062477,-0.254248,0.412133,1.010323,0.166181,-0.15584,0.49453,-0.924983,-0.649133,0.4645,-1.351821,-0.024361,-0.204604,0.151047,-0.553951,0.125981,-0.09038,0.183322,0.120728,buggy
-1.910164,0.854129,1.300459,0.112135,-0.028038,-0.33371,-0.001349,0.908103,-1.221584,-0.709845,0.985221,0.331569,-0.567472,0.89428,0.43508,-0.673401,-0.178131,0.038904,0.044778,-0.75421,clean
-2.923602,-1.319488,-0.456098,-0.480214,-0.31584,0.90238,0.414898,-1.021288,0.458682,0.688895,-0.100516,-0.14786,-0.062551,-0.14206,-0.129815,0.320782,0.041173,-0.221274,0.196759,0.049693,clean
-0.850312,-2.153181,2.340737,0.187416,-0.118981,0.074808,0.355847,-0.326564,-0.514604,-0.153809,0.609368,0.636268,-1.321836,-0.093531,0.640354,0.748505,1.280381,-0.247764,0.681447,-0.309101,clean
-1.858844,2.899317,3.548394,-1.783994,-1.03105,-1.221435,0.287918,0.422688,-0.009658,-0.702529,0.011522,-0.404091,-0.336758,-2.296898,1.967077,-1.553967,0.758839,0.842304,-0.291863,0.494071,clean
1.815945,-0.744421,6.108334,0.228958,-2.904399,-1.109998,0.457175,1.903781,-4.667978,-0.57223,2.202576,1.82419,-1.609214,1.117654,-0.217264,0.236182,-0.21291,-0.327313,2.157034,-3.242208,clean
-1.684982,1.491038,0.225993,0.9572,-1.602571,-1.525839,-1.575644,-0.169527,-1.089809,-0.542722,0.484599,0.31923,-1.05363,1.816698,-0.397392,-1.011205,-0.592414,0.35058,0.272676,-0.016379,clean
2.854231,0.279457,-0.255702,2.039434,-1.129546,-0.951287,1.249038,0.942805,-1.122674,0.459417,-0.336613,-0.836139,0.231541,0.598286,0.568278,-0.160313,-0.059274,-0.173671,0.222002,-0.074357,clean
-2.709086,-0.453727,-0.460459,-0.48878,-0.919926,0.281699,0.8585,-1.18347,-0.014343,0.437872,-0.205906,-0.006925,-0.73879,0.62699,-0.522097,-0.221904,0.125862,-0.059574,-0.321271,0.103888,clean
1.775548,-1.232745,-0.138355,0.953196,2.265397,0.608861,-0.778972,1.280587,1.36907,0.021587,0.99295,-1.638445,0.546262,0.80984,0.885556,-0.031145,-0.211143,0.04358,0.018047,-0.117983,buggy
-2.336027,-0.422823,-0.356623,-0.576093,-0.306868,0.716938,0.638171,-1.026516,0.020868,-0.111088,-0.884457,-0.223134,-1.25822,0.52476,-0.466903,0.447802,-0.037037,-0.250404,-0.135425,0.222759,clean
-2.026995,0.338695,1.69367,-1.00456,-1.536493,-0.282771,1.081648,-1.108835,-0.809539,-1.990569,0.514483,-0.083492,-0.079491,-0.355552,0.032756,-0.528654,0.322504,0.431902,-0.161641,-0.920223,clean
-2.007956,0.613426,0.583591,0.371795,0.105346,-0.100821,0.069024,0.560602,-0.671965,-0.48231,0.712418,0.018758,0.426552,-0.636677,0.558418,-0.471415,0.008323,-0.041861,0.032385,0.053223,clean
-2.507942,1.564525,1.112437,-0.472863,-0.3764,-0.216535,0.177662,0.351079,-1.497746,-1.083247,0.989883,0.124688,-0.567183,0.491786,0.25237,-1.166656,-0.225477,0.199305,-0.124552,-1.101292,clean
-3.027436,-0.146549,0.651066,-1.091539,-0.714655,0.528342,0.645643,-1.410451,-0.640787,-0.389944,0.268564,-0.214104,-0.515567,0.120686,0.088946,-0.189078,-0.071099,-0.179714,-0.210308,0.733394,clean
2.714239,5.186097,3.568655,-1.405922,0.603365,-1.843607,-0.746186,-0.256633,-0.897917,-0.853814,1.648442,-0.262726,1.113401,3.042825,-2.235043,1.414439,-1.499989,-0.172143,1.226799,-0.444256,clean
-0.150779,0.759053,0.50003,1.305067,0.91405,-0.176075,0.003354,0.782503,-0.278363,-0.914144,0.115588,0.003034,0.565342,-0.078505,0.595804,-0.259604,-0.242059,0.279818,0.31684,0.137837,clean
-3.040749,-0.462067,-0.235403,-0.69239,-0.486082,0.604453,0.270352,-1.203689,-0.140648,0.567744,-0.064419,-0.02875,-0.749682,0.640806,-0.272201,-0.059203,-0.23214,-0.078782,0.273397,0.231129,clean
-3.147489,-0.991629,-0.740788,-0.662384,-0.216898,0.95325,0.391134,-1.122163,0.586012,0.517249,-0.179944,-0.332722,0.036893,0.118882,-0.089832,0.086571,0.017851,-0.066561,-0.105811,0.168573,buggy
-1.572441,-1.440582,0.68417,0.689153,0.813223,0.711741,-0.526102,1.304933,0.49868,0.106427,0.031191,-0.485815,0.778774,1.279761,0.737183,-1.011476,-0.37522,0.130824,-0.672663,0.123694,clean
-1.242405,0.485193,-0.50483,0.681358,-0.525907,-0.033417,0.043231,0.556055,-0.855037,0.97395,0.524049,-0.17043,0.434724,-0.121341,0.287276,0.106997,-0.241188,0.107244,0.293858,0.455861,clean
-0.775723,1.597329,-1.359706,2.059962,1.388031,-0.65692,0.063491,0.268124,0.500543,0.59798,0.053492,0.795313,1.025053,-0.264771,-0.189449,-0.14034,0.468279,0.409049,0.459402,-0.632244,clean
-2.192388,1.809693,0.965445,-0.085986,-0.085556,-0.419849,0.136092,0.42435,-1.558852,-0.65198,0.847521,0.341051,-0.853062,1.254921,-0.058297,-1.111765,-0.37295,0.290615,0.049945,-0.911786,clean
-1.783899,1.109702,-1.084682,1.360804,1.27832,0.000686,-0.437235,0.952068,0.305638,0.665716,0.21179,0.106801,0.929567,-0.111956,-0.053691,-0.142803,0.36389,0.392538,0.347973,-0.283055,clean
-1.366976,-1.354265,-0.294888,0.221099,0.919982,0.698125,0.269285,-1.328464,1.004196,0.417968,-0.536832,0.682833,-0.410574,0.34372,-0.038907,0.787049,0.979419,0.172979,0.382046,-0.218592,clean
1.464202,-0.773945,-2.440672,-2.935485,0.929308,1.490411,-1.513445,3.069048,2.79582,-0.985395,4.083203,0.740437,-1.051019,-0.695497,-1.909945,-0.737388,-1.133412,0.345127,-0.767321,0.497248,clean
1.493953,2.027027,0.861581,-0.421175,-0.054082,-0.637521,0.119981,1.108557,1.042451,2.00383,-0.834572,-1.337575,-0.514166,0.16885,0.116342,-0.310427,-0.07819,-0.931836,0.421283,0.512845,clean
-0.114304,1.089304,-1.714086,0.551639,0.90835,0.474969,-0.277262,0.578941,-0.020761,1.017312,0.768694,-1.01232,0.733935,-0.202639,0.050006,-0.169244,0.258933,-0.134509,0.396426,0.019602,clean
-2.529303,0.432018,-0.355842,0.334459,0.195095,0.246979,-0.063815,0.592923,-0.247303,0.380824,0.342628,-0.056376,0.332016,0.091909,0.023701,-0.320932,-0.168911,-0.099582,-0.21712,0.363086,clean
-1.564892,0.804904,-0.222878,0.784304,-1.118597,-0.931284,0.892541,0.53109,-0.347907,-0.423612,0.314045,0.25144,-0.05775,0.039839,-0.190261,-0.886328,0.735798,0.149461,-0.831722,0.114468,clean
-2.600283,-0.03044,1.970545,-1.639031,-1.086988,0.321309,0.84304,-1.404314,-0.701712,-2.005154,0.503625,-0.316468,-0.122179,-0.172791,0.5181,-0.261394,-0.362159,0.340032,0.217383,-0.978689,clean
-3.262285,-0.378809,-0.075406,-1.139204,-0.530097,0.876527,0.540972,-1.445237,0.058559,-0.414299,0.147812,-0.429542,0.041626,-1.0174,0.267582,-0.239575,0.258945,0.071927,-0.051885,-0.512449,clean
-0.674002,-5.408764,2.193469,0.210526,0.859849,1.537739,-0.373834,0.469973,1.460296,0.088563,-0.758653,-0.53845,0.460694,1.243448,0.746414,-0.33187,-0.690946,0.270293,-0.585908,-0.176945,clean
0.196835,0.392047,0.330042,1.58919,1.360349,0.281409,-0.211372,1.234995,-0.111459,-0.815187,-1.229493,-0.263092,-0.090654,0.430033,-0.482699,-0.282199,-0.510862,0.627669,-0.168367,0.042304,clean
-2.231249,-1.323035,0.890804,-0.226931,-0.313019,0.60614,0.250386,-0.729889,-0.177444,0.229814,0.560576,0.119243,0.041537,-1.181222,0.353878,0.574088,0.697286,-0.379588,0.712215,-0.427013,clean
0.862681,4.395338,4.90915,-1.494551,0.148802,-1.464702,0.042114,-0.365411,-1.63465,-1.236862,0.404922,-0.128027,1.437793,2.612914,-2.542831,0.654725,-0.238781,0.006045,0.684495,-1.160572,clean
-3.201716,-1.38839,-1.210275,-1.265161,0.341308,0.012324,0.252913,-1.039734,0.373571,0.723135,-0.47892,-0.153288,0.001915,0.377781,0.00566,0.473611,0.345906,0.059476,-0.314845,0.244861,clean
-0.198069,0.885486,-0.826161,1.590714,-0.871241,-1.114275,1.020011,0.474922,-0.627808,0.714711,0.075738,-0.364685,-0.01279,0.334278,-0.296129,-0.130065,0.323438,0.434415,-0.655632,0.214277,clean
3.796843,2.367964,-1.842805,1.228823,1.513937,0.394079,0.060875,1.752337,0.760101,-3.248976,-2.308007,0.752216,-2.486218,-0.821585,-2.350509,1.353578,0.602685,-0.025754,0.305977,0.12894,clean
-2.8237,-0.617412,0.525972,-0.823049,-0.584683,0.609065,0.52502,-1.131368,-0.449797,0.149206,0.195373,-0.022134,-0.765549,-0.018379,0.071069,-0.075213,0.015513,-0.194845,0.231197,-0.361878,clean
31.688326,-6.130685,-2.497531,10.757308,-12.819643,-11.869151,13.405738,-1.467411,1.904335,1.241391,1.573409,-2.905108,-0.276305,1.32047,-0.747434,-0.300602,0.80451,4.164989,2.06259,0.087934,buggy
-0.076049,-3.472789,2.531596,0.348428,1.884285,1.254818,-0.293537,-1.514147,0.805813,0.041311,-0.628814,0.553736,0.096243,2.010846,-0.56416,-1.761983,0.379154,2.124809,-0.524513,-0.014558,clean
-2.580545,-0.838518,-0.722658,-0.105208,-0.284859,0.581997,0.459612,-0.726446,0.558937,0.444571,-0.179212,-0.254996,0.134445,-0.000885,-0.135633,0.094618,0.18617,-0.019061,-0.145893,0.039057,buggy
-0.67109,0.395496,0.188927,1.114645,0.93116,0.021444,0.06558,0.653742,-0.045001,-0.412262,-0.557674,0.515447,-0.219996,0.457801,0.077389,0.039659,-0.347474,-0.122925,-0.130534,0.101205,clean
-3.033777,-1.085846,-0.657605,-0.537396,-0.383995,0.892527,0.502011,-1.09593,0.524168,0.557743,-0.204661,-0.255231,0.032009,-0.114639,-0.148339,0.203631,-0.154637,-0.15974,0.149568,0.05895,clean
-0.32307,1.657559,-0.439715,1.320985,1.435558,-0.116688,0.133863,-0.186143,-0.063151,-0.230094,-0.429241,1.62584,0.212807,0.068248,-0.192924,-0.284721,-0.832174,-0.560027,-0.281989,0.052123,clean
0.151637,1.359414,-1.745161,1.344604,1.318404,-0.494867,-0.149754,1.057297,1.171647,0.008934,0.929682,-0.001092,0.206482,-0.588592,-0.994918,-0.166016,0.259307,0.679677,0.295104,-0.433945,clean
