@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-18'

@attribute 0.194WCHU_numberOfLinesOfCode... numeric
@attribute -0.361WCHU_numberOfPublicAttributes... numeric
@attribute 0.371WCHU_fanIn... numeric
@attribute 0.403ck_oo_numberOfMethodsInherited... numeric
@attribute -0.317ck_oo_numberOfMethods... numeric
@attribute -0.486WCHU_noc... numeric
@attribute 0.433LDHH_numberOfAttributesInherited... numeric
@attribute 0.297WCHU_numberOfAttributesInherited... numeric
@attribute -0.277numberOfHighPriorityBugsFoundUntil:... numeric
@attribute 0.506LDHH_dit... numeric
@attribute 0.305numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.5LDHH_numberOfPrivateAttributes... numeric
@attribute -0.346ck_oo_numberOfAttributesInherited... numeric
@attribute 0.317ck_oo_numberOfAttributesInherited... numeric
@attribute -0.523LDHH_fanOut... numeric
@attribute -0.381ck_oo_numberOfPublicMethods... numeric
@attribute 0.447ck_oo_dit... numeric
@attribute class {buggy,clean}

@data
1.014879,-0.514705,-0.423079,0.028862,0.001366,0.592457,0.018949,0.903819,-0.856415,-0.369654,-1.068024,0.000791,0.079895,0.905998,-0.190877,0.263241,0.080626,buggy
-3.059156,-0.047364,-0.301438,-1.244679,-0.594267,0.328065,0.084661,-0.14114,-0.658378,0.177149,0.111888,0.115642,-0.06476,-0.186862,-0.11404,0.02785,-0.203603,clean
-2.230702,-0.219972,-0.366018,-0.970093,0.226233,-0.009639,-0.399507,0.245729,-0.093317,0.058727,-0.283142,0.498315,-0.394806,-0.097949,0.483665,0.011756,0.314004,clean
-1.250243,0.104679,1.0574,-1.029953,0.691875,-1.347645,0.059556,-0.112866,-0.275146,-0.114622,-0.166467,0.93799,-0.024918,0.461831,-0.482695,-0.211292,-0.354576,clean
-0.583056,0.865317,-0.825244,-0.918782,-2.529738,0.595804,-0.290897,-0.656625,-1.032627,0.076394,-0.012608,0.474768,0.223467,0.032434,-0.175851,-0.847268,-0.990188,clean
-2.794152,-0.375773,-0.123473,-1.20701,0.105789,0.184452,0.021718,0.057301,-0.250176,0.203112,-0.122425,0.097408,0.168111,0.154545,0.197969,0.314406,0.104274,clean
-1.463567,0.454305,0.422477,1.22873,-0.17371,0.487225,-0.437804,0.311946,1.202697,-0.150666,-0.915622,-0.450767,-0.340329,-0.629748,0.66109,-0.514528,0.690602,clean
0.196055,-0.327657,-0.766211,-1.74112,2.289411,-0.867474,0.285499,0.062247,0.544733,0.46747,0.059166,1.401232,-1.933588,-1.180203,0.374366,-1.193826,-0.017991,clean
-2.57034,-0.16343,-0.177108,-0.632841,0.206408,0.256966,-0.147736,0.32281,0.286176,0.007182,0.063269,0.079635,-0.465617,0.191365,-0.357461,0.389459,0.46433,clean
-2.963662,-0.091386,0.089693,-1.225911,-0.449027,-0.296286,0.06137,0.211142,-0.530255,0.192887,0.126956,0.208485,-0.045659,-0.139782,-0.070991,0.04218,0.019299,clean
-3.423363,-0.174857,-0.198325,-0.303404,-0.023649,0.182502,0.000479,-0.235766,-0.161817,-0.280648,0.09675,-0.395201,-0.480053,-0.349504,0.294905,-0.168948,-0.01338,clean
-3.233936,0.326454,0.24889,2.538731,-0.334641,0.524306,-0.503943,0.017908,1.754594,-1.248675,0.95713,-0.828609,-2.008743,-0.5755,0.431922,0.052479,1.036921,clean
-3.615567,-0.272637,0.048932,-1.169005,0.62574,0.055403,0.057994,-0.094555,-0.440127,0.040999,0.079588,0.349121,-0.290825,-0.258167,-0.025796,-0.071511,-0.190596,clean
-1.308258,0.211028,-0.435218,0.879513,-0.653293,0.438927,0.187244,-0.041554,0.167207,-0.484772,-0.428512,-0.750251,0.094548,1.042379,-0.166387,-0.441235,0.106585,clean
1.77992,-0.395676,-0.910872,-0.875934,1.403418,-0.759923,1.073129,-1.286359,0.141282,-0.411296,0.299675,0.031985,-0.151908,-0.175514,0.27548,0.419959,1.120832,clean
-2.716621,0.262992,-0.464824,-0.246558,-1.408225,0.448675,-0.037742,-0.445048,-0.457301,-0.332762,0.381,0.101123,0.218706,0.031054,-0.225077,-0.778974,0.036056,clean
-2.459381,0.891059,1.148852,4.179187,-0.434173,0.613578,-1.360545,-0.294935,2.953733,-1.409805,0.022913,-1.382814,-0.440093,-1.446721,0.475596,-0.712952,-0.740128,clean
-3.710219,-0.093286,-0.093633,0.130513,0.137765,0.186864,-0.319219,-0.009495,0.288367,-0.590803,0.282251,-0.132062,-1.076052,-0.600698,0.014188,-0.034276,1.263457,clean
-1.024515,-0.084305,-0.666118,-1.391134,0.98931,-0.595323,1.412142,-1.215014,-0.101516,0.127127,1.187722,1.165715,-0.197614,-1.402521,0.126294,-0.637127,0.223331,clean
-2.771709,-0.443433,0.534357,-1.126385,0.697948,0.191438,0.159899,-0.340212,-0.296914,0.134682,-0.442204,-0.419065,-0.194197,0.505083,0.318641,0.003887,-0.166533,clean
6.21247,-0.772397,-2.94243,-0.811358,2.66342,-2.387425,5.479692,-3.208545,1.95585,0.290467,1.763044,-4.850242,-2.444813,-3.521735,-0.691395,-1.820125,1.069222,clean
-2.803807,-0.153805,0.297158,-0.914154,0.144009,0.288208,-0.224513,0.102594,0.058162,0.211745,-0.125397,0.156435,0.10979,-0.281092,0.154734,0.147472,-0.480965,clean
-3.330815,0.133886,0.073922,1.22633,0.020982,0.21464,-0.453682,-0.107337,0.898554,-0.734625,0.161505,-0.460335,-0.604083,-0.649972,0.313443,-0.234751,0.329778,clean
15.901717,-2.429452,-3.259589,-3.411028,5.787071,-3.673228,6.733619,-5.144122,2.362197,0.879102,1.11981,-6.163131,-4.632434,-0.698979,-2.806011,-1.509387,-0.205115,buggy
-3.096989,-0.111746,-0.017095,-0.852407,0.575068,0.084443,-0.316787,0.123952,-0.070509,0.029494,-0.308493,0.211161,-0.124999,-0.137008,-0.246347,0.12986,-0.323367,clean
0.333481,-0.631407,-0.001325,0.373571,1.752662,0.38403,-0.118411,2.119038,0.97451,0.239049,-2.288351,0.109006,0.614087,1.381583,-0.939281,0.16909,0.112494,clean
-3.94814,-0.010395,0.134267,-0.638552,0.266577,0.219479,-0.16881,-0.179415,-0.45535,-0.17509,0.066173,0.236414,-0.88278,-0.39185,-0.226586,-0.066024,0.072356,clean
-2.628048,0.459514,-0.600251,1.420001,-1.260079,0.492285,-0.444222,0.11886,0.711989,-0.693446,0.526882,-0.126733,-0.63607,-0.330531,-0.212649,0.273164,0.925124,clean
-0.610778,-0.317488,-0.386959,-1.460078,0.602266,0.017324,-0.207321,0.290197,0.034577,0.274131,-0.473496,0.404429,-0.238196,0.82841,0.166666,-0.015456,0.369455,clean
-0.527138,-0.142403,1.850794,-0.493556,-0.698306,-0.14258,0.225775,0.173933,0.212598,0.028743,0.014369,-1.206101,0.284886,0.990945,-0.059363,-0.312034,1.357223,clean
-1.878218,0.077924,-0.902076,1.337447,-1.729202,0.510929,-0.478822,0.436766,0.921988,-0.574572,0.589377,-0.099066,-0.129238,-0.139431,0.136019,0.353205,0.774862,clean
-3.094345,-0.07434,-0.217442,-1.308858,-0.134183,0.272391,0.092051,-0.007405,-0.454133,0.286338,0.007479,0.013652,-0.127664,-0.255975,-0.005808,0.388871,-0.087716,clean
-3.622485,-0.425827,0.08529,-1.155724,0.628453,0.076123,0.027805,-0.013494,-0.368493,0.056279,0.041265,0.344861,-0.228673,-0.252743,0.02367,-0.02116,-0.222213,clean
12.980191,1.420464,-3.229129,1.114104,-0.706303,-0.692991,-2.412046,0.499317,0.533738,-0.695221,-3.442309,0.232086,-2.394496,0.448569,0.522993,0.103327,0.407881,clean
0.467006,0.714857,-2.819365,0.121455,-3.990267,0.834348,-0.22512,2.135342,0.075839,0.744485,-0.253112,-0.194806,0.818743,-1.341694,0.063642,1.92604,-0.972753,buggy
-1.897871,-0.478367,-0.264032,-0.882832,0.417765,0.036612,-0.411215,0.378359,0.102026,-0.04116,-0.376245,0.303238,0.427014,0.59969,0.155628,0.082847,-0.015342,clean
7.405565,2.341771,8.87304,-0.139802,-1.547037,2.342978,0.007055,-3.474833,1.649439,1.750589,-1.96959,-0.28251,0.107211,0.34539,1.314362,1.047894,-1.13555,clean
-1.6839,0.185789,0.519206,-0.95563,0.227815,0.352211,-0.234579,-0.52603,-0.367833,-0.110147,-0.46187,0.642285,0.203928,1.029402,-0.45593,-0.417278,-0.251733,clean
2.055953,0.263504,-1.204906,1.892151,3.662275,-1.488416,-3.103208,-1.026805,-2.493722,6.809095,1.263903,-0.948234,-0.234774,0.581555,-0.475179,-1.064675,0.264954,clean
-3.196232,-0.044937,0.012172,-0.914495,-0.444254,0.409995,0.023645,-0.255385,-0.541389,-0.02504,0.161615,0.349366,-0.036979,0.086142,-0.328228,-0.24217,0.281876,clean
5.207399,0.064934,-0.349484,2.424576,2.365576,-0.966601,-0.22285,-2.234244,0.523697,-2.304615,-1.560816,0.838409,1.173751,-0.009996,-0.869204,1.436699,0.239341,clean
5.924146,-0.72642,1.455827,-1.711914,4.712841,-0.677731,5.811821,-4.917643,0.013088,-1.672026,4.611552,-4.30041,0.064228,-2.907472,-5.542479,2.472,-0.970207,clean
-0.37239,0.825687,0.288622,0.407577,0.529139,-0.05776,-0.792131,-1.422248,-0.461301,-1.00723,-0.950013,1.374504,0.749787,0.386551,-0.661877,-0.141629,-0.379297,clean
-1.995591,0.11552,0.0519,0.344639,0.023485,0.112556,-0.112261,-1.037406,-0.325463,-0.805575,-0.254801,-0.227389,-0.188319,0.01986,0.119063,-0.045621,0.354213,clean
-3.917557,-0.063124,0.098304,-1.082811,0.310943,0.177252,-0.144601,-0.149793,-0.693274,0.034228,-0.07683,0.30208,-0.683833,-0.471995,-0.234407,-0.028646,-0.350286,clean
-1.968373,0.196908,3.236533,-1.019557,-0.924418,-2.814728,0.550847,0.573993,-0.550159,0.201593,-0.043187,-0.769214,-0.22395,0.921838,0.040166,-0.360514,-0.040857,clean
-2.657412,0.288544,4.501312,-0.184217,-1.45519,-7.80887,0.31679,2.347722,-1.16437,-0.69725,0.293421,-0.04824,-0.207107,-0.038049,0.023152,0.297458,-0.34365,clean
4.951274,-0.786066,-0.555051,-2.051442,3.357192,-1.361689,2.879635,-2.045719,1.220756,0.19683,1.231345,-0.145325,-0.435516,-0.503235,0.211495,-0.060687,-0.310639,clean
5.275632,0.609193,-1.625014,0.114101,1.288836,-0.791471,-0.554244,0.034514,0.586982,-0.277515,-1.984911,1.007656,-0.966962,0.014925,0.572007,-0.135796,0.592294,clean
0.588593,0.40179,4.618458,0.277021,-0.9453,-5.947641,0.564515,0.352297,-0.851721,-0.716378,-0.815181,-1.786603,-0.286939,0.849347,0.408745,0.421728,0.19767,clean
5.278408,-0.427474,-2.296277,-2.79085,1.58583,-0.95806,2.681026,0.451471,2.425144,0.745569,3.65346,2.211076,2.073195,-1.605541,-0.898506,0.894635,0.320578,clean
4.560612,1.058174,-0.608326,1.740865,-0.896721,0.211967,0.596748,-2.146337,-0.670057,-1.304692,-1.5187,-0.398707,0.524029,1.593713,-1.452096,-0.822936,-1.112351,clean
10.724388,0.752722,-2.213038,1.296664,2.25398,-1.34957,-0.53821,0.599222,3.874614,-0.247075,-1.199151,2.402158,0.43301,0.09611,-0.532127,0.251278,0.997366,clean
-3.244628,-0.250049,0.014697,-0.861072,0.119614,0.293125,-0.113369,0.20227,-0.059419,0.145702,-0.044051,0.134604,-0.324656,-0.246121,-0.003866,0.545863,0.41325,clean
-2.890463,-0.055743,-0.268645,1.191687,-0.111905,-0.023679,-0.511714,-0.363394,0.600064,-0.803341,-0.258164,-0.537574,0.70946,-0.284121,0.471498,-0.855398,-0.680702,clean
1.905801,0.804907,2.946219,0.789009,0.810668,1.839099,1.587676,0.748228,0.151066,0.805406,-1.405639,1.3544,-0.344337,0.858477,-0.084854,-0.53147,-2.127458,clean
-0.794884,-0.099127,2.633553,-1.342964,0.792179,2.632578,-1.518396,2.690884,-1.448471,-1.590714,2.51087,-1.630787,0.749634,-1.13785,0.356256,-0.377353,-0.182775,buggy
-0.718461,1.552562,-1.223366,10.72786,1.043476,0.525844,0.913133,0.725217,-0.685848,3.152626,4.504832,1.111675,-2.556048,1.994508,0.184817,1.17408,-1.092607,clean
-1.131384,-1.164154,0.265353,-1.529541,1.392624,0.500822,-0.636874,1.690586,-0.054224,-0.384262,0.679348,-0.046822,0.490184,0.502815,-0.752217,-0.210013,0.382768,buggy
1.449941,0.710761,1.909855,2.696755,0.684172,2.587332,-2.886349,2.388193,-1.892413,0.230635,4.126582,-2.492723,1.04506,-0.241866,-0.365864,-1.621862,1.100765,buggy
-0.796975,-0.587696,0.173841,0.304341,0.69996,0.486752,0.284153,0.483927,-0.864269,-0.515453,-0.893726,-0.000915,-0.107748,0.366469,-0.179313,-0.005877,0.004292,buggy
-2.724572,0.077295,1.222868,-1.138044,-0.382896,0.822113,0.099646,-0.30029,0.002522,0.526087,-0.040035,0.093634,-0.006722,0.019725,0.139708,-0.191166,-0.009996,clean
-3.277066,-0.171897,-0.093516,-1.153333,-0.195724,0.29575,0.041328,-0.138589,-0.577894,0.107219,0.053681,0.188214,-0.135477,-0.156364,-0.133744,-0.024864,-0.074834,clean
-3.276971,-0.326931,-0.103226,-1.206166,0.443513,0.089742,0.014449,0.110578,-0.277471,0.15189,0.075847,0.322109,-0.167152,-0.261121,0.038908,0.266024,-0.143072,clean
-2.131902,0.319222,-0.74163,-0.320972,-1.535479,0.494644,-0.370572,0.214558,0.193794,0.042939,0.126216,-0.145591,0.250763,-0.486822,-0.188928,0.486112,0.618107,clean
-3.65944,-0.063986,-0.107234,0.151641,0.027657,0.211142,-0.308528,-0.048814,0.258296,-0.615662,0.312287,-0.112974,-1.029726,-0.544038,-0.011912,-0.113902,1.296266,clean
-3.710219,-0.093286,-0.093633,0.130513,0.137765,0.186864,-0.319219,-0.009495,0.288367,-0.590803,0.282251,-0.132062,-1.076052,-0.600698,0.014188,-0.034276,1.263457,clean
-3.593589,-0.155172,0.326444,-0.164992,0.153647,-0.439219,-0.133497,0.065074,0.009769,-0.343829,0.082822,-0.135503,-0.419674,-0.507156,0.048928,-0.280356,0.307855,clean
-3.000424,-0.190787,-0.422712,1.15738,1.177791,-0.337731,-1.499501,-0.191795,-0.978358,2.473527,0.90119,-0.553489,0.404983,-0.536992,0.324981,-0.10379,0.312728,clean
-3.030878,-0.130534,-0.25102,-1.239619,-0.228892,0.277273,0.099347,-0.044391,-0.517056,0.201233,0.093718,0.078692,-0.140131,-0.168863,-0.008706,0.232929,-0.130017,clean
2.6169,-0.572517,-1.307979,-1.927409,0.488152,-0.186417,-0.985339,1.109818,-0.179618,0.437045,-0.917324,0.627569,-1.255546,0.543109,0.658572,-0.329325,-0.149789,clean
1.297611,0.414093,1.071896,-1.435944,1.033301,-1.511738,-0.264192,0.560567,0.553794,0.259687,-0.510363,1.035052,-0.139664,1.384862,-1.085091,-0.171642,-0.353769,clean
-2.899054,-0.124721,-0.099636,0.995279,0.897844,0.009365,0.142011,0.096827,0.371491,-0.605496,-0.710241,-0.839753,-0.284583,-0.522138,0.148247,-0.147218,0.277448,clean
-2.704224,-0.125367,0.251413,-0.770117,-0.213823,0.358698,0.051617,-0.287086,-0.178666,0.020196,0.009504,0.046883,0.336609,0.205359,0.235542,-0.421556,-0.14749,clean
0.676684,-1.651766,-0.609084,-0.760948,1.849656,-0.312031,3.23668,-0.813391,-1.378865,-0.163765,-0.861911,-2.767699,0.113055,0.965727,1.179831,0.869806,1.439781,buggy
-3.158397,0.247174,-0.346597,1.490304,-0.500186,0.282795,-0.272598,-0.099004,0.628167,-0.903423,0.617083,-0.06919,-0.830607,-0.233263,0.042918,-0.266648,0.592483,clean
-3.385065,0.269337,-0.2722,-0.193694,-0.885709,0.449003,-0.118231,-0.365056,-0.442369,-0.421403,0.283345,-0.224959,-0.874679,-0.182322,-0.150296,-0.25785,0.669557,clean
-2.433812,0.059413,-0.257094,-0.687134,-0.854906,-0.067374,-0.218262,0.39878,0.009845,0.17303,0.07703,0.104572,0.041981,-0.498601,0.00267,0.410178,0.253034,buggy
-3.738546,-0.217778,0.05009,-0.789038,0.597982,0.042118,-0.114012,-0.101214,-0.273454,-0.062529,-0.077229,0.191574,-0.202424,-0.46814,-0.048037,-0.095689,-0.415736,clean
-3.544934,-0.045758,-0.14063,0.123599,0.084347,0.187216,-0.289032,-0.028388,0.294416,-0.605862,0.331347,-0.10252,-0.994772,-0.50452,0.013292,-0.061674,1.36354,clean
-2.514995,-0.858025,-0.260612,-1.240045,0.02046,0.159546,0.065118,0.199512,-0.274925,0.12391,0.060544,0.194911,0.317528,0.234135,0.418993,0.127173,-0.054127,buggy
2.043644,1.46818,-2.156201,0.146497,-1.90386,-0.146387,-1.376982,-0.497824,-1.014865,3.078828,1.089913,0.409821,-0.378654,-1.129203,-0.749145,-1.554006,-0.09128,clean
-2.208202,0.241021,-0.748763,1.388808,-1.34083,0.462294,-0.335978,0.199442,0.852675,-0.684559,0.605904,-0.152003,-0.29265,-0.06906,0.02703,0.251738,0.949438,clean
3.277016,1.539729,-1.367563,6.938971,3.210369,-1.821584,-4.714037,-2.696428,-2.384158,7.325297,3.312011,0.358762,2.670377,-0.207016,-1.503205,-0.348503,0.605846,clean
7.266811,1.596466,0.311489,5.063667,-0.771453,-0.91032,1.555539,-0.978301,0.514692,-2.376752,-0.151855,3.107617,3.332574,-1.242463,0.673129,-1.047441,0.474196,clean
-0.307079,-0.024174,-0.274396,1.627119,0.99599,-0.26761,0.046539,-0.429109,0.374145,-1.253904,-0.647084,0.872298,0.816498,-0.296116,0.665439,0.058653,0.14356,clean
-1.332557,0.459417,-0.665029,-0.313467,-1.508203,-0.020809,-0.630216,0.542866,0.362622,0.11395,-0.216134,-0.067986,0.662876,-0.198807,-0.338461,0.292746,0.046324,clean
0.85525,1.176961,-2.210372,-2.11336,-4.883748,1.219087,-0.312977,0.571889,-0.590729,1.460446,-0.038306,-1.050294,0.334615,0.198608,-1.986062,0.798214,-1.954739,clean
12.709913,-3.818215,-2.405244,-4.192432,7.204293,-2.304627,5.637065,2.151286,7.897303,1.554453,6.556796,0.10875,4.483129,2.017683,0.912332,-1.041525,-0.168868,buggy
-2.699497,-0.461996,0.019173,-1.300771,-0.038345,-0.061006,-0.145181,0.709047,-0.542472,0.012513,0.44811,0.201902,0.008043,-0.36911,0.011957,0.005753,-0.028899,clean
-2.704799,-0.025326,-0.473125,-0.586332,-0.353301,0.177859,-0.27298,0.2817,0.137022,0.047866,0.047374,0.063047,0.057889,-0.357968,0.134722,0.439193,-0.047291,clean
-3.19413,0.065678,-0.244924,1.833195,0.154651,0.331897,0.444779,0.566472,0.431787,-0.73102,-0.419097,-0.333138,-0.180828,-0.631669,0.360784,-0.627635,0.423761,clean
-1.623655,-0.045744,-0.015929,-1.422191,0.64502,0.062912,-0.201039,0.199377,0.145055,0.473959,-0.218098,0.556918,-0.779217,-0.401002,-0.120831,0.101591,-0.230186,buggy
2.005563,2.001905,-3.873486,-0.725818,-9.590614,1.932256,0.015427,-0.110616,-1.480207,0.635616,1.313993,-1.297527,0.725864,0.033474,-0.265927,0.22782,0.250319,clean
-3.28454,-0.3678,-0.073553,-1.24503,0.479479,0.091021,-0.0869,0.174798,-0.283446,0.180384,-0.055272,0.303914,-0.17143,-0.286165,0.025614,0.363645,-0.109239,buggy
-3.29063,-0.281343,-0.096278,-1.25114,0.146467,0.19305,0.019014,0.07962,-0.33634,0.239468,-0.003635,0.181794,-0.123867,-0.323125,0.027275,0.307963,-0.164714,clean
-1.515367,-0.622587,0.068868,-1.188734,0.840023,0.043184,0.035046,-0.1092,-0.070736,0.060823,-0.546732,-0.361402,-0.030828,1.110291,-0.261402,0.16203,0.175449,clean
-3.213952,-0.195008,0.41509,-1.10599,-0.185382,-0.036909,0.222808,-0.04791,-0.374531,0.200019,0.156901,0.241539,0.007729,-0.074894,0.056321,-0.258712,0.190625,clean
-1.949087,0.035838,2.67016,-0.449402,-1.264205,-3.316304,0.678846,0.644406,-0.398771,-0.093164,0.178028,-1.270776,-0.096304,0.230345,0.134235,0.107458,0.582048,clean
6.604535,0.769115,-1.094771,6.681449,2.980551,-1.50712,-2.607738,-2.397003,-0.886748,2.514328,-0.251966,-1.762692,2.28391,0.156479,-0.133813,-0.018097,0.396413,clean
-3.088932,-0.207666,0.072168,-1.199471,0.135567,0.209224,0.220162,-0.15888,-0.347932,0.181981,0.180466,0.292453,0.010293,-0.059617,0.164287,-0.16847,0.040297,clean
0.157551,-0.432632,-0.726129,-0.000961,1.244507,-0.720911,1.446691,-1.324973,1.160439,-0.22287,0.723471,-1.20165,-0.181257,-0.87529,-0.415182,-0.075694,-0.070528,buggy
32.103832,3.435222,11.009156,-3.479104,6.131329,7.108082,-5.517148,4.20931,-2.253507,-5.265238,5.359302,0.576093,-0.904013,-0.649429,-0.41722,-1.451534,-3.42364,buggy
0.722673,0.893685,0.819432,4.147663,-1.110886,-0.973551,2.280943,-0.092191,0.3112,-1.244538,0.922517,0.519534,-0.783906,-0.28944,0.3821,0.294561,0.674042,clean
2.052213,-0.406611,-0.19546,-1.501058,0.215716,0.166135,-0.726288,0.993132,1.162635,0.814125,-0.749081,0.534548,-0.401529,0.889145,0.662238,-0.715256,-0.654072,clean
7.362702,1.099074,-1.646223,-0.008989,-1.627499,-1.265325,-0.410469,-0.136491,-0.089009,0.205878,-2.291161,-0.774078,-0.902284,0.710877,0.412246,-0.583058,-0.549706,clean
1.226357,-0.240976,-0.341832,2.227326,0.463599,-0.369204,-0.355997,-0.219716,1.310453,-1.392223,-0.831127,-0.681511,0.241194,0.880935,0.341867,-0.608569,1.078536,clean
-3.396326,0.168072,0.070993,-1.107176,-0.573204,0.465211,-0.134349,-0.169146,-0.683507,0.242985,-0.079378,0.20944,-0.479882,-0.437383,-0.310367,0.111214,-0.020103,clean
-2.433979,-0.3874,0.879765,-0.946363,1.070015,0.266069,-0.074841,0.099367,0.725224,0.277319,-0.114228,-0.033979,0.129998,0.280041,-0.395498,-0.180741,-0.987898,clean
7.767639,1.065812,0.34643,3.280605,-0.261655,1.372071,-3.085248,0.480477,-1.054224,-4.56623,1.630989,-0.414859,3.486437,-3.075475,0.669925,0.867115,-0.125749,buggy
-2.128293,-0.675079,0.269347,-1.00232,1.354981,-0.210962,0.057944,-0.475203,-0.243376,-0.188846,-0.182931,0.887128,0.111476,0.162127,-0.040919,0.248706,-0.325083,clean
-2.588477,0.089173,0.17455,0.421777,0.845395,0.278222,0.50205,0.181509,-0.463353,-0.299095,-0.714231,0.628484,-0.115537,-0.339815,-0.259361,-0.227182,-0.171669,clean
0.467192,-0.48793,-0.311002,0.737997,0.680367,0.449055,0.72971,1.043012,-0.447606,-0.382906,-1.126786,0.037396,0.615892,0.377095,-0.054085,0.485114,0.099155,clean
-2.731983,-0.142204,-0.390992,-0.203039,-0.054065,0.098303,-0.268443,0.283647,0.450386,-0.167687,0.11897,0.024703,0.010407,-0.335968,0.296669,0.287689,0.321557,clean
14.944306,-0.773616,-3.092605,-1.889519,5.942258,-2.032567,4.631993,-0.531093,-0.301937,-0.21285,0.60333,-2.644487,-4.326473,-1.472847,0.929851,-3.300845,1.072206,buggy
-2.11233,0.119664,0.203708,0.624756,-0.319879,0.585787,0.002593,0.315254,0.421589,-0.256528,-0.258591,-0.058013,-0.015588,0.547278,0.07111,-0.364677,0.107938,clean
-1.819498,-0.263946,-0.096183,-1.112721,1.129584,-0.301084,0.351742,-0.728966,-0.525602,-0.187251,0.170211,1.200089,-0.605724,-0.874938,0.317332,-0.074904,-0.242237,clean
-1.314175,-0.181559,-0.327271,-1.007038,-0.543537,0.078735,-0.05511,0.19662,0.060248,0.169892,-0.188508,-0.147115,0.655272,0.937882,-0.090225,-0.29027,-0.374688,buggy
-1.467753,0.678128,1.121248,1.882817,-0.259363,0.61262,-0.329471,-0.479938,2.151153,-0.417466,0.394431,-0.61964,-0.751957,-1.209568,0.534023,-0.196885,0.199767,clean
-2.63985,-0.508769,-0.298014,0.234896,0.386917,-0.073616,-0.512716,0.333298,0.822084,-0.263399,-0.272064,-0.174772,0.622165,-0.519884,0.477142,0.203935,-0.225458,clean
-0.562262,-0.527276,0.607689,-1.098005,0.730567,-1.183604,0.130337,0.448421,0.599948,0.373969,-0.171844,0.342221,-0.287756,-0.012215,0.575124,-0.675367,-0.325974,clean
-2.619034,0.6037,2.186365,-1.055593,-0.845504,1.327329,-0.044073,-0.698284,0.086061,0.610928,0.205389,0.092091,-0.542779,-0.144497,-0.904108,-0.612619,-0.818934,clean
-2.688119,0.200579,1.157849,0.708888,-0.234357,0.118734,0.027727,0.427452,0.636609,-0.034078,-0.319538,-0.294948,-0.088864,-0.340657,0.318038,-0.225934,-0.041491,clean
-3.380181,-0.096471,-0.138591,1.202269,0.837191,0.04604,0.153726,0.48903,0.257363,-0.427915,-0.944186,-0.262367,0.521117,-1.012361,0.249688,-0.532139,-0.748697,clean
-3.010685,-0.241115,0.416381,-1.078861,-0.114098,-0.313191,0.141513,0.038836,-0.475262,0.044259,0.052027,0.238822,0.056964,0.274574,0.16866,-0.37199,0.206567,clean
6.057581,0.975872,-1.224348,1.665484,0.517068,-0.94089,-0.440134,-2.900219,-0.050429,-1.845341,-1.343954,0.549265,0.512173,-0.309913,-0.573239,0.933997,-0.946339,clean
-2.784461,-0.012328,-0.568833,0.391299,-0.581179,0.275749,-0.108148,0.016078,0.446449,-0.482186,0.383962,-0.590632,-0.566566,-0.330022,0.355206,0.291096,0.743656,clean
0.921813,-3.223353,-0.076938,-1.736447,2.939033,0.060964,1.504969,3.115406,2.613233,0.210203,2.260251,-0.462874,4.058623,2.72476,3.511547,-0.674213,-0.391912,buggy
-1.629796,-0.638748,0.544437,-1.054607,0.908764,0.210454,-0.048918,0.11063,0.377702,0.130907,-0.343104,-0.291785,-0.091689,0.61371,0.297247,0.443598,0.30781,clean
-0.51513,-0.616105,-0.510725,-1.16461,0.243876,0.144638,-0.580829,0.834843,0.49822,0.308388,-0.729014,-0.077657,0.495522,1.132644,-0.205874,0.524245,-0.344021,clean
-2.933273,-0.135966,0.071412,-0.604311,-0.308259,0.080614,0.290905,-0.374243,-0.465311,-0.129009,0.080879,-0.116675,0.20518,0.521886,0.46491,-0.667667,-0.296982,buggy
-2.504447,-0.10524,1.192726,-1.043931,-0.625539,0.514791,0.145849,-0.086912,-0.50996,-0.076569,0.7347,0.207075,0.232604,0.210004,-0.321933,-1.161475,0.08961,clean
-2.754398,0.012513,0.135623,-1.346291,-0.489524,0.513274,0.300543,-0.305228,-0.520427,0.346169,0.140246,-0.327014,-0.194309,-0.003856,0.161827,0.060974,-0.700177,buggy
-1.072767,0.602784,-0.83964,2.184161,-0.450198,-0.073765,-1.491712,0.196965,1.858533,-0.786125,-0.983466,-0.974998,0.757347,-0.836881,-0.523388,-0.032638,-0.600271,buggy
-0.364292,0.521794,-0.800128,-1.172342,-4.07916,1.290731,0.88917,-1.30742,-1.419089,0.072219,0.52759,-0.971343,1.182249,2.170061,-0.148319,-1.808449,-0.382068,buggy
1.835608,0.621802,-0.497605,0.830808,-0.960425,0.453307,0.075249,-1.530305,-2.408832,2.543453,1.79682,-0.729611,1.558525,0.211263,-0.657526,-0.357509,0.45456,clean
-0.214757,0.557508,-1.612872,-0.353792,-1.751337,0.106097,-0.142656,0.000065,0.341237,0.147288,0.339941,-0.145044,-0.772225,-0.82455,0.241545,-0.715076,-0.19774,clean
