@relation 'data/M_multi_metrics_JDT.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.189WCHU_numberOfLinesOfCode... numeric
@attribute -0.348LDHH_numberOfAttributesInherited... numeric
@attribute -0.288ck_oo_fanIn... numeric
@attribute -0.383ck_oo_lcom... numeric
@attribute 0.302ck_oo_numberOfAttributes... numeric
@attribute -0.272numberOfCriticalBugsFoundUntil:... numeric
@attribute 0.342ck_oo_numberOfPublicAttributes... numeric
@attribute -0.538WCHU_noc... numeric
@attribute -0.319CvsLogEntropy... numeric
@attribute 0.376LDHH_numberOfPrivateAttributes... numeric
@attribute 0.297ck_oo_numberOfPrivateMethods... numeric
@attribute 0.389LDHH_fanOut... numeric
@attribute -0.308LDHH_dit... numeric
@attribute -0.603ck_oo_noc... numeric
@attribute 0.541LDHH_dit... numeric
@attribute -0.321LDHH_dit... numeric
@attribute 0.473WCHU_lcom... numeric
@attribute -0.326WCHU_numberOfAttributes... numeric
@attribute class {buggy,clean}

@data
-3.107638,1.814528,-0.151314,-0.440076,0.063371,-0.003228,-0.403854,-0.310564,0.806919,-0.120836,-0.056093,-0.233962,-0.06989,0.143077,0.11959,-0.206181,-0.140608,-0.089764,clean
-1.598102,0.988782,-0.094417,-0.550319,0.136354,-0.237692,-0.661756,-0.314325,0.710687,-0.083299,0.866934,0.394841,-0.235488,-0.119865,-0.035063,0.340146,0.033488,-0.191287,buggy
-0.324854,0.617133,-0.302233,0.383576,-1.549474,0.360517,1.107535,0.993358,-0.73547,0.289991,-0.284205,-0.559664,-0.161107,-0.201859,-0.676777,0.021729,0.562309,0.125812,clean
2.617538,-2.610542,-1.106297,-0.107818,3.790976,1.144122,-0.308696,0.320812,0.912681,0.913562,1.920627,0.054964,0.185449,1.023394,1.083806,-0.196469,0.071611,0.45452,buggy
-2.82901,-4.04084,1.646995,-1.731396,0.628776,0.649158,-0.793145,0.341605,-0.086267,0.176915,0.299724,0.509582,0.213,0.274582,-0.199842,0.281396,0.270884,-0.146794,clean
3.630068,1.308477,0.908136,1.073103,-1.865445,-1.602335,-1.226217,0.660804,-1.170644,-1.376545,1.608087,0.137614,-0.516014,-1.028934,-0.717011,-0.599745,-0.549245,-0.157343,buggy
-2.880848,-1.445066,0.970223,-1.083669,0.746411,0.172325,-0.882401,0.232679,0.292351,-0.158105,-0.345665,-0.001764,-0.57952,0.360489,0.768392,-0.324399,-0.084937,-0.155188,clean
-2.078793,0.784458,0.87366,-0.939162,0.455959,0.457649,-1.060047,0.46314,-0.301545,0.923232,-0.512552,-0.214202,-1.722937,0.229388,0.927398,-0.375146,0.005019,0.226962,clean
0.325795,1.531216,-4.429918,-9.230819,-0.912769,-0.655653,5.400489,0.943143,-1.924578,1.78503,-0.940044,3.449913,0.115453,-1.006314,0.250721,-0.749704,-3.327933,-1.589474,buggy
-2.8957,2.052548,-0.428115,-0.566141,0.321647,-0.053528,-0.558651,-0.32917,0.644243,-0.398992,-0.472751,-0.124641,0.038586,-0.04527,0.14049,0.082015,-0.033036,0.000073,clean
-1.297365,1.127838,-0.149631,0.442473,-1.154463,0.085881,0.926056,1.1231,-1.215794,0.523946,-0.270096,-0.701169,0.028747,0.047721,-0.535084,-0.106856,0.332521,0.073933,clean
3.580418,1.320223,0.432263,0.831939,-2.329393,0.172555,-1.672304,0.101119,-0.501432,-3.020183,-0.222725,-1.359429,1.691861,1.179686,0.807963,1.504459,0.168161,-0.612238,buggy
2.08305,-5.563386,0.500669,1.606918,-0.997238,0.472545,0.16279,-1.131266,-0.884968,-0.808871,-1.595595,0.502857,-0.821902,-0.159927,-0.11759,1.060526,0.170201,-0.109676,clean
0.537918,-0.922678,1.21065,-3.476648,1.205259,-1.477105,-1.089718,0.591541,-1.129997,0.174041,0.395939,0.389417,-1.166963,0.104761,-0.526392,0.866072,-1.044504,0.340914,clean
-1.943808,0.831342,-0.313034,0.698308,-1.086663,-0.633282,1.151398,0.929142,-1.055314,0.000454,0.011914,-0.290947,0.382454,0.186839,-0.213694,-0.034513,0.217932,0.037373,clean
-1.336937,-1.549128,-0.01099,0.442648,0.41748,0.068878,-0.03463,1.322016,-1.404723,-0.387386,-1.373763,0.158595,-1.205998,0.230088,3.335157,-1.805267,0.853648,0.263231,clean
-0.995089,1.509367,-0.229362,-0.505442,0.549923,-0.170868,0.21578,-0.327554,1.33304,-0.036806,-0.381647,-0.446304,-0.298063,0.162498,-0.161182,0.10339,-0.071902,0.350356,clean
-1.363256,2.426631,0.443202,-0.062965,0.148502,-1.0211,-0.851709,-0.077757,0.221902,1.706534,-0.2664,-0.531242,-1.251755,0.371579,-0.368493,0.485754,0.596354,0.207616,clean
5.291425,-1.500201,0.735447,-2.517243,-0.212912,-1.956192,0.637808,0.787029,-1.515695,-1.493362,-2.977254,-0.254556,0.693944,0.665474,0.954755,1.969515,0.573898,-1.288653,clean
-0.720508,-2.234936,0.522782,0.957399,-1.179964,1.279033,1.492763,-1.422204,-0.897542,-0.670458,-0.293864,-1.199226,-0.725655,0.353856,0.189534,-0.709154,-0.203441,-0.52828,buggy
0.109858,-6.148145,0.405222,1.587484,-2.193987,1.623711,2.330786,-0.015463,1.589039,0.641573,1.666781,-1.557015,-0.999034,-1.287646,2.048352,-0.981765,-1.560592,-0.855672,clean
-2.39605,-2.847675,0.912207,-1.606103,-0.383118,1.168096,0.342753,-0.33218,0.810267,0.576875,0.868456,0.278452,1.039898,0.059422,-1.047806,0.929062,0.469911,-0.263373,clean
-1.511656,0.691504,-0.39379,0.908552,-0.360558,-0.0258,1.309728,1.031704,-1.016243,0.103359,0.469223,-0.17597,0.651756,0.363207,-0.256674,-0.345654,0.390072,0.172299,clean
-2.78208,2.033152,-0.264587,-0.849003,0.149131,-0.303243,-0.433943,-0.274202,0.529089,0.071226,-0.070313,0.636442,-0.12878,0.228006,0.321576,0.202646,-0.009552,-0.027126,clean
-3.048409,1.083944,-0.166784,-0.609417,-0.057692,0.238495,-0.131125,-0.577308,0.728868,0.161914,0.284177,0.111334,0.47956,-0.177135,0.272283,-0.132464,0.098625,0.003722,clean
-1.749355,0.552632,-0.41382,0.659407,-1.049606,-0.376914,1.300967,0.973938,-1.066393,0.302439,0.271061,-0.39804,0.437349,0.308324,-0.220637,-0.107456,0.302359,-0.043849,clean
0.855778,1.975829,-0.070963,0.180139,0.999597,-0.681757,-1.168471,-0.163754,0.933037,2.200464,-0.696063,-0.37232,0.13513,-0.19467,-0.1551,-0.841869,-0.694478,0.65109,buggy
-2.953179,2.120097,-0.445272,-0.499636,0.451119,-0.07396,-0.758928,-0.168624,0.632625,-0.223534,0.071808,0.072621,-0.008835,0.252213,0.049055,-0.156998,-0.165151,-0.004435,buggy
-2.167612,1.692196,0.051579,-0.597309,-0.251304,0.917171,-0.587365,-0.016337,0.537216,0.761799,0.092327,-0.294726,-0.651002,-0.146562,-0.450076,-0.136871,0.100117,0.14028,clean
12.766123,4.445381,6.261389,-2.212136,2.531437,0.620883,3.665821,-0.149931,-0.421851,-0.817059,0.815792,-1.14877,-0.278939,-0.818662,-0.704148,-1.586003,-1.572636,-1.429567,clean
-1.483544,-4.586672,1.932747,-0.009013,-0.087827,0.246398,0.890612,1.276187,-1.197724,-0.182984,-0.036574,-0.067659,0.769928,0.35738,-0.344894,-0.212648,0.524919,-0.013362,clean
10.959476,2.455692,0.427346,0.105872,-1.636764,0.055056,-0.817165,0.72205,-1.05833,-0.012849,2.754843,-0.541129,-2.293842,-1.036812,-0.314608,-0.744598,0.280393,-0.058162,buggy
-2.909679,0.851276,-0.264609,-0.555966,-0.323132,0.422153,0.20235,-0.582089,1.133192,0.315735,0.539988,-0.147271,0.115142,-0.114848,0.445116,-0.197867,-0.229381,-0.173262,clean
25.388976,3.858097,3.397782,5.534579,4.959611,-1.127338,1.069386,0.116422,3.782306,4.218842,-3.313764,4.700209,-1.764509,-1.299797,-0.843128,-1.195055,7.089131,-10.674001,buggy
0.232194,-1.550327,0.437606,-0.033832,0.441796,0.147695,-0.343685,1.445555,-1.15723,-1.657452,-1.878636,-0.687477,-0.154701,0.502691,0.583404,1.170312,-0.079076,-0.241651,buggy
-2.916093,-1.03286,0.392219,-0.635346,-0.573504,0.930177,0.454671,-0.652255,1.397055,0.414731,0.805408,-0.72682,0.044771,-0.201038,0.318743,0.141593,-0.330092,-0.52995,buggy
-0.989911,1.376823,-0.196268,-0.782306,0.397256,-1.672988,-0.633721,-0.555797,0.996329,0.417501,-0.05483,0.502816,-0.079241,0.212011,-0.011672,0.244917,-0.119729,0.064406,clean
-3.023539,1.42947,-0.016661,-0.540826,-0.032684,0.036197,-0.270009,-0.369173,0.835265,-0.027336,0.129831,-0.006469,0.141874,0.206039,0.211294,-0.145806,-0.01028,-0.09846,clean
2.199366,0.850047,0.596059,1.624806,-2.073413,1.943902,-1.162342,1.413283,-0.915511,1.462402,-0.629425,0.339563,0.398957,-1.487432,-0.450862,-1.340989,-1.583523,0.362173,clean
0.641181,1.351082,0.541494,1.37381,-0.259532,0.693701,1.607272,0.205584,0.311691,-1.16735,-1.136279,0.773349,0.510373,-0.212351,0.730958,0.477962,0.040404,0.327029,clean
1.329655,-0.434428,-0.649386,0.296057,-0.010117,-0.24214,-0.19995,-0.652273,-2.044818,-0.206834,-1.013668,-0.221269,-1.737696,0.359262,1.027999,-0.419592,0.033396,0.347591,clean
0.507544,2.425376,1.548211,1.001896,1.164467,0.744212,0.244524,0.066343,0.657955,-0.205144,-0.41059,2.624982,1.152449,-0.892694,-0.25452,-0.953901,-1.141752,0.036463,clean
-1.847067,0.212087,-0.224864,0.579324,-1.297472,-0.35272,1.529532,0.825339,-0.998913,0.454159,0.40409,-0.053524,0.695995,0.175866,-0.166569,-0.040085,0.457307,0.024317,clean
-0.829483,1.153732,-0.129259,0.558525,1.249246,2.026241,-0.2971,0.14638,1.224051,-0.317268,-0.934523,0.91852,0.951018,0.843949,0.027758,0.185192,-0.20174,-0.073365,clean
-3.040196,1.129155,-0.059485,-0.546576,-0.005662,0.192319,-0.276319,-0.302621,0.762345,0.228973,0.204195,-0.01024,0.311631,0.225008,0.053333,-0.189198,0.158774,-0.08109,clean
-3.028123,1.922798,-0.15828,-0.535092,0.231323,-0.20081,-0.399711,-0.280709,0.767075,-0.270428,-0.162986,-0.045212,-0.058285,0.16861,0.119358,-0.080279,-0.203828,-0.100383,clean
-2.513848,1.952981,-0.303609,-0.591737,0.424294,-0.242674,-0.349116,-0.251571,0.783726,-0.345066,0.017358,-0.187882,-0.088657,0.217843,0.074112,-0.225299,-0.411015,-0.161533,clean
7.672184,0.527841,1.028549,2.200859,-2.423948,-2.672144,0.552767,0.105435,-0.125483,0.388507,2.418994,-0.260261,-2.559805,-1.348076,-0.354426,0.979545,-0.200563,0.254393,buggy
6.155042,-3.374837,1.607813,1.681749,-0.300999,-3.101609,-0.173883,0.181889,1.377174,1.12162,-0.761435,-2.002157,-0.28632,0.569189,-0.452418,-1.892345,-0.433211,1.640538,clean
-2.904698,-2.248167,0.99481,-1.096084,0.371993,0.67719,-0.436011,0.026085,0.618211,0.028405,-0.030649,-0.407265,-0.658928,0.110524,0.959248,-0.40478,-0.34452,-0.297273,buggy
-2.9259,1.440336,-0.10102,-0.436301,-0.074667,0.027215,-0.223256,-0.40299,0.990148,-0.14458,0.107507,0.037275,-0.139289,-0.052047,0.194224,-0.175243,-0.196082,-0.124453,clean
6.320064,-6.816946,-2.090319,0.553574,-0.504285,2.487965,0.698613,-2.767679,4.011495,0.557078,0.56571,-2.603175,-2.237234,-0.775005,0.773989,-0.558037,-1.508863,-0.686117,buggy
5.23387,-2.184889,3.454768,1.765094,0.004856,0.429193,-3.653077,2.913324,-3.072927,1.112047,-3.000498,1.668294,-4.497221,0.39377,6.899651,-3.894351,0.418248,0.813761,clean
-3.061122,1.536587,-0.044126,-0.554608,-0.072242,0.100494,-0.325085,-0.239317,0.628035,0.179144,0.137787,0.058536,0.069522,0.170068,-0.050205,-0.15839,0.053501,0.024291,clean
-2.621633,0.869379,-1.006131,-0.433864,0.897503,0.339951,-0.475116,-1.17349,-0.016204,0.108048,0.371249,-0.248986,1.083172,-1.405943,0.615211,0.221702,0.489458,0.208093,clean
-1.04389,2.056346,0.006687,-0.501395,0.585382,-0.211947,-0.242809,-0.475414,1.022351,-0.300361,-0.329283,-0.444558,-0.555241,-0.567461,-0.287889,-0.157106,0.404609,-0.850931,buggy
9.829591,-4.229819,-2.897996,-0.060664,-4.414846,2.230355,2.704997,-0.267382,2.936711,1.80163,-0.411212,0.497974,-1.820623,-2.12405,-0.52417,2.143363,1.340488,0.79833,buggy
-1.717928,0.880796,-0.406725,0.866926,-0.564391,-0.547931,1.298879,1.006586,-0.989325,0.27225,0.037883,-0.484974,0.414522,0.361898,-0.176342,0.018827,0.410763,-0.263656,clean
-1.705274,0.65644,-0.562529,0.671866,-0.901055,-0.510836,1.071652,1.034358,-1.272644,0.467501,0.398446,-0.364976,0.536524,0.178169,-0.257885,0.070061,0.387457,0.086074,clean
-3.120536,1.823126,-0.111015,-0.437964,0.050754,-0.001478,-0.381664,-0.313942,0.813875,-0.123539,-0.072397,-0.228949,-0.090961,0.147291,0.112905,-0.199395,-0.137056,-0.103713,clean
-3.026242,1.580418,-0.029358,-0.580205,-0.091106,0.120944,-0.329836,-0.191317,0.540083,0.279347,0.179708,0.007904,-0.021412,0.162412,-0.115894,-0.117349,0.043309,0.043025,clean
0.926884,0.576797,-0.987872,2.792499,-0.998217,-1.227194,-0.092612,0.555592,0.190927,-0.94672,0.191076,2.151674,0.069769,-0.827125,0.221009,-0.480349,-0.544479,0.180633,clean
-1.698057,1.179682,-0.477923,0.916325,-0.853625,-0.891327,0.736409,0.676081,-0.422792,-0.586134,-0.393023,-0.426981,0.507477,0.109626,0.03237,-0.314594,-0.319466,-0.101744,clean
-0.084925,1.663687,-1.035957,1.400351,-0.711934,-1.125011,0.103601,1.285209,-0.943101,0.326452,0.43725,-0.339509,-1.521061,-0.364827,-0.93214,0.309245,-0.072784,0.543308,clean
-2.445849,1.183454,-1.832991,0.342484,2.069497,0.447414,-1.017983,-5.842081,-3.490785,-0.322555,-1.079156,-1.552447,0.638525,-4.262038,1.047826,0.83644,0.786546,0.931509,clean
-2.94626,-2.395956,1.48729,-1.608744,1.336734,-0.146176,-1.630904,0.645397,-0.419918,-0.637786,-0.566919,0.328996,-0.179991,0.511423,-0.370062,0.331146,0.117068,-0.169511,clean
-1.692136,-3.3697,0.797672,-2.727692,1.426742,-0.043719,-0.566652,-0.136869,-1.069587,-0.141241,0.319341,-0.000674,0.394751,-0.767117,0.521189,0.527335,-0.435528,-0.404884,clean
-1.955334,1.514543,-0.290582,1.126125,-0.60654,-1.260165,0.618856,0.644964,-0.390401,-0.571866,-0.697652,-0.835673,0.140798,0.447727,0.029984,-0.326078,0.392191,-0.311404,clean
-3.041235,1.59849,-0.134797,-0.744672,-0.002562,0.028727,-0.307798,-0.256649,0.657205,0.053345,0.03674,0.140306,0.137225,0.19337,0.059111,-0.171975,-0.054956,-0.08727,clean
-2.346156,1.666115,-0.381314,1.058103,-0.745472,-0.691379,0.748765,0.973491,-0.879961,-0.567763,-0.5504,-0.690666,0.244964,0.327228,-0.003487,-0.323137,0.092358,-0.073711,clean
7.916434,-5.437866,0.966501,0.653907,-0.613975,-4.766759,0.09829,0.022112,0.671344,-0.05658,-1.494843,-0.611773,1.150328,-0.950946,-1.495014,-0.713713,-1.377638,0.306906,buggy
-1.741214,0.536408,-0.244105,0.730327,-1.086166,-0.905392,1.196861,0.805176,-0.858239,0.492888,-0.131357,-0.355685,0.631059,0.435473,-0.183356,-0.080607,0.414266,0.279851,clean
-0.669207,-1.861584,-1.456343,1.875956,-2.316601,1.787803,2.818319,-5.597896,-2.382373,0.727488,-0.802944,0.753436,-0.755517,3.036227,-1.016355,-0.689719,-0.710212,-0.84634,clean
-1.933602,0.840397,-0.285322,0.686853,-1.071671,-0.655136,1.165599,0.907925,-1.030708,0.027034,-0.032098,-0.359927,0.432555,0.261136,-0.193218,-0.056816,0.266959,-0.013734,clean
-3.146823,1.954841,-0.159196,-0.478302,0.168865,-0.145917,-0.503361,-0.294191,0.806136,-0.328654,-0.231319,-0.135396,-0.023341,0.195917,0.133551,-0.214393,-0.164459,-0.123943,clean
5.78718,3.152543,1.518837,-2.560524,-2.253863,-1.03391,-1.904317,-0.463948,-1.346452,0.200892,3.923091,-0.560349,-2.438769,-0.326368,0.407536,0.905212,0.744311,0.026302,buggy
-2.229621,1.925926,-0.381584,-0.371737,0.131033,-0.107509,-0.516016,-0.3134,0.953973,-0.299139,-0.308705,0.027614,-0.305285,0.357494,0.303729,0.18563,0.245658,-0.087402,clean
-2.534179,0.952853,0.27302,-0.495854,-0.064776,0.792504,0.249922,-0.496074,1.301075,-0.023954,0.010359,-0.323176,0.148183,0.108881,0.141679,-0.33478,0.21903,-0.05423,clean
2.446588,-5.182334,2.825555,0.915199,-0.522381,-0.891602,0.975364,0.591382,-0.4473,0.554138,-0.514903,-0.953157,1.193861,-0.233735,-0.323692,-0.527902,-0.583352,0.402284,buggy
-2.129601,-2.810407,1.451797,-1.458127,1.154731,-0.470063,-1.620619,0.604278,-0.319975,-0.547768,-0.209746,0.759464,-0.343422,0.195381,-0.599095,0.383606,0.091935,-0.094006,clean
12.128941,-2.524229,2.253629,1.425708,-0.583727,-4.877139,-1.664571,-0.451401,0.926052,1.582964,-0.186196,-3.516727,2.181951,2.693501,0.466907,-1.813932,-0.684453,1.716328,buggy
-1.72539,0.429471,-0.249363,0.743444,-1.281008,-0.468794,1.276329,0.798107,-0.780031,-0.088344,-0.023803,-0.440229,0.563852,0.227639,-0.168194,-0.123563,0.391775,0.003212,clean
1.694583,0.913598,-0.595251,0.131016,-2.354157,2.225539,0.494658,1.163202,-0.018593,0.492227,-2.012274,-1.955922,-1.073417,-0.114423,-0.705854,1.050829,-0.138901,-0.145444,clean
2.384364,-6.52652,0.491132,-0.699902,-1.552806,4.136363,1.80864,-0.713649,3.084544,2.152906,1.396588,-2.462297,-2.00796,-1.52435,1.137808,-0.548132,-0.771629,-0.190341,clean
2.254131,1.456161,0.142667,0.445252,-0.503869,3.112659,-1.920145,0.555832,0.665314,1.578948,-2.789366,1.266573,2.212454,0.533023,0.490528,1.434354,-1.907756,-0.818107,clean
-2.50449,1.91729,-0.431153,-0.258615,0.588001,-0.356508,-0.584065,-0.369899,0.963133,0.182392,-0.069612,0.156626,-0.039912,0.585178,0.479754,0.001351,0.057476,0.254299,clean
-2.828615,-1.332357,0.966032,-1.028091,0.113582,0.457165,-0.248145,-0.34076,0.63827,0.216893,0.464951,0.512098,0.761417,0.288702,-0.602841,0.974858,0.383731,-0.211049,clean
11.048405,1.138258,-5.18411,4.051608,2.598515,5.708232,-3.448793,2.894164,0.191577,-0.988703,0.431438,1.372108,0.997393,1.090739,-0.441819,-0.092116,-0.627161,-0.063422,buggy
-0.447312,2.525973,1.79002,0.19149,-0.967327,2.191352,-1.658338,0.801761,-0.9562,4.264645,-1.818463,2.19834,2.372816,-1.658355,-0.121716,-1.002694,-1.840108,-0.000717,clean
2.62981,-0.569406,1.337213,1.323155,0.114839,-0.647224,1.605497,1.163728,-0.438381,-1.274062,-2.237847,0.015535,0.174219,0.566736,1.155245,-0.071358,-0.338805,0.469521,clean
-2.563756,1.815244,0.002091,-0.564587,0.013049,-0.384473,-0.29422,-0.244772,0.565817,-0.028584,0.022696,-0.213583,-0.033632,0.325609,0.130742,-0.051273,-0.007793,-0.215707,clean
-0.28017,0.627186,-0.366722,0.025465,-0.588197,1.538665,-1.223462,0.106911,1.219038,-1.461797,-1.660069,1.814735,0.606724,0.6391,-0.255386,2.174834,0.090833,-0.27146,clean
-0.774029,1.558955,-2.789312,0.182911,2.066298,0.987266,-1.121316,0.33972,0.818816,-0.200903,1.185007,0.109153,0.322575,0.956678,0.223532,-0.215554,-0.398785,0.108523,clean
-2.101596,0.474705,-0.197128,0.763476,-1.187644,-0.423883,1.294859,0.809161,-0.825666,0.042759,-0.038296,-0.398554,0.664302,0.31882,-0.099458,-0.208236,0.386515,-0.049669,clean
-1.871758,1.64364,-0.492323,1.025103,-0.718275,-0.80928,0.347893,0.79235,-0.546901,-0.690421,-0.238782,-0.17908,-0.100067,-0.038368,-0.13036,-0.254064,-0.183375,0.049419,clean
0.503385,-2.783469,1.822872,-0.325655,2.616181,-0.300279,-0.927245,0.452718,0.36206,-0.4073,0.327772,1.609405,-0.541581,0.279415,-0.565533,-0.089057,0.101766,0.651856,clean
1.517205,-0.705288,0.75675,1.549086,-1.1188,-1.115681,1.343423,0.168672,0.548945,0.110977,-0.874172,-0.818165,-0.124733,0.58746,0.814875,-0.408982,1.350227,0.123189,buggy
-2.088819,-1.539379,0.219884,0.554313,-1.412751,0.281852,1.732234,0.330794,0.085757,0.242548,0.446385,-1.053685,0.42744,0.019929,0.311822,0.067762,0.029466,-0.616871,buggy
0.770208,-1.667284,2.060563,-2.101066,1.089466,1.509901,-2.406795,1.590893,-1.315283,1.322326,-1.094197,-1.060906,-1.818366,-0.448727,-3.073762,0.890949,0.141538,-0.314011,clean
-2.237618,-3.000668,-0.069197,-0.54576,-2.124708,2.809339,2.285041,-1.258924,2.293562,2.064932,2.181835,-0.528027,0.838614,-0.50883,0.634288,-0.578409,0.326462,-0.147167,clean
4.257,0.589714,-0.221603,1.493638,0.271693,2.756345,1.700609,0.984422,0.813521,-2.313982,-2.068766,0.620359,1.302423,1.170956,0.144846,1.964154,-0.89962,0.031125,clean
-3.104019,1.818976,-0.143845,-0.436762,0.07713,-0.001674,-0.391258,-0.308216,0.80582,-0.114172,-0.055159,-0.235164,-0.075952,0.142059,0.120081,-0.197618,-0.136164,-0.10459,clean
-1.786499,1.993574,-1.10093,-0.824017,0.069691,0.816481,-0.606518,0.013953,1.113708,-0.837055,-1.102029,-0.383878,-0.208898,0.451804,-0.12891,0.340053,0.250228,-0.09376,clean
-2.796588,2.153055,-0.139207,-0.820284,0.252017,-0.346166,-0.407758,-0.285507,0.576846,-0.279647,0.033993,0.122985,0.025006,0.219783,0.167899,-0.115068,-0.192173,-0.16061,clean
-0.377552,-4.161683,1.412268,-0.825846,0.532466,-0.586775,-0.946873,0.297636,0.176977,-0.212596,0.930723,1.479416,-0.9465,-0.585048,-0.457784,0.430701,0.081669,-0.003733,buggy
-2.67274,-4.721701,1.719714,-1.510784,0.241469,1.033389,-0.123875,0.1079,0.346921,0.561355,0.594456,-0.004597,0.073233,0.182701,0.24322,0.26619,0.19327,-0.387555,clean
-0.842006,1.032356,-0.71726,0.888321,-1.532557,0.624266,0.526636,0.697212,0.1389,-1.302868,-1.689153,-0.905857,0.613269,0.644986,0.275532,0.865826,-0.12169,-0.359022,clean
-1.849207,0.497147,-0.41618,0.756321,-1.04122,-0.357176,1.256568,0.926144,-0.955544,0.175867,0.21626,-0.359219,0.534819,0.312839,-0.170252,-0.16746,0.332461,-0.022973,clean
-2.983394,2.014273,-0.137741,-0.533204,0.457402,-0.146658,-0.209382,-0.244049,0.75878,-0.260182,-0.154136,-0.104289,-0.086814,0.187857,0.186838,0.035235,-0.316638,-0.082975,clean
0.469802,1.951532,-1.731186,0.468706,0.111727,0.633747,-1.43775,0.331339,0.579553,-0.342805,-0.042016,0.993474,-0.057278,0.874115,0.29086,1.004899,-0.543416,0.262249,buggy
-2.361514,-1.793876,0.286908,0.673479,-1.462464,0.612155,1.64981,0.351783,0.080164,0.225295,0.573366,-0.982979,0.695426,0.016482,0.263475,-0.060601,0.117217,-0.45814,buggy
-3.037687,1.526011,-0.032355,-0.462673,-0.054028,0.04601,-0.204575,-0.373306,0.89854,-0.133562,0.044966,-0.223857,-0.046945,0.144931,0.277115,-0.16051,-0.160801,-0.173827,clean
-2.475331,-3.877168,1.392441,-1.626587,0.872771,0.312589,-0.813938,0.355962,0.069085,0.451939,0.042327,0.26887,0.162601,0.541291,-0.100499,0.137337,0.224161,0.000743,clean
0.8991,0.626223,-0.026141,0.20203,-0.041382,-2.571143,-0.652778,-0.640635,1.397721,0.56496,0.607512,0.270342,-0.814592,-0.465196,-0.504425,0.29193,-0.170832,0.087454,clean
-2.856048,-2.741135,1.490008,-1.705418,1.17355,-0.040526,-1.449837,0.587527,-0.430931,-0.360442,-0.291205,0.625434,0.017053,0.46479,-0.406086,0.339941,0.254077,-0.068882,clean
-2.797282,1.972119,-0.400267,-0.50989,0.478565,-0.100906,-0.448781,-0.21526,0.725181,-0.25216,0.067258,-0.094943,-0.037033,0.282619,0.20154,-0.122057,-0.244564,-0.117418,clean
-2.837667,-3.807176,1.611006,-1.685882,0.6538,0.582614,-0.771301,0.342548,-0.039799,0.146946,0.124085,0.34021,0.152101,0.366098,-0.107803,0.20091,0.286684,-0.240847,clean
-2.532681,1.426585,-0.293819,-0.345162,0.163049,-0.122077,-0.508093,-0.329631,0.98165,-0.147892,0.165947,-0.046849,-0.056635,0.082324,0.045814,-0.285719,-0.148677,-0.067291,clean
-2.724261,1.690954,-0.62128,-0.580982,0.526239,-0.003008,-0.578746,-0.23199,0.378748,0.091147,0.168451,-0.205089,0.108361,-0.09733,0.099041,-0.028845,-0.032947,-0.062833,buggy
-1.54415,-4.928451,0.631397,0.169243,0.178277,0.75115,0.516946,0.98933,-1.248492,-0.045547,0.506388,-0.382609,0.760175,0.010216,0.523311,0.157728,0.157043,-0.184865,clean
1.467554,1.426344,-0.83084,1.73124,-0.461042,-2.138478,0.020426,0.827075,-0.427353,0.584576,-0.123298,-0.480257,-0.318437,0.049045,-0.296488,-0.678551,0.067333,0.110262,buggy
-2.687649,2.02566,-0.298246,-0.791095,0.455768,-0.331,-0.086773,-0.21636,0.635459,-0.131662,-0.035316,0.076519,-0.1931,0.075928,0.206065,0.139678,-0.412977,-0.219027,clean
-1.466909,-6.58341,0.890308,-0.709763,-2.01105,3.260948,1.974157,-1.138518,2.817388,1.43019,2.079143,-1.326814,-1.216897,-1.292325,2.015563,-0.554194,-0.844271,-0.78426,clean
-2.946557,-2.396026,1.487222,-1.60836,1.336735,-0.14599,-1.631022,0.645453,-0.419787,-0.637718,-0.567154,0.328995,-0.180055,0.511382,-0.37018,0.331189,0.117347,-0.169441,clean
-2.446262,-3.553537,1.094041,-1.856275,1.097725,0.180147,-0.86142,0.020678,-0.691452,0.037949,-0.037634,0.195445,0.280434,-0.593399,0.176669,0.561388,0.272655,-0.161858,clean
-1.459185,0.857591,-0.817499,0.781175,-0.651964,-0.449724,1.010926,1.15284,-1.241258,0.323218,0.430146,-0.408744,0.278582,0.339136,-0.328685,-0.045501,0.266396,0.010765,clean
3.780461,-1.989938,-1.812363,1.119915,-1.714366,-0.2892,1.215237,-0.209529,0.943389,0.599902,1.219924,0.999531,0.513589,-0.111597,0.479562,0.618951,0.17215,0.710824,clean
-2.518892,-3.83046,1.590438,-1.549942,0.668491,0.328416,-0.818028,0.352882,-0.049588,0.025269,0.169547,0.24712,-0.018695,0.21283,-0.267111,0.224455,0.160547,-0.193624,clean
-2.533716,1.127284,-0.01803,-0.929909,-0.531353,0.200939,0.195753,-0.566712,0.840984,0.266094,0.871109,-0.544383,-0.314118,-0.089544,0.635656,-0.042446,-0.608719,-0.296901,buggy
-2.136261,0.489164,-0.424661,0.939705,-0.952451,-0.307466,1.088203,0.881732,-0.815871,-0.148818,0.05224,-0.228561,0.814895,0.337321,-0.138374,-0.343744,0.409378,0.071657,clean
