@relation 'data/M_multi_metrics_EQ.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-16'

@attribute 0.176WCHU_rfc... numeric
@attribute 0.352WCHU_numberOfAttributesInherited... numeric
@attribute 0.325ck_oo_fanIn... numeric
@attribute -0.27WCHU_noc... numeric
@attribute -0.293ck_oo_numberOfAttributesInherited... numeric
@attribute -0.299LDHH_noc... numeric
@attribute -0.374LDHH_noc... numeric
@attribute -0.338WCHU_dit... numeric
@attribute -0.368LDHH_dit... numeric
@attribute '0.42 ck_oo_numberOfAttributesInherited...' numeric
@attribute -0.428ck_oo_dit... numeric
@attribute -0.341numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.41CvsExpEntropy... numeric
@attribute 0.486numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.429numberOfHighPriorityBugsFoundUntil:... numeric
@attribute class {buggy,clean}

@data
-3.337014,-0.941931,-0.738682,0.172664,0.497589,0.114715,0.170367,-0.217779,0.051228,0.237382,0.250688,-0.026112,0.110892,0.127183,-0.030197,clean
4.753547,-0.843629,0.471408,1.377275,2.197967,0.180668,1.332242,-0.131551,0.221834,0.702591,-0.428954,-1.418905,-1.234713,-0.243303,0.276,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-2.078746,-0.732068,-0.297003,0.470461,0.526669,0.272663,0.211286,-0.411758,0.51718,0.019045,0.360495,0.29738,0.166979,-0.133046,-0.035756,clean
-3.430624,-0.875734,-0.663498,0.178343,0.575637,0.157254,0.201726,-0.152627,0.007037,0.291321,0.235947,-0.081145,0.160237,0.160617,-0.061224,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-0.296092,1.347514,2.294983,0.057305,0.650606,0.265226,0.215675,0.774235,-0.467505,-0.414179,-0.017726,0.597968,0.071381,0.552758,-0.654798,buggy
-3.430624,-0.875734,-0.663498,0.178343,0.575637,0.157254,0.201726,-0.152627,0.007037,0.291321,0.235947,-0.081145,0.160237,0.160617,-0.061224,clean
0.124415,0.955696,0.252016,0.829163,0.007073,-0.121681,-0.470142,1.100631,-0.664936,-0.790269,-0.517841,0.66739,-0.040712,-0.089309,-0.18122,clean
-3.351228,-0.865879,-0.67588,0.270643,0.436347,0.151414,0.119573,-0.159653,0.065548,0.296966,0.133123,-0.059824,0.202034,0.114467,-0.071536,clean
-2.102775,-0.610262,-0.254173,0.105794,0.388538,-0.484574,-0.32926,-0.087859,0.51227,-0.159636,0.149974,-0.364883,-0.222118,-0.399117,0.16806,buggy
-3.123315,-0.332391,-0.470866,0.568277,0.387192,-0.176766,0.147907,0.154602,0.157234,0.043492,0.336048,-0.028601,0.038122,-0.087069,0.267144,clean
-1.745097,1.586815,0.145847,1.456433,-0.167443,-1.489561,0.488163,0.112617,-0.024449,-0.774054,-0.75568,0.514888,0.265612,0.305775,-0.263163,clean
-2.356829,-0.603434,0.63201,-0.277901,0.100355,0.441317,0.756737,-0.134821,0.012103,-0.438983,0.431755,0.181991,0.096656,-0.071907,0.267792,clean
-2.896248,-0.200941,-0.245046,0.354969,-0.590105,0.106478,-0.416448,-0.297947,-0.075387,-0.280736,-0.675444,0.469452,0.547789,1.020419,-0.674526,buggy
-2.951097,-0.851783,-0.412418,0.304809,-0.295189,0.375802,-0.225627,-0.152471,0.31722,0.202023,0.124859,-0.023307,0.394563,0.103071,-0.051684,clean
0.928077,-0.843854,1.848791,-0.110515,-0.38456,1.605174,0.421502,-0.217233,-0.068417,1.002175,-0.924178,-0.418376,-0.499786,-0.911298,-0.729015,buggy
-1.161348,-1.121641,-0.474606,0.48972,0.03318,0.360514,-0.136578,-0.32438,0.425656,0.435347,0.263156,-0.430305,-0.206055,-0.475162,-0.09717,clean
2.579798,-0.939131,-2.08628,-1.010546,-0.550279,-0.197855,-1.102086,2.723053,-3.355764,1.78535,-1.435232,1.546345,-1.307366,-0.201386,1.044168,clean
-1.664352,0.109688,1.295788,-0.866598,-0.066395,0.275448,1.139186,0.539627,-0.217832,-1.213447,0.782101,0.271657,-0.018133,-0.089489,0.33002,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-2.275564,-0.594728,-0.43886,0.532937,0.338223,-0.160842,0.185021,0.058512,0.147561,-0.165501,0.028846,-0.220306,-0.061174,-0.374572,0.150659,buggy
2.508061,4.253013,-1.418607,-0.827274,1.51762,1.817404,-2.063411,-1.656544,-7.058757,-0.896997,-0.398425,0.289766,0.133334,-0.09705,1.268007,buggy
-3.342276,-0.871173,-0.679488,0.270321,0.425483,0.151497,0.114693,-0.164922,0.071631,0.292701,0.134242,-0.056818,0.200391,0.110919,-0.066163,clean
1.289714,1.207231,-0.486507,-0.233802,-6.36189,-1.913068,-0.386573,-0.021612,0.425652,3.137591,1.963278,0.181133,2.764786,-0.194366,2.196642,buggy
1.322877,-0.495355,2.441959,-2.54574,2.163435,-2.356958,-3.113354,-0.18525,0.337988,1.144363,-0.242241,-0.571596,-1.1386,-0.790264,0.191984,clean
0.173544,-0.199942,-0.51617,0.31375,-0.016383,-0.424758,0.059977,0.469908,-0.721231,-0.271933,-1.880909,0.075978,0.299174,1.278713,-0.219951,buggy
-2.607983,-0.531436,-0.294365,0.474847,0.117539,0.149546,0.03488,0.033351,0.382246,-0.092461,0.180732,-0.042611,0.211068,-0.240042,0.162673,buggy
-1.722224,-0.581907,0.171953,0.599432,0.529593,0.656711,0.122782,0.046818,0.291737,0.511939,-0.044489,0.113732,0.320379,-0.292133,-0.480463,clean
-2.764021,-0.136741,-0.441267,0.480728,-0.290975,0.008822,-0.306596,-0.22779,-0.104206,-0.117086,-0.869142,0.06588,0.335185,0.788792,-0.509655,clean
-3.284914,-0.88987,-0.658858,0.254709,0.349563,0.162395,0.108261,-0.189148,0.068361,0.284041,0.054016,-0.041338,0.218801,0.050538,-0.093132,clean
-0.141954,-1.04147,0.44903,-1.443966,-3.248303,0.618046,-0.656749,0.479915,-0.261021,-0.866778,-0.250877,-0.256045,-1.464161,-0.599932,-0.136977,buggy
2.513634,7.134444,-2.36742,-5.85881,-4.029339,-4.613987,5.517148,1.550304,-1.527941,6.078092,3.221475,-0.826986,3.326478,1.012853,3.385381,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-1.845809,-0.778014,0.679037,-0.537501,-0.744231,0.460389,0.426413,-0.207207,0.187426,-0.807442,0.571022,0.454535,0.098965,-0.152887,0.125541,clean
30.525224,-0.486982,-2.55576,-4.522859,2.329211,1.790479,3.218308,0.234676,2.066359,0.438835,-3.025565,3.226608,4.200651,-2.278716,-0.851654,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-2.66504,-0.49151,-0.403331,0.334058,-0.076548,0.003462,-0.117071,0.2957,0.111998,0.044258,0.022603,-0.265675,-0.430867,-0.308825,0.173026,buggy
2.011387,-0.809927,-0.000584,0.699864,-1.110496,0.592785,-0.551995,-0.116427,0.508932,0.246682,-0.905241,0.476129,-0.011685,-1.310585,-0.063644,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.42097,-0.867788,-0.725692,0.249691,0.557434,0.121628,0.165363,-0.148703,0.028609,0.302173,0.185166,-0.070454,0.159508,0.140274,-0.063284,clean
-3.389537,-0.878755,-0.716469,0.241759,0.5161,0.127114,0.160649,-0.1624,0.028838,0.296501,0.145391,-0.0618,0.168232,0.108938,-0.075093,clean
-3.188705,-0.767382,-0.547627,0.393626,0.14117,0.075442,0.053233,-0.144426,0.140282,0.166309,-0.065184,0.070291,0.292933,0.102309,-0.11754,clean
-1.18327,-0.043808,0.574199,0.984494,0.757624,0.480807,0.154585,0.481542,0.323135,0.156047,0.635682,-0.074041,-0.250201,-0.444019,-0.173863,clean
0.434981,4.89163,-0.866806,1.268373,2.219189,1.146457,-1.478804,-3.412703,-4.201609,-2.356117,0.899781,0.025298,0.923408,-0.115122,1.209373,clean
-3.386857,-0.852195,-0.682938,0.277985,0.481871,0.146203,0.126642,-0.142514,0.062295,0.303814,0.172217,-0.070149,0.194726,0.145992,-0.061616,clean
-3.42097,-0.867788,-0.725692,0.249691,0.557434,0.121628,0.165363,-0.148703,0.028609,0.302173,0.185166,-0.070454,0.159508,0.140274,-0.063284,clean
-3.389537,-0.878755,-0.716469,0.241759,0.5161,0.127114,0.160649,-0.1624,0.028838,0.296501,0.145391,-0.0618,0.168232,0.108938,-0.075093,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-2.498355,-0.73499,0.366575,-0.097579,0.489246,0.154904,-0.251455,-0.190411,0.534849,0.26771,0.109406,0.286119,0.375889,0.040954,0.028714,buggy
-0.527021,5.171987,-0.643235,1.316986,2.055416,1.316067,-1.782215,-2.899884,-4.381148,-2.103101,1.143598,-0.300017,0.668335,0.029752,1.258083,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
1.248468,5.974957,1.852371,3.279644,-3.040866,-4.859591,1.824925,0.194125,0.426444,-0.390624,-0.339914,0.474559,0.08012,0.616655,0.182067,buggy
8.385387,-2.3075,-1.093831,-2.511176,1.208457,-2.710144,0.064485,2.731723,-2.091101,-0.878231,0.739189,-1.801512,1.945462,0.285429,-1.913122,buggy
-2.207169,1.671648,0.09673,1.452206,-0.261462,-1.479772,0.355401,0.20393,-0.034114,-0.740547,-0.606562,0.466516,0.140452,0.392401,-0.132104,clean
0.733312,0.301261,0.473344,-0.194375,-2.313456,0.36835,-0.042292,-0.335914,0.840337,0.50163,0.195335,-0.399026,0.133435,-0.984404,-0.437249,clean
6.23072,-0.338314,2.672638,0.991929,-3.46773,1.853829,-1.015543,0.302483,0.895256,0.727343,-2.399314,-2.476799,0.210068,1.340026,-0.069022,buggy
-2.639054,-0.207048,-0.104475,0.868396,-0.140362,-0.053011,-0.11125,0.236444,0.424984,-0.180216,-0.017928,-0.050075,0.220542,-0.118542,0.231038,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.241952,-0.860989,-0.721724,0.212802,0.547593,0.064849,0.206975,-0.101376,-0.047107,0.296332,0.069351,-0.22434,-0.04388,0.001754,0.045777,clean
-2.020188,-0.360709,-0.068305,0.287675,-1.956703,0.473762,-1.149331,-0.343566,0.387265,-0.651142,-0.605581,0.605756,0.687145,0.910656,-0.639255,buggy
-1.44614,-0.510698,-0.291773,0.126288,0.363443,0.188083,0.452333,0.06684,0.165366,-0.052237,-0.477923,0.079903,0.454988,-0.690856,-0.133869,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-3.291145,-0.886061,-0.656098,0.254544,0.356652,0.162502,0.111693,-0.184969,0.064036,0.286577,0.053155,-0.043568,0.220283,0.052234,-0.096542,clean
1.797325,-0.949297,0.165818,-0.17073,-0.697207,-0.135441,0.753965,-0.167338,-0.005651,-0.757393,-1.172569,-0.316066,0.015881,-1.644322,0.309718,clean
-1.13902,-0.780206,-0.325806,-0.267129,-0.82573,0.061499,-0.094148,0.188267,0.159706,-0.538068,0.087069,-0.287599,-0.809771,-0.680099,0.197353,buggy
-1.295952,0.907177,0.271152,1.700562,0.59947,-0.389501,-0.09745,0.419795,0.214247,-0.518735,-0.683441,0.213282,0.247894,0.174623,-0.602739,buggy
2.2814,-1.005705,-0.239688,-1.334187,-1.681771,1.276367,-0.535011,0.161567,0.706272,-1.089815,1.084263,1.218422,0.142624,-0.604546,0.559064,clean
10.941472,-3.431721,-1.802084,1.818877,1.553321,-1.40058,1.2622,-2.289239,1.224745,-0.142294,-0.883766,0.060904,0.117206,-1.518592,-1.775931,buggy
-0.700837,-0.543104,3.586169,-2.580673,0.74872,1.186539,3.372716,-0.392482,-1.202824,-1.597584,1.277406,1.119202,-0.464237,0.897249,-0.241472,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-2.541034,-0.183163,-0.348221,0.787471,0.264571,-0.389193,0.189434,0.646818,0.447263,-0.466063,0.51055,-0.694853,0.153761,0.841512,0.792265,clean
-0.339145,-0.480278,-0.048003,0.265702,0.404288,-0.17336,0.608726,0.678959,-0.440174,0.028576,-0.343076,-1.280284,-0.388889,-0.02513,0.781138,clean
-1.09533,-0.06028,0.580299,0.234892,0.749812,0.456634,0.570679,0.614538,-0.274279,0.029988,0.278904,0.170407,0.215789,-0.138066,0.042326,buggy
-1.546642,-1.193944,0.102421,-0.202689,-1.733281,0.986812,-0.627568,-0.511681,0.84751,-0.078628,0.147147,-0.335155,0.389052,-0.277026,0.280907,clean
-2.240913,-0.633174,-0.069369,0.291374,-1.291587,0.919564,-1.017221,0.280031,0.784379,-0.03668,0.843862,-0.248526,0.473563,-0.108625,0.209876,clean
-3.430624,-0.875734,-0.663498,0.178343,0.575637,0.157254,0.201726,-0.152627,0.007037,0.291321,0.235947,-0.081145,0.160237,0.160617,-0.061224,clean
-1.224889,-0.573138,-0.28232,-0.060357,-0.453318,0.743756,-0.381985,0.205228,0.740609,-0.331313,0.87726,-0.048722,0.137994,-0.296769,-0.455091,clean
4.385783,1.934879,-0.232734,1.284509,1.465635,1.049817,-2.069426,2.757056,-2.157693,1.085606,1.311633,3.100827,-0.068702,0.945698,-0.198289,buggy
3.268028,2.034497,2.041852,2.77221,0.387919,0.815323,-0.4366,0.738942,1.284806,2.447109,1.619187,0.456404,-1.781669,-0.487407,-0.819865,buggy
-3.156229,-0.565609,-1.212301,-0.307459,0.391316,0.161753,0.047382,0.206463,0.189227,0.07836,0.607613,-0.34482,-0.018316,0.274712,-0.27536,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-2.71334,-0.942398,-0.524377,0.104737,-0.312944,0.28652,-0.096948,-0.211021,0.19549,0.112683,-0.07944,-0.097329,0.193095,-0.207386,-0.055799,clean
-1.719151,0.041543,0.531095,1.00435,0.793963,0.463961,0.023908,0.603201,0.249649,0.314737,0.767704,-0.119863,-0.538796,-0.231353,-0.067872,clean
-1.188414,2.300439,0.255078,1.573184,-3.107995,-2.344192,0.233137,-1.04882,0.193785,0.022309,-1.304851,1.326666,0.71448,0.634518,-1.113738,buggy
-2.793493,0.667143,-1.564972,-0.594738,0.037242,-0.042246,-0.210647,0.270716,0.357031,-0.151631,-0.561586,-0.303229,-0.426986,1.127015,-1.084786,clean
18.489854,-5.214186,-8.327535,-4.135324,-9.049472,-2.287413,-6.753345,2.620401,0.27935,-4.300484,4.335439,-0.241075,-2.193753,0.290628,2.12028,buggy
-2.584148,-0.86717,0.178685,-0.470117,-0.068255,0.47174,0.454535,-0.122498,-0.115492,-0.11979,0.286094,-0.159835,0.105701,0.01406,0.038603,clean
-2.843398,0.709228,0.34677,1.327019,0.501426,-0.517538,0.101628,0.844497,0.621234,-1.045367,0.728373,0.546775,0.028179,-0.427253,0.477773,clean
-2.580783,0.530333,-0.125075,0.954418,-0.371244,-0.307602,-0.314716,0.098371,0.201335,-0.466757,-0.624959,0.306168,0.36967,0.606157,-0.309118,buggy
5.884183,-1.213435,1.768168,0.276624,-1.467442,0.929074,0.571073,-0.551494,1.241112,-0.788113,0.037964,-0.977139,-1.250093,0.198135,1.136885,buggy
1.006189,-0.961027,-0.94752,0.160458,-1.559303,-0.246449,-0.74463,0.101346,0.215485,-0.754847,-0.225203,-0.256103,-0.731352,-1.41224,0.894208,clean
-2.725288,-0.145355,-0.416126,0.490423,-0.36343,0.043784,-0.340743,-0.237111,-0.079085,-0.103475,-0.899104,0.059613,0.365048,0.766463,-0.511854,clean
17.250712,-0.929504,-0.98206,0.98245,-5.628001,2.493298,-4.772999,-2.793727,0.104719,-0.763149,-3.248562,-0.718121,-0.204918,0.33139,0.558128,buggy
-1.216362,1.443343,-1.185182,-0.55213,-5.384363,-2.443081,0.768045,-3.849946,0.256484,3.708219,2.851726,0.610422,-0.202921,-1.08106,-1.946728,buggy
4.268387,0.036892,-0.567458,-1.930034,1.246312,1.218919,1.1895,0.383561,1.017201,0.597242,-1.060891,1.729735,-1.404172,0.923713,1.465674,buggy
-2.778172,-0.545298,-0.504575,0.403851,0.512328,-0.154025,0.281756,0.106729,0.102912,-0.09615,0.173315,-0.234404,-0.155827,-0.357959,0.321855,clean
1.123028,-0.982911,-1.203334,0.034329,0.124271,-0.415037,-0.338481,1.022002,-1.032607,0.516874,-0.150498,-1.182672,-1.977886,-0.570668,0.356521,buggy
-0.477632,-0.801129,-0.1028,0.64105,0.605093,-0.335126,1.141923,-0.166623,0.467556,-0.06344,-0.457112,-0.748489,1.008318,0.528904,0.441607,clean
-2.175454,-0.71469,-0.258758,0.257699,0.00038,0.034437,0.2366,0.010655,0.204677,-0.216972,-0.042973,-0.222516,0.184383,-0.273015,0.272605,clean
-3.471811,-0.855334,-0.807639,0.193174,0.649097,0.100026,0.193138,-0.121443,0.01812,0.286361,0.270363,-0.096362,0.102755,0.180352,-0.076972,clean
21.745143,-0.701019,-0.490837,-3.479983,2.681628,1.225278,2.060611,1.1202,0.580545,0.305163,0.964775,2.215389,0.131905,0.2389,-0.509958,buggy
1.572215,-1.750354,-0.238635,-0.855291,-3.643958,0.614204,-1.356031,-0.261162,1.009712,-1.232256,0.420679,0.213121,-1.069675,-1.050867,0.633372,buggy
-2.964726,-1.005073,-0.705847,0.364913,0.394883,-0.078438,0.373818,-0.029142,0.137913,0.28288,-0.037275,-0.821162,0.41269,1.076966,0.41514,clean
-0.007056,0.909685,0.986602,-3.622723,-0.055504,1.484593,2.049352,0.614609,0.768069,-1.422933,0.090171,0.109219,-0.067061,-0.050338,-0.767001,clean
-3.351228,-0.865879,-0.67588,0.270643,0.436347,0.151414,0.119573,-0.159653,0.065548,0.296966,0.133123,-0.059824,0.202034,0.114467,-0.071536,clean
-2.208488,2.192911,-1.669786,-0.735447,-0.277015,-0.729843,0.214423,0.243293,0.482003,0.003437,-0.317429,-0.65366,-1.270343,0.695643,-1.392841,clean
17.716216,4.371672,-0.849819,2.724706,3.261979,1.560523,-1.036763,-7.303132,-3.172734,0.685225,2.359003,0.981442,-3.007901,-0.506509,-0.727661,buggy
-0.960961,-0.630454,0.019869,0.26765,0.207613,0.061811,0.377972,0.068732,0.114243,0.122834,-0.572892,-0.239822,-0.588055,-0.560151,0.279025,buggy
-2.832526,-0.54065,-0.14364,0.236806,0.235279,0.135931,0.215547,0.063734,0.147574,-0.095923,0.211326,-0.131669,0.088821,-0.248695,0.165676,clean
-3.273321,-0.900663,-0.625398,0.154369,0.31987,0.203417,0.104636,-0.165089,0.051409,0.242406,0.158011,-0.045919,0.201443,0.080287,-0.094951,buggy
0.391024,-0.341648,2.325922,-1.554693,-0.45787,0.960348,1.232031,0.637068,-1.275477,-0.486006,0.264205,-0.13772,-1.295575,-0.348721,0.069574,buggy
-2.487652,1.079083,-0.342814,0.914799,0.878965,-0.006005,-0.180345,0.437295,0.376712,-0.372577,-0.359388,0.475113,0.22515,0.346175,-0.357494,clean
-3.011575,-0.91609,-0.652891,0.212197,0.18796,0.083469,0.098079,-0.160827,-0.002005,0.27763,-0.156903,-0.151464,-0.026118,-0.14576,-0.029236,clean
-3.351228,-0.865879,-0.67588,0.270643,0.436347,0.151414,0.119573,-0.159653,0.065548,0.296966,0.133123,-0.059824,0.202034,0.114467,-0.071536,clean
2.091354,-1.193186,3.423665,-1.66418,-3.920042,1.885351,0.522119,-0.269592,0.654471,-1.25464,-0.355454,-0.303246,1.751812,1.341073,0.190129,buggy
-2.891319,-0.845869,-0.552087,0.182069,-0.264319,0.336975,-0.259057,-0.032789,0.25912,0.115705,0.320851,-0.11457,0.208703,0.088809,0.019666,clean
-1.589625,-0.89713,0.983349,-1.063853,-1.107043,0.737253,0.474732,-0.049906,-0.267833,-0.33855,-0.00051,0.051492,-0.585784,0.18843,-0.173251,clean
-2.417247,-0.845636,-0.229027,0.342222,-0.524271,0.438103,-0.206213,-0.178327,0.382344,0.185893,-0.252846,0.009704,0.506499,-0.125358,-0.07469,buggy
4.905792,0.986476,-0.298507,-1.046822,0.372499,1.985837,-2.715202,5.626874,-5.465546,4.531738,-0.810228,3.207416,-3.870981,1.76418,-0.886116,clean
1.747282,-0.139825,7.557042,-6.236921,4.657969,-7.046624,-8.349346,-1.57825,1.092892,1.206653,-1.818297,0.521341,1.014944,1.250699,-1.310596,buggy
-1.472233,-0.621399,3.498685,-2.607652,-0.469313,1.459932,2.363304,-0.312106,-0.90448,-1.527112,0.992118,1.113525,0.033583,0.693912,-0.365894,clean
-3.42097,-0.867788,-0.725692,0.249691,0.557434,0.121628,0.165363,-0.148703,0.028609,0.302173,0.185166,-0.070454,0.159508,0.140274,-0.063284,clean
-3.430624,-0.875734,-0.663498,0.178343,0.575637,0.157254,0.201726,-0.152627,0.007037,0.291321,0.235947,-0.081145,0.160237,0.160617,-0.061224,clean
-0.481183,0.255208,-0.705765,0.58309,0.247715,-0.44428,0.073614,0.486379,0.913713,-1.00733,0.256583,0.452652,-0.022423,-0.963529,0.696333,clean
-2.454747,-0.379856,-0.06375,0.490114,-0.327832,0.139493,-0.024677,0.082981,0.399914,0.040915,0.131712,-0.241721,0.302065,-0.301529,0.288133,clean
3.147871,1.05106,-0.000053,-0.536629,0.797514,0.952653,0.519007,1.138023,0.751812,-0.076065,-0.200182,0.136538,0.138622,-1.79303,-0.009544,clean
1.06578,-0.698637,-0.234524,0.304726,0.005276,0.04875,-0.113683,0.774048,-0.529908,0.434582,-0.742711,-0.437637,-0.764009,-0.810954,-0.197946,clean
-2.456268,-1.066518,-0.506874,0.046122,-0.634712,0.286992,-0.139924,-0.338636,0.181546,0.020833,-0.374751,0.014924,0.205593,-0.456597,-0.083216,clean
-1.655837,0.104057,-0.459215,0.719055,-0.618496,-0.487007,-0.420401,0.787822,0.272903,-0.929887,0.363293,0.446711,0.053875,-0.320851,0.477241,buggy
-3.351228,-0.865879,-0.67588,0.270643,0.436347,0.151414,0.119573,-0.159653,0.065548,0.296966,0.133123,-0.059824,0.202034,0.114467,-0.071536,clean
-2.387439,-0.696949,5.650961,-5.724133,4.605224,-7.069424,-7.908691,-1.797508,2.112534,0.92276,0.138094,-0.234422,1.517602,0.360332,0.203405,buggy
-3.145468,-0.460872,-0.422052,0.441902,0.555884,0.005831,0.173686,0.115231,0.129198,-0.019798,0.287141,-0.098623,-0.041031,-0.157185,0.208728,clean
-2.376341,0.231953,0.671,0.50647,0.296528,-0.029387,0.545727,0.435207,0.324659,-0.88793,0.461268,0.511963,0.111743,-0.253444,0.263161,clean
-1.024067,-0.181224,-0.615739,0.630186,1.266406,0.117585,0.436969,-0.060181,0.609447,-0.069541,0.146541,0.252786,0.115251,-0.9586,0.114545,buggy
2.940119,-1.02133,3.106739,-1.899275,-0.266396,1.86059,1.640607,0.67947,-1.565881,0.312496,0.092751,-0.140488,-0.77796,1.469407,-0.615363,buggy
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-0.732771,2.122075,-0.745158,0.643129,-0.900343,-2.336496,1.187576,-0.040126,-0.596615,1.912103,1.152441,-0.532037,0.055036,-0.562227,0.902133,buggy
-1.201123,0.100359,-0.293197,1.030693,0.74282,-0.295526,0.072171,0.269644,0.463436,-0.607042,0.616034,1.257861,0.434934,-0.053956,-0.022016,clean
26.822774,1.757632,5.735753,4.715051,2.860426,2.179817,-1.371658,4.647738,1.926423,2.604187,3.33024,-2.513483,1.421939,2.405426,-0.391556,buggy
-2.774351,-0.984129,-0.730555,0.322489,0.478144,-0.186827,0.499976,0.016608,0.053953,0.23361,-0.135975,-0.986408,0.267035,0.918292,0.524561,clean
16.973797,5.297625,4.187711,6.039584,0.751624,5.202275,-4.520161,0.801357,0.565585,1.373321,2.38681,-2.796126,2.049605,2.039423,1.000783,buggy
5.114617,0.233946,-1.488037,0.847714,0.404225,-0.861919,-0.781519,1.593711,-0.689893,-1.660578,1.583164,1.411039,-0.413386,-0.749215,0.709511,buggy
-1.22148,-0.802483,-0.209518,0.234762,-0.169959,0.306909,-0.025275,0.125164,-0.133075,0.140566,0.147328,-0.460509,0.310065,-0.118101,0.163331,buggy
-0.367921,2.89255,0.828109,-0.553505,-5.07516,-2.82899,1.807061,-3.425506,-1.168959,3.818447,0.879484,0.513909,-0.843974,0.278954,-2.734181,clean
0.819412,-0.794683,-1.148284,0.045614,-1.319907,-0.87666,-0.895158,0.517375,-1.327779,-0.123113,-1.976924,-0.27931,-1.677264,0.199132,-0.229908,clean
-0.73938,6.491864,2.399824,5.609996,0.077017,-3.426062,-0.589304,3.412969,1.636543,-4.057266,1.233582,3.043036,0.010781,-0.503861,0.825771,buggy
-0.784282,-0.505106,1.009779,-0.659166,-0.203344,0.547187,0.885798,0.065207,-0.181589,-0.961884,0.531496,0.55055,0.328869,-0.436653,0.559679,buggy
-3.060276,-0.856621,-0.553601,0.177522,0.090628,0.22766,0.011528,-0.115069,0.100415,0.192322,0.097452,-0.112959,0.184617,-0.0033,-0.035279,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-0.691861,-0.321828,-0.327526,0.387784,-0.533759,-0.782427,0.224978,0.312141,-0.736129,0.108664,-2.419929,-1.507577,-1.032439,0.914359,0.235514,buggy
-3.080356,-0.899026,-0.362757,-0.175013,-0.064709,0.45107,-0.017991,-0.0858,0.117725,0.080205,0.478492,-0.072445,0.247624,0.190037,-0.118527,clean
