@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17,44,46,62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.197WCHU_wmc... numeric
@attribute 0.281LDHH_fanIn... numeric
@attribute -0.282LDHH_numberOfAttributesInherited... numeric
@attribute 0.311WCHU_numberOfAttributesInherited... numeric
@attribute -0.308LDHH_numberOfPublicMethods... numeric
@attribute -0.456LDHH_noc... numeric
@attribute 0.347CvsExpEntropy... numeric
@attribute -0.357LDHH_dit... numeric
@attribute 0.328LDHH_dit... numeric
@attribute -0.445ck_oo_numberOfPublicAttributes... numeric
@attribute -0.343LDHH_numberOfPublicAttributes... numeric
@attribute '0.47 ck_oo_dit...' numeric
@attribute 0.417ck_oo_numberOfPrivateAttributes... numeric
@attribute 0.345ck_oo_fanOut... numeric
@attribute 0.419ck_oo_numberOfPublicAttributes... numeric
@attribute -0.444LDHH_numberOfPublicAttributes... numeric
@attribute 0.372LDHH_numberOfAttributesInherited... numeric
@attribute '0.43 CvsLogEntropy...' numeric
@attribute class {buggy,clean}

@data
3.225215,0.720606,-0.339656,-0.492602,-0.312657,3.861297,4.024164,-2.743655,0.598261,1.548708,1.103175,2.82927,-1.323111,0.827091,2.585953,-0.739115,0.372424,0.543146,clean
-0.806154,2.238471,1.809406,0.154514,-0.105897,-3.389999,0.790992,0.416041,-0.71812,-0.13478,0.645,-0.248549,-0.07459,-0.224422,-0.269577,-0.037346,0.16299,0.017598,clean
-2.58085,-0.461808,0.702426,-1.146289,0.326501,-0.311641,-0.358932,0.005611,-0.092045,-0.703379,-0.315228,0.66499,-0.055208,-0.310661,0.004483,0.731228,0.16356,-0.419826,clean
0.342849,-1.212423,0.875509,-1.877738,-0.520932,-0.045348,1.105399,0.84409,2.01125,-1.905056,-1.918528,1.203943,0.144333,1.371092,-0.753858,-0.57441,-0.189657,-0.619954,clean
-2.398802,-0.42935,0.43467,-0.761867,0.453798,-0.234013,-0.253803,0.360147,0.087435,-0.754697,-0.205909,0.680366,-0.031841,-0.236106,0.367687,0.561901,0.047002,-0.273451,clean
0.816054,2.939575,-0.4849,-0.615405,-1.778375,0.085925,-0.53622,-0.158836,-2.265217,-0.551949,-0.652173,-0.097625,0.144438,-0.585229,0.306929,-0.414401,0.211854,0.112366,clean
-1.970007,0.039203,-0.426052,0.251455,0.261158,0.057798,-0.577275,-0.023009,0.023506,0.905522,-0.45928,0.817131,0.575179,-0.036496,0.056939,-0.122235,-0.461006,-0.4385,clean
-2.702813,0.077123,0.134368,-0.71331,0.781732,-0.404953,-0.348297,0.487448,-0.124741,0.002415,0.068582,-1.015528,-0.485463,0.000086,0.063002,0.249814,-0.206262,0.167992,clean
-1.073102,-2.893943,2.013932,1.240344,-1.204613,-0.396176,-0.672327,0.36192,0.003313,0.789054,0.080782,-1.786223,-0.790361,0.246969,-0.168324,-0.622292,-0.408763,0.100299,clean
-2.11763,0.49636,-2.351946,1.561545,-0.228539,-1.180828,-2.729069,-2.747352,2.330907,-0.621928,-0.235714,1.239067,-1.236116,-0.843808,0.333717,-0.588995,-0.50335,0.384252,clean
0.431449,0.290942,-0.510033,-1.138691,0.861947,1.707272,2.264974,-1.084416,0.498429,1.766767,1.800183,-0.238327,-0.918651,-1.016626,-0.066188,0.171892,-0.360528,-1.658558,clean
-1.47801,-0.90685,0.482947,0.139354,-0.20671,0.348592,-0.382024,0.11333,0.186811,0.62684,0.081135,1.553629,0.634904,0.809033,-0.721404,0.155864,0.507877,0.266772,clean
-1.985349,-0.11692,-0.346015,0.041535,0.514076,-0.076675,-0.641508,-0.444455,-0.479723,0.361235,-0.687521,0.99355,0.759494,0.335647,-0.134301,-0.066055,-0.11649,-0.17532,clean
-1.894365,0.625045,-3.374651,2.661448,0.994417,0.413955,0.98244,0.741422,-0.465772,0.204611,-0.841319,-0.802762,-0.088119,0.622732,0.508042,0.294953,0.569719,-0.462607,clean
-1.743469,-0.106336,0.165847,-0.438816,0.870148,0.423993,0.827464,-0.79293,-0.839988,-0.548654,0.465736,-1.133164,-0.326264,0.337934,0.02648,0.365618,-0.79432,-0.461437,clean
-0.690003,0.065474,3.464812,0.755338,-0.972107,-2.089925,1.513169,-0.681702,-0.734578,-0.425201,0.617626,-0.059713,-0.497899,0.645652,-1.038052,0.382313,-0.129669,0.348366,clean
0.746022,7.140845,4.218579,2.381349,-1.529187,-9.676433,4.504116,0.311676,-0.73839,1.188122,1.294909,1.12138,-0.253079,-0.191522,-0.053064,-0.710287,0.290025,-0.183501,clean
-2.676311,-0.09746,0.962805,-1.27933,0.484312,-0.689844,-0.243678,-0.086509,-0.395055,-0.377125,-0.102267,-0.340706,-0.434836,-0.187744,-0.617554,0.852905,0.107133,-0.148083,clean
-1.047931,-0.379587,0.519561,-0.678777,0.083185,0.004675,-0.91324,-0.02276,-1.199406,-0.767283,0.295456,1.232219,0.306858,0.333757,-0.719266,0.433718,-0.273157,-0.281474,clean
2.45106,1.285409,-1.919203,0.191088,-1.273965,0.988869,-1.243686,-0.102417,-2.971951,-0.141086,0.567671,0.760796,0.965119,0.20081,0.0711,-1.11597,-0.415466,-0.082043,clean
-2.500084,-0.683418,1.050776,-1.400126,0.356218,-0.189653,0.122007,0.595126,0.281083,-1.39441,0.189993,0.495887,-0.447736,-0.295466,0.378857,0.942059,0.382331,-0.302179,clean
-1.604255,0.06053,-0.674666,0.004722,0.763409,0.534621,0.517578,-1.149879,-0.41142,0.461234,-0.363743,0.553755,0.511089,-0.062059,0.122669,-0.054082,-0.450159,-0.654597,clean
-2.542047,-0.076023,-0.252498,-0.103736,0.451832,-0.230279,-0.566268,-0.037741,-0.472706,0.26303,-0.877217,0.692032,0.241852,0.245099,-0.331758,0.274599,-0.145957,0.115555,clean
-0.281617,-4.868844,2.540121,2.361913,-2.481448,-0.175419,0.158746,-1.591892,-0.690501,-0.047782,-1.833894,-0.984741,0.635183,-0.554143,-0.862476,-0.644608,0.359298,-0.173062,clean
-0.502677,-0.966034,0.632129,0.227387,-0.034228,1.048539,0.716702,-0.500403,-0.211239,-0.078486,0.960174,1.001615,0.13179,0.922487,-0.03775,0.097155,-0.498925,-0.553484,clean
0.284187,6.312834,4.83416,1.303154,-0.818365,1.14264,-0.696439,0.710772,2.015369,0.444301,-1.747547,-1.245796,-0.657295,0.054355,0.767396,0.318574,0.511902,0.011046,clean
-2.898465,-0.26176,1.021638,-1.36634,0.309177,-0.646744,-0.507685,0.388585,-0.01506,-0.247182,-0.144279,-0.098958,-0.597892,-0.15669,-0.468308,0.823341,0.378562,0.101235,clean
-2.368028,0.73834,0.65048,-0.441121,0.518323,-0.094417,-0.5979,0.573031,0.081641,-0.002846,-0.213798,-1.049624,-0.408035,0.04093,0.195929,0.255257,-0.211056,0.048578,clean
1.27314,3.617191,2.264953,0.3942,0.720765,-2.637435,1.508092,0.384026,0.2866,0.084346,0.304401,-0.299182,-0.244917,-0.882287,-0.207005,-0.374461,0.084842,0.501176,buggy
-2.020777,-0.418441,0.256861,-0.713233,0.748935,0.266124,0.990853,0.244365,-0.004619,-1.502692,0.519608,-0.345397,-0.34946,-0.118938,1.148205,0.403078,-0.306487,-0.437515,clean
-0.132432,0.21832,-2.035906,-1.066745,-1.009919,-0.293438,0.027896,1.20423,2.148309,2.468939,-0.393637,-0.272522,1.452523,-0.362753,0.503777,0.045826,-1.913032,0.177395,clean
-2.803616,-0.114207,0.238731,-0.653451,0.595174,-0.564295,-0.577864,0.655679,-0.166922,0.001177,0.034563,-1.055398,-0.453497,-0.020915,0.123429,0.215967,-0.289644,0.108484,clean
-0.923202,-0.661139,-0.089851,0.101256,0.222337,-0.196819,-0.785165,0.12256,-0.555968,-0.304503,-0.285412,0.65186,1.306446,0.145735,-0.764524,-0.152368,0.19441,0.561939,clean
-2.807825,-0.115796,-0.044916,-0.437046,0.400399,-0.492106,-0.755189,0.477624,-0.037845,0.284811,-0.272937,-0.206857,0.122669,0.066494,0.220457,0.004632,-0.033039,0.121444,clean
0.128936,4.962251,1.059177,2.053637,-1.107712,-2.471332,-1.500012,-2.552914,2.574742,-1.504242,0.568572,-0.512075,-1.687271,-0.88964,0.140413,-0.717438,-0.003151,0.453483,clean
-1.907097,-0.082323,0.388589,-0.90519,0.894939,-0.473566,-0.551955,1.211729,0.774638,0.045239,-0.162292,-0.582417,-0.375347,0.18541,-0.247928,-0.49447,-0.17692,-0.104277,clean
-0.769582,-3.946018,2.021817,1.785905,-1.941809,-0.152998,0.15803,-1.444352,-0.729304,-0.098602,-1.784335,-0.646471,0.499778,-0.615889,-0.837645,-0.362757,0.22234,-0.191626,clean
7.212434,2.458037,-2.39012,-1.176175,-4.105998,1.569477,0.409424,0.099128,-3.624466,-1.502244,0.185547,-1.004925,1.634924,-0.32194,2.013944,-1.49114,-0.783272,1.644539,clean
-2.606045,-0.093509,1.120559,-1.225194,0.423656,-0.797383,-0.06597,0.001105,-0.260263,-0.5425,-0.146724,-0.252112,-0.486451,-0.307925,-0.43311,0.847798,0.208785,-0.116541,clean
-1.819721,-0.723092,0.561992,-0.799648,0.965647,-0.378447,0.160843,1.620473,0.902559,-1.743531,0.032756,0.161278,-0.469585,-0.080436,1.056489,-0.166488,-0.207519,-0.357984,clean
-2.266926,1.304678,-0.569068,0.758696,0.640947,0.006312,-0.510413,1.138393,0.095607,0.497533,-0.583142,-1.714322,-0.003872,0.424777,1.429142,-0.667712,-0.606988,0.107336,clean
-0.911538,-0.411879,0.39008,-0.659974,0.765102,1.215141,1.717801,-1.415024,-0.332885,0.158514,1.041541,-0.443511,-0.492426,0.650007,-0.557296,0.495802,-0.065521,-0.425862,clean
1.556849,-0.261056,-1.354862,-1.11195,2.399061,1.007887,2.208569,-3.062606,-1.419345,-0.69352,-1.033828,1.221227,-0.099917,0.446712,0.824684,-0.380189,-0.165093,2.948036,clean
-2.332628,0.070762,0.859665,-0.561437,0.401732,-0.187918,-0.653811,0.521869,0.026324,-0.168452,0.136438,-0.773485,-0.10011,0.254781,-0.130515,0.374309,-0.021784,0.10326,clean
11.395999,0.732004,-10.324522,8.866114,3.897295,-0.45804,-1.780102,0.429057,0.180609,-2.309595,2.566109,-2.21173,-1.211155,0.030334,-1.700253,-0.145132,2.565493,1.496536,buggy
0.24061,-1.175441,0.847398,1.210537,-0.096449,1.380212,0.625008,-0.59162,-0.250634,0.651812,1.365224,0.244736,0.58875,1.805721,-0.780805,-0.348388,-0.354906,0.024701,clean
-2.290106,0.788283,1.019001,-0.45327,0.273812,0.085221,-0.589641,0.979191,0.537948,-0.152584,-0.220803,-0.706417,-0.524376,0.036266,0.569324,0.290127,0.080571,0.115271,clean
-2.207011,0.417972,-3.33286,3.157547,0.199621,-0.189475,-0.357234,1.684216,-0.114564,0.25984,-1.061993,-0.622324,0.903331,1.305963,0.458345,0.002752,1.29268,-0.710094,clean
0.07868,-0.699179,0.028658,0.281833,0.780067,1.46511,1.897939,-1.914695,-0.047587,0.505682,0.96631,-0.418805,0.297628,-0.165617,-0.260298,-0.160639,-0.472359,-1.073528,clean
-2.146367,-0.665315,0.184287,0.086494,0.050339,-0.260986,-0.519007,0.316582,0.103072,0.126927,0.053999,-0.624911,0.816222,0.336139,0.454255,-0.303177,0.176398,0.017113,clean
-2.733859,-0.183389,0.887385,-1.357014,0.533614,-0.594291,-0.28603,-0.10235,-0.337477,-0.34293,-0.245443,-0.413611,-0.503225,-0.29927,-0.562836,0.870007,0.192481,-0.147059,clean
-2.611406,-0.7737,0.992057,-1.161712,0.009998,-0.253108,-0.301286,0.818896,0.595863,-1.096061,-0.125926,1.378227,-0.204011,-0.27874,0.607011,0.72043,0.553197,-0.185119,clean
-1.833564,-0.038175,-1.619005,1.392702,-0.681985,-1.06098,-2.686354,-2.48047,2.684919,-0.627422,1.202199,0.372841,-1.040011,-0.134302,0.098397,-0.835533,-0.512628,0.121707,clean
-2.544117,-0.274887,0.194441,-0.653535,0.772109,-0.484341,-0.188628,0.449221,0.038231,-0.322472,0.048568,-1.155111,-0.13759,-0.301379,0.312961,0.187258,0.083863,0.117936,clean
-2.257617,-0.007479,-0.479661,-0.347415,0.867724,0.093312,0.560535,-0.656374,-0.60373,-0.37904,-0.490174,-0.283371,-0.023894,-0.339508,0.4189,0.234304,-0.521975,-0.378838,clean
-2.74479,0.030587,0.983072,-1.32025,0.509765,-0.853712,-0.106364,-0.128405,-0.343406,-0.333698,-0.234803,-0.394588,-0.508959,-0.352572,-0.596744,0.834188,0.235889,-0.092036,clean
4.304112,3.745351,4.669976,1.005218,-0.251066,2.938729,-0.40974,0.362786,3.661087,-0.013746,-2.15767,-1.595541,0.349499,0.431317,0.269537,-0.638439,1.452287,-0.057847,clean
1.166199,-7.98965,4.295692,4.398807,-4.543678,-0.213599,0.259237,-2.256993,-1.014639,0.30487,-2.611656,-2.259757,0.373018,-0.521224,-1.251768,-1.812978,0.336034,-0.223979,clean
-2.223405,-0.088971,0.054877,-0.390078,0.210102,-0.022575,-0.599652,0.62458,0.530512,1.205566,0.38073,0.213879,-0.061605,0.036577,-0.110167,-0.127932,-0.095796,-0.108483,clean
-1.86579,0.068788,-0.764443,-0.381827,0.542282,0.146684,0.163709,-0.772416,-0.703556,0.381111,-0.551942,0.316326,0.252484,-0.320383,0.577884,-0.079115,-0.168029,-0.420393,clean
-2.238244,-0.675252,1.042346,-0.784461,0.134503,-0.231022,-0.518175,-0.050386,-0.356267,-0.521556,0.193387,-0.083866,0.392104,0.419279,-0.752196,0.672963,0.200985,-0.121556,clean
-2.872915,-0.246885,0.397713,-0.862914,0.094378,-0.468517,-1.01378,-0.200751,-0.128558,0.351077,-0.958646,1.132134,0.169824,-0.266662,-0.432313,0.51066,0.278408,-0.105886,clean
-2.22934,-0.248518,0.476324,-0.810974,0.580445,-0.065187,-0.20763,0.362494,-0.030636,0.437387,0.426853,-0.352288,-0.78268,0.506617,-0.427634,0.340586,0.197649,0.497887,clean
-1.82623,0.319607,-1.826843,1.82235,0.167744,-0.838567,-1.994659,-1.785607,1.579429,-1.11337,-0.377233,0.999263,-0.988615,-0.651711,-0.390533,0.339688,-0.083942,0.233357,clean
0.99483,0.776049,-2.039931,-0.747673,-0.880097,1.752271,2.08994,-0.98646,1.09802,3.769816,1.129636,0.185076,0.053558,-1.936506,1.472187,-0.688296,-0.475738,-2.874523,clean
4.10261,1.274949,0.49918,-1.093196,-0.064666,1.092006,-0.099852,0.145459,-0.669948,-0.503063,0.242609,-1.185047,0.139648,-0.827562,-0.086046,-0.238365,0.069514,1.182655,buggy
-0.906557,-1.351182,1.050517,-1.05843,-1.222681,-0.290593,-0.631205,-0.005428,-1.395311,-0.064476,0.015526,-0.472779,-0.718441,-0.112285,-0.287371,0.064881,0.263458,0.288967,clean
-2.444199,-0.516309,0.774567,-1.133881,0.24911,-0.109252,-0.225532,0.005365,0.054121,-0.453866,-0.142062,0.912225,-0.201515,-0.018189,-0.14798,0.741898,0.356325,-0.20012,clean
-0.859243,-0.041516,0.39492,0.062731,0.945677,0.905755,1.066817,-1.141565,-0.539405,-0.576211,0.459107,-0.984109,0.288762,0.608459,-0.067509,0.288983,-0.28018,-0.375363,clean
4.352695,7.572651,4.643117,2.557163,0.118834,4.846495,1.001348,-3.100127,1.854539,0.638901,-3.090026,1.112504,-0.436165,1.536689,2.282012,-0.257044,0.343877,1.40817,clean
-0.938055,-0.658142,0.660366,-0.367557,0.115121,0.591453,0.105535,0.845145,1.297471,1.652455,1.630421,-0.097633,-0.370951,0.000594,-0.463051,-0.315058,0.378795,-0.004922,clean
-1.514938,0.304348,-1.716403,1.024788,1.225532,0.247139,-0.003946,-1.409204,-0.965202,0.358614,-1.67922,1.3139,1.461708,0.166764,0.439364,-0.40152,-0.587777,-0.721195,clean
13.769613,-2.16071,-2.621946,-5.562508,2.739106,-0.232352,2.990694,0.790327,0.633672,-1.22046,-3.214482,-0.473079,-2.94679,0.625976,-3.343217,-6.5885,1.034992,-0.443811,buggy
-2.615384,0.003043,-0.228653,-0.31732,0.430048,-0.28468,-0.693546,0.197568,0.038964,0.387107,-0.413024,0.528773,0.184791,0.02618,0.377346,-0.065697,-0.135511,-0.019592,clean
-0.285857,-0.925879,-0.146413,-0.241824,-0.190607,-0.341686,-0.951222,0.899822,0.213223,1.561057,0.252646,0.079355,-0.259685,-0.125448,0.761427,-0.522437,0.639308,0.458503,clean
4.265316,1.923217,-2.998606,-2.751047,-2.743233,1.531983,0.402431,-1.981243,-5.402313,-2.118799,0.686427,-0.04817,-1.200655,0.153562,2.021888,-0.94929,0.09423,2.37845,clean
-0.658471,-0.501483,0.1091,-1.116316,0.334759,-0.267963,-0.739258,0.957864,-0.110236,1.631535,0.683519,-0.30112,-1.417055,-0.189174,0.111386,-0.198329,0.652861,0.965627,clean
-2.439504,-0.408324,0.811856,-0.735621,0.159145,-0.275264,-0.652349,-0.055344,-0.306111,-0.440633,-0.406311,0.545655,0.128039,-0.141956,-0.414288,0.746882,-0.08731,-0.28519,clean
-1.8117,-0.062282,0.122083,-0.618379,0.870784,0.55682,0.872653,-0.54439,-0.316438,-0.011909,0.644592,-0.6689,-0.477974,0.67151,-0.17711,0.371732,-0.097,0.116063,clean
-0.827461,-0.107137,0.190224,-0.594902,1.223055,0.655536,0.809825,-0.657585,-0.175063,0.57171,0.767404,-0.567621,-0.816207,0.643783,-0.15282,0.384515,0.026341,0.168664,clean
-2.749874,-0.421587,0.877015,-1.466043,0.50279,-0.581247,-0.003107,0.219347,-0.024817,-0.923257,-0.142508,-0.059635,-0.447411,-0.530503,-0.00701,0.87898,0.373787,-0.256285,clean
-2.782426,0.129005,-0.908638,0.433021,0.547162,-0.420591,-0.481543,0.984428,-0.066028,0.310848,-0.619712,-0.412188,-0.321148,0.114444,0.027117,0.381068,0.385336,0.131824,clean
16.078316,-0.477667,-4.502481,-9.795843,-4.107229,0.190422,3.983523,-0.600154,1.091543,0.112138,-5.154495,-0.447137,-5.189391,5.294975,-1.57811,-3.299914,-1.357049,-1.411914,buggy
3.424092,-0.381906,-3.58936,-0.0437,-4.555698,-0.928899,-2.41572,-2.86739,4.06682,-0.803016,2.967876,-1.145162,-0.065312,-0.695518,-0.446195,-0.436903,-1.489684,0.014714,buggy
-0.361484,0.21836,-0.377093,-0.934052,1.477137,1.177064,1.826199,-1.322371,-0.250245,0.680927,1.127071,-0.857957,-0.732741,-0.877227,-0.236026,0.078795,-0.598914,-1.075763,clean
-1.936923,-0.947436,0.809297,-0.212977,-0.053307,-0.024659,-0.263368,0.658241,0.500085,0.850515,0.661903,-0.682891,-0.494345,0.490844,-0.250155,-0.076637,0.322723,0.413327,clean
-1.71012,2.430455,0.74994,0.813384,0.068281,0.746648,-1.443196,0.017029,0.769035,0.880305,-2.144012,0.491841,0.547787,-0.483825,0.94797,-0.370056,-0.120954,-0.163165,clean
3.425925,1.338563,-1.657683,-6.758636,-5.046527,-1.083552,-0.276901,3.789483,-0.193215,-3.995581,-4.110627,-0.279465,-3.077474,2.016144,-1.997582,-4.115912,0.717624,-1.454908,clean
2.576349,0.468452,1.283013,-0.494634,0.297564,1.211896,-1.149373,2.220919,1.091366,2.284968,1.944431,0.976755,-1.593084,-0.292908,-1.590948,-1.918062,-0.586681,-0.241469,clean
-1.760905,-0.216807,0.241528,-1.203322,1.235973,-0.488106,-0.322083,0.843045,0.330888,-0.184217,-0.157358,-0.305453,-0.668411,0.082953,-0.545874,-0.399405,-0.295874,-0.336626,clean
6.993796,1.006747,-6.416076,7.036438,-1.835396,-0.576209,0.998742,-0.062054,-0.1371,2.398421,2.604185,1.397327,-0.898217,0.984206,0.177216,-1.26759,2.376968,-1.331961,buggy
0.23331,2.804321,2.79156,0.944727,-0.448174,-2.688838,0.591328,0.661281,-0.271847,-0.304857,0.481856,-0.803393,0.203573,0.057579,-0.531838,-0.190228,-0.513606,0.898183,clean
-2.294865,0.000816,-1.021611,1.144551,0.536952,-0.104445,-0.077854,1.797312,0.198695,0.132171,0.333897,-1.461323,0.00723,0.814154,2.009648,-1.102301,-0.866343,0.440779,clean
-0.078765,-5.417127,2.842307,2.728649,-2.900047,-0.168651,0.213374,-1.751621,-0.83228,0.046383,-2.106767,-1.240516,0.47093,-0.587986,-1.007154,-0.913012,0.296544,-0.196591,clean
-0.668113,-0.4953,0.363761,-1.260321,-0.421455,0.115611,0.483177,-1.071061,-1.154149,-0.127354,0.310454,0.505451,0.34905,-0.18828,-0.118835,0.180381,0.682318,-0.072607,clean
-1.505422,-1.524098,0.759434,1.079593,-0.890977,0.397549,-0.352926,-0.235038,-0.755292,0.286922,-0.90757,1.95728,0.376679,0.950811,-1.212787,0.620374,-0.271393,0.428378,clean
0.544529,0.314024,-2.039899,0.839188,0.18099,-1.649361,-1.557534,-3.71826,1.798174,-1.144077,0.903436,0.342099,-1.272168,-0.004251,0.868729,-0.135528,-0.048065,0.638984,clean
2.03295,-2.506711,1.314834,-0.673402,1.389802,1.585286,3.759319,2.632516,3.629489,-6.064038,2.064556,2.792122,0.743203,-1.896224,4.738721,-0.500775,1.142615,-1.814581,clean
-2.520203,-0.128876,1.039814,-1.14758,0.422899,-0.602544,-0.292403,-0.075504,-0.484163,-0.445597,0.104091,-0.259203,-0.333979,0.035706,-0.685973,0.850505,-0.072696,-0.19431,clean
-2.837699,-0.092767,0.319695,-0.943408,0.694396,-0.582707,-0.530586,0.463082,-0.180841,-0.089829,-0.094256,-0.8632,-0.452274,-0.145391,-0.051255,0.427229,-0.071205,0.029113,clean
-1.992615,-0.012834,-0.020951,-0.486293,0.989419,0.226439,0.712745,-0.366657,-0.52234,-0.842105,0.07708,-0.763565,-0.172369,0.039146,0.455208,0.354252,-0.479699,-0.407561,clean
-2.847718,0.086172,-0.769906,0.213945,0.280691,-0.532851,-1.113029,0.069005,-0.079312,0.727943,-1.228578,0.745845,0.787838,-0.338709,0.674415,-0.463828,-0.260632,-0.12153,clean
-0.235177,-1.269933,0.915216,0.355881,0.099799,1.05192,1.107124,-0.772491,0.201846,1.162674,1.200943,-0.944707,-0.815023,0.313788,-0.596947,-0.196149,-0.481557,-0.503744,clean
0.244199,-1.130145,-0.339787,-0.522874,-1.164199,0.710347,0.838389,-1.232696,-0.148266,1.338236,0.19087,0.415038,0.851179,-1.085399,0.627763,-0.492766,0.631276,-1.149764,clean
0.679542,-0.061823,-0.323825,0.57698,0.967946,0.577672,-0.361684,-0.301561,-1.576728,-0.434564,1.122722,-0.205988,0.695599,0.540588,-0.278033,-0.614051,-0.715104,-0.024527,clean
2.534298,0.003319,-2.068077,2.190812,1.981593,-0.229433,0.738792,1.558815,-0.134593,1.365259,-0.03973,0.874501,-0.753536,-1.365224,-1.514366,0.676117,1.488309,1.471015,clean
-2.35484,-0.453177,1.1673,-0.814356,0.131583,-0.268371,-0.705512,0.14608,-0.135278,-0.426491,-0.001118,-0.098036,0.330002,0.322986,-0.710871,0.686774,0.378001,0.022393,clean
29.486135,-2.198128,2.808092,3.757182,-6.544021,1.615876,1.375239,6.156651,0.316469,-3.151909,3.396341,4.275307,0.383337,-1.868067,-2.242201,1.064097,-3.697747,-0.508728,buggy
-0.97431,0.842693,0.008656,-0.512088,0.497282,0.106458,-1.08514,0.699824,-0.065564,1.019206,0.218182,0.041292,-0.287905,-0.756777,-0.175767,-0.375984,-0.188226,-0.111974,clean
-1.78278,-0.365032,0.499261,-0.686845,0.662768,0.394699,0.670663,-0.482175,-0.330756,-0.459824,0.602133,-0.582131,-0.163349,0.465174,-0.118309,0.491221,-0.034032,-0.078485,buggy
-0.736695,-0.912777,0.481329,-0.398736,0.91625,-0.121086,-0.221015,0.181755,-0.057855,0.699099,0.640788,-0.659139,-0.633017,0.623036,-0.095645,0.214435,0.730712,0.690286,clean
-1.164824,-0.368485,-0.169644,0.279012,0.291458,0.782076,0.521391,-0.643365,-0.109927,0.685983,0.518442,0.38692,0.617247,0.502569,-0.254692,-0.159777,-0.393517,-0.456065,clean
-2.13975,0.159516,-1.092311,0.114887,0.22899,-0.207926,-0.580568,0.987692,0.192031,0.973795,-0.184413,0.21232,0.175596,-0.526177,1.503742,-0.871293,-0.322302,-0.021983,clean
7.778503,2.607913,2.382386,0.00524,1.20224,2.497668,-1.292586,0.818435,0.706236,0.227214,2.043002,0.085002,1.535012,-1.02476,-2.65715,-0.732801,0.416608,1.499194,clean
-1.701946,0.307265,1.579442,-0.559256,-0.427971,0.276813,-0.527585,-0.419947,0.214922,0.23217,-0.755845,0.36688,-0.109255,0.219804,-0.444242,0.647798,0.703908,-0.360573,clean
-2.099636,-0.501901,0.212739,0.127195,0.121954,-0.178404,-0.708033,0.385587,-0.208415,0.096222,0.030344,0.228459,0.500686,0.597199,0.08045,-0.121789,-0.16754,0.165562,clean
-1.695272,-0.01484,-0.104118,0.132377,0.492208,0.400145,0.33564,-0.713948,-0.717851,-0.103205,-0.227535,0.848204,0.448509,0.908977,-0.212137,0.202415,-0.35932,-0.22582,buggy
0.59011,0.616657,-1.862611,0.067528,-2.196436,0.509062,-1.695669,0.889314,-2.261221,0.478941,0.705903,1.438217,0.906039,1.428377,0.136429,-1.041322,-0.005332,0.82431,clean
-2.583809,-0.076062,0.269659,-0.702325,0.636078,-0.236344,-0.234258,0.650945,0.066609,0.025265,0.284641,-0.661273,-0.578392,0.262284,0.141749,0.281279,-0.038861,0.277784,clean
-0.925452,-0.887341,0.661634,-0.937065,0.276626,-0.189349,-0.099765,2.290534,0.966011,-1.409547,0.614275,0.658471,-0.441511,-0.063133,1.278461,-0.809563,-0.206547,-0.315224,clean
-1.622186,-0.575127,1.618321,-0.431479,-0.45589,0.385128,-0.130051,0.355857,0.369698,-0.99124,-0.158226,1.4957,-0.269678,0.403132,0.315951,0.795367,0.384288,-0.27983,buggy
-2.020947,0.263801,0.339792,-0.619846,0.334437,-0.279177,-0.97409,1.007297,-0.157832,-0.01914,0.562042,-0.883917,-0.06087,-0.401728,-0.421969,-0.244852,-0.118517,0.087788,clean
-1.167956,-0.161687,-0.853609,-0.46053,0.918743,0.003011,0.470299,-0.858204,-0.128007,0.024975,-0.748923,0.097027,0.77952,-0.264104,-0.07748,0.304895,-0.807615,0.143211,clean
0.046089,-0.16609,-0.650962,-1.475567,0.781842,0.274113,1.105501,-0.590251,-0.804332,-0.587666,0.37378,-1.017564,-0.10175,-0.339804,0.149985,0.331455,-0.013577,0.589308,clean
24.401935,-4.176308,-6.646121,-10.823392,-0.426477,-2.311807,4.591043,-0.290816,4.783715,4.161103,-5.231926,-2.845586,-1.527222,2.638119,-2.011044,0.222455,0.947156,1.802025,buggy
-2.006677,2.678225,0.49356,1.16845,-0.631564,-3.405554,0.774372,-0.247127,0.111063,1.174983,-1.141278,1.2897,0.683625,-0.148773,0.818025,-0.303898,0.093456,-0.625147,clean
-1.618594,-0.1366,-0.549103,-0.037063,0.688253,0.402594,0.311753,-1.379843,-0.88929,0.054959,-0.591386,0.85582,0.755998,0.312941,-0.05553,0.019853,-0.31757,-0.527196,clean
-1.663532,-0.474201,0.656724,-0.951386,0.306138,0.494024,0.416618,-0.715425,-0.056702,-0.030188,0.224869,0.972579,-0.134475,0.072139,-0.483302,0.707375,0.093661,-0.663368,clean
-2.629053,-0.905211,1.204447,-1.16131,0.030603,-0.524557,-0.485141,0.446546,0.26562,-0.681373,0.094445,-0.257368,0.216786,-0.276421,-0.231948,0.638626,0.786689,0.169313,clean
