@relation 'PC1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-7'

@attribute '0.26 total_Op...' numeric
@attribute -0.495lOComment... numeric
@attribute '0.77 L...' numeric
@attribute -0.54ev(g)... numeric
@attribute 0.601I... numeric
@attribute -0.612lOBlank... numeric
@attribute class {buggy,clean}

@data
3.454608,-0.688046,-0.307435,-0.190658,1.318106,-0.197918,clean
0.093192,-0.123116,-0.671402,-0.088222,0.439743,0.096191,clean
-1.059887,-0.500566,0.415667,0.191945,-0.02829,0.156646,clean
-0.885797,-0.28777,0.170534,0.123334,0.709754,-0.126315,clean
15.869897,-2.508164,2.100339,5.803941,-5.853311,4.811402,clean
1.119384,0.098736,-0.770146,-0.025228,0.406792,0.206689,clean
0.060373,0.591619,-0.994396,-0.955342,-0.296722,0.171601,clean
-1.522416,0.212425,0.125029,-0.015052,0.23896,0.135973,clean
7.695797,1.216198,-1.944754,-1.730266,-0.3643,0.809371,clean
3.493629,-0.185387,-1.165685,-1.180714,0.199756,-0.506736,clean
-0.836357,0.009619,-0.243943,-0.04536,0.319242,0.020775,clean
-2.326968,0.707337,3.302689,-0.62327,-0.114441,0.157576,clean
2.609481,-0.499728,-0.889144,0.390981,0.877501,-0.62168,clean
2.213997,-1.669681,0.718508,0.512647,2.178613,0.54089,clean
1.590794,-1.855762,0.436393,0.926147,1.300769,-0.508945,clean
3.517955,-0.233057,-1.060254,0.319509,0.138083,-0.028777,clean
-2.146989,0.469117,0.474619,-0.05931,-0.211003,-0.101089,clean
3.531066,-0.608741,-0.434991,-0.062277,1.314835,-0.262473,clean
-1.757262,0.356305,-0.114168,-0.01803,-0.137409,-0.153941,clean
4.860681,-2.163499,0.18248,-0.032536,0.598527,-1.040789,clean
1.456627,-1.001086,-0.544068,0.228345,-0.102727,-0.276278,clean
4.698981,-1.299309,0.723968,0.788062,3.818296,0.576057,clean
15.630528,-2.281703,1.974167,5.892645,-5.963698,5.063067,clean
-0.020032,0.431645,-1.13055,-0.057914,0.083114,0.117671,clean
-1.292691,0.281476,-0.277814,-0.015112,0.025598,0.077713,clean
-1.70073,0.408615,-0.284665,0.062171,-0.084009,0.071926,clean
-1.821262,0.219667,0.993472,-0.183734,0.273159,0.066076,clean
2.522669,-0.941574,-0.079134,1.145017,1.669917,-0.344302,clean
2.075047,-2.182608,1.374472,-0.04165,2.077958,1.813575,clean
-0.245946,0.418738,-0.802505,-0.44585,-0.226432,-0.1583,clean
0.639376,-0.23733,-0.537303,-0.553624,0.197832,-0.184207,clean
1.605873,-1.877562,0.441012,0.921205,1.297461,-0.558734,clean
-1.689138,0.38117,-0.344821,0.061705,-0.130663,-0.078455,clean
-1.897348,0.332638,0.333029,-0.018877,0.008923,-0.033806,clean
0.141991,-0.781068,-0.281969,0.228297,0.080813,-0.203153,clean
6.306602,-1.497881,0.334678,0.945208,1.213758,-0.785064,clean
-2.533491,0.884544,3.158224,-0.598767,-0.615786,-0.248654,clean
0.966743,0.017895,-0.820792,-0.519421,-0.048779,0.559024,clean
-1.414433,0.375127,-0.635025,0.183848,-0.131636,0.006757,clean
-2.314966,0.612511,1.286421,-0.222251,-0.220618,0.056332,clean
-1.66526,0.430472,-0.242721,0.002143,-0.029896,0.145891,clean
-1.187893,-0.087505,-0.049739,0.176058,0.454721,-0.099645,clean
1.045423,-0.889001,-1.023773,0.522719,-1.113417,-0.618658,clean
1.36551,-0.69023,-0.64977,0.106634,-0.669681,-0.506452,clean
4.040587,-1.065837,-0.573828,0.297062,0.848943,-0.887359,clean
-1.260534,0.060386,-0.037092,0.167076,0.42533,-0.074207,clean
4.806872,-1.913834,0.833936,0.577689,2.339489,-1.320272,clean
1.590794,-1.855762,0.436393,0.926147,1.300769,-0.508945,clean
4.292941,-0.158637,-1.32774,-1.340204,0.147071,-0.589956,clean
-1.281687,-0.018583,0.008713,0.037567,0.020881,0.070082,clean
-2.469383,0.803778,2.177272,-0.401608,-0.484206,-0.058436,clean
1.465536,-1.574197,-0.237102,0.765614,-0.017732,-0.725643,clean
-1.89002,0.34854,0.477051,-0.123689,-0.144929,-0.00882,clean
-1.516915,0.33599,-0.41537,0.092284,-0.028517,-0.009256,clean
-0.855303,0.236116,-0.399995,-0.329937,0.072106,0.14748,clean
-1.740654,0.56062,-0.013911,-0.333112,-0.24205,0.078034,clean
8.173692,0.263194,-0.353404,-3.019514,0.497482,2.222702,clean
1.1717,-1.259663,-0.850396,0.564297,-1.408307,-0.538049,clean
1.454691,-1.144274,-0.229535,-0.143415,0.355881,-0.923244,clean
-1.005452,0.067453,-0.57965,0.234433,-0.343084,0.223314,clean
0.228008,-0.192563,-0.437842,-0.470949,0.117037,-0.283173,clean
0.639376,-0.23733,-0.537303,-0.553624,0.197832,-0.184207,clean
3.65016,-1.219449,0.371448,1.2131,2.396541,-0.16562,clean
-1.316149,-0.455073,0.719098,0.142936,0.43228,-0.245271,clean
0.37409,-0.47614,0.074844,-0.73233,0.746664,0.030394,clean
-0.442886,-0.228938,-0.433496,0.263382,0.447839,-0.270458,clean
11.40546,4.600715,-0.815269,3.48144,0.422016,2.995813,clean
-1.762292,0.448094,-0.606297,0.295532,-0.209579,-0.009249,clean
-1.261783,0.270345,-0.387282,0.021578,0.082624,0.135787,clean
-2.194071,0.500202,0.564246,-0.080087,-0.253453,-0.106065,clean
4.182751,1.422452,-2.463441,0.019728,-0.649654,0.157794,clean
1.170852,-1.224235,-0.899745,0.568956,-1.317677,-0.764134,clean
2.046987,-2.798268,2.700588,0.07728,4.976215,2.625189,clean
2.120531,-0.214434,-0.936668,-0.907831,0.254289,-0.387911,clean
0.187411,-0.218247,-0.368482,-0.505938,0.163687,-0.25253,clean
4.806872,-1.913834,0.833936,0.577689,2.339489,-1.320272,clean
0.59157,-0.932576,0.484873,0.173671,2.118922,0.379687,clean
0.048346,-0.259487,-0.322055,-0.148777,0.437658,-0.103895,clean
-0.92944,0.169432,-0.581725,0.087023,0.018334,0.092916,clean
-2.054588,0.492996,0.659769,-0.148307,-0.117604,0.099842,clean
0.272443,0.402091,-1.011152,-0.189534,0.030769,0.244804,clean
-1.597812,0.225553,0.145389,-0.041075,0.098412,-0.005997,clean
-1.232199,0.426474,-0.964905,0.332016,-0.231147,-0.155493,clean
-1.205749,0.080043,-0.138345,0.299536,0.175763,0.29717,clean
2.504379,-0.848172,-0.131091,1.05719,1.517289,-0.091526,clean
-1.952958,-0.019871,0.805901,0.063826,-0.320048,-0.374497,clean
0.228008,-0.192563,-0.437842,-0.470949,0.117037,-0.283173,clean
-1.223625,0.014727,-0.284387,0.224932,0.346925,-0.134978,clean
-0.88921,-0.646359,2.274158,-0.431027,2.16785,0.994551,clean
-1.542923,0.044709,0.312704,0.098952,0.007415,0.181377,clean
0.22362,-0.292916,-0.339214,-0.104152,0.551401,-0.059388,clean
2.209791,-0.491366,-0.826121,0.066543,0.440165,-0.507159,clean
-2.288107,0.758341,2.201938,-0.529901,-0.422324,-0.01712,clean
33.981246,23.791778,2.686123,19.383683,1.340101,-3.937309,clean
0.165449,0.346995,-0.914543,-0.159835,0.288324,0.324498,clean
0.232463,-0.539443,0.241272,0.664387,1.275866,0.03927,clean
2.58605,-1.633764,-0.46644,0.860271,0.179444,-1.429349,clean
0.187411,-0.218247,-0.368482,-0.505938,0.163687,-0.25253,clean
-1.0215,-0.114764,0.37894,-0.109289,0.674527,0.002132,clean
-0.497316,-0.176192,-0.518791,0.113993,-0.075502,-0.163353,clean
1.324213,-2.058411,0.207656,0.56289,-0.423649,-0.168682,clean
-0.607211,-0.809583,1.329031,-0.011685,1.835356,0.570982,clean
-0.891162,0.348851,-0.585178,0.102766,0.079134,0.198908,clean
-2.230816,0.681453,1.14788,-0.311225,-0.373094,0.035603,clean
2.893111,0.314797,-0.943212,-0.859614,0.383223,0.564775,clean
3.029607,-0.827672,-1.019647,-0.747417,-0.633383,-0.542507,clean
5.128392,-1.169165,-0.876298,1.809202,-0.618127,-0.132232,clean
0.594583,-0.488006,-1.033554,0.863134,-0.313396,-0.316342,clean
-0.314965,-0.496248,-0.519349,0.125955,0.081487,-0.553633,clean
-0.624953,-0.53298,0.166754,-0.019092,-0.315235,0.078501,clean
1.049529,-0.240501,-0.774274,0.342919,0.5659,-0.148548,clean
-1.622665,0.241367,0.550466,-0.236858,-0.311865,0.020025,clean
0.397427,-0.695987,-0.225019,0.256026,-0.035764,0.172383,clean
5.588785,-2.307917,-0.002723,-1.204956,-0.126776,-0.875367,clean
-0.71233,0.216673,-1.077917,0.469014,-0.328401,0.128801,clean
-2.159626,0.495007,1.192672,-0.208422,-0.037649,0.112595,clean
3.644262,0.606232,-1.133263,-1.038306,-0.559867,1.413018,clean
-1.60816,0.053222,0.97549,-0.134086,0.646567,0.206463,clean
-1.742167,-0.079707,1.602821,-0.200633,-0.343395,-0.148244,clean
-1.885524,0.251097,0.425439,-0.030638,-0.02669,-0.170616,clean
6.483963,0.20009,-0.804735,1.784697,1.234681,0.102146,clean
0.879772,-0.735541,-0.528401,-0.102187,0.368168,-0.36486,clean
-2.457345,0.675126,2.207173,-0.337978,-0.561566,-0.150495,clean
0.223526,-0.107207,-0.616628,0.290785,0.39152,-0.270293,clean
-1.532709,-0.039146,0.649817,-0.047377,-0.707967,0.271392,clean
-1.902136,0.362177,0.025452,0.074995,-0.006415,-0.004761,clean
9.849671,-2.708571,0.054836,-1.378627,-1.421344,-1.307329,clean
4.68275,-1.154717,-1.110145,-0.595058,0.218705,-0.685883,clean
2.966855,-0.196654,0.418406,1.253474,2.772314,0.998776,clean
0.022627,0.162008,-0.740221,-0.18469,0.114014,0.032274,clean
-2.421934,0.736939,1.57808,-0.281642,-0.42184,-0.021062,clean
-0.627877,0.271083,-0.307021,-0.263635,0.376019,0.516914,clean
-0.821947,-0.038765,-0.247045,-0.096523,0.304583,-0.227997,clean
7.580177,-4.253757,1.27487,-0.303728,-1.853274,1.711383,clean
-1.883104,0.101069,1.401197,-0.20039,-0.470289,-0.163778,clean
0.879772,-0.735541,-0.528401,-0.102187,0.368168,-0.36486,clean
-1.952958,-0.019871,0.805901,0.063826,-0.320048,-0.374497,clean
3.873896,-2.223939,-0.208087,0.486648,-0.401516,0.37519,clean
3.540687,-2.018593,-0.187906,0.571667,-0.273226,-0.443464,clean
-1.956973,0.270289,0.587077,-0.041038,-0.057124,-0.091666,clean
-2.066543,0.503893,0.153488,-0.023381,-0.187479,0.053997,clean
-0.214757,-0.391198,-0.400295,0.504822,-0.164622,0.114971,clean
-2.418109,0.370959,-0.346663,0.020192,-0.0701,0.05957,clean
-1.863779,0.207137,0.526736,-0.039743,-0.40518,0.034391,clean
1.349245,-0.566368,-0.399022,-0.561654,0.664168,-0.589364,clean
5.29764,-1.2317,-0.902933,-0.094426,-0.705523,-0.945505,clean
0.041902,-0.573804,-0.76913,0.586198,-0.173387,-0.44735,clean
-0.932186,-0.141015,-0.728517,0.487707,-0.03254,-0.356552,clean
2.58605,-1.633764,-0.46644,0.860271,0.179444,-1.429349,clean
-1.694705,0.280623,0.176572,-0.056893,0.030735,0.016137,clean
-0.809282,0.256578,-0.835576,0.382859,0.233305,0.068398,clean
-1.179937,0.067146,0.064084,-0.084302,0.365207,0.099444,clean
-1.53331,0.365497,-0.224423,0.09737,0.094388,0.155372,clean
-1.762567,0.431086,-0.283886,0.051867,-0.121696,0.030169,clean
-1.932377,0.377234,0.482918,-0.090227,-0.328534,0.178519,clean
0.813466,-0.044933,-0.456364,-1.09803,0.215543,-0.288262,clean
6.275158,-4.405286,0.125724,-0.055388,-0.698156,-5.443119,clean
2.559069,-1.292132,-0.812691,-0.100687,-0.513876,-1.031515,clean
-0.314965,-0.496248,-0.519349,0.125955,0.081487,-0.553633,clean
-1.509106,-0.019082,1.017905,-0.139637,0.751071,0.203025,clean
1.127691,-0.079531,-1.347796,0.956219,-0.444266,-0.065597,clean
-1.166701,0.073443,0.059796,-0.073564,0.36621,0.101695,clean
0.202236,-1.331926,-0.080162,0.828662,0.420175,-0.879323,clean
-1.818097,0.310485,0.394444,-0.058477,-0.203366,0.233605,clean
-1.766354,0.251201,0.404461,-0.001535,-0.117747,0.26475,clean
-2.421934,0.736939,1.57808,-0.281642,-0.42184,-0.021062,clean
2.848914,0.523737,-1.746302,-0.465779,-0.381724,-0.064479,clean
-0.651764,-0.036309,-0.486362,0.013703,0.276132,-0.310694,clean
5.866082,-1.519461,-0.313679,1.079866,0.278057,-1.124303,clean
-0.928622,0.106047,-0.387376,-0.423906,-0.442851,-0.102189,clean
-2.091961,0.430126,0.423591,-0.016243,-0.065128,-0.015786,clean
0.099987,-0.848181,-0.367233,0.216509,0.18484,-0.793799,clean
0.879772,-0.735541,-0.528401,-0.102187,0.368168,-0.36486,clean
0.772563,0.071081,-0.485172,-1.132894,0.267775,-0.177221,clean
-1.264068,0.042107,-0.193337,0.103922,0.158548,-0.236938,clean
-1.22753,0.258989,-0.258015,-0.253762,-0.016274,-0.070029,clean
-0.885313,-0.620789,0.053878,0.444312,0.273422,-0.350139,clean
-0.724476,0.074075,-0.340894,0.2226,0.301787,0.457028,clean
-0.865513,-0.180229,-0.062941,0.37018,-0.139529,0.462789,clean
1.995646,0.109774,-1.401222,0.751773,-0.555189,1.041564,clean
-0.995673,-0.310396,0.950416,-0.11388,1.235864,0.364635,clean
-0.651764,-0.036309,-0.486362,0.013703,0.276132,-0.310694,clean
-1.046916,0.003409,-0.146002,-0.035682,0.024742,0.068724,clean
-0.726736,-0.291824,-0.50865,0.075036,-0.047128,-0.423695,clean
0.879772,-0.735541,-0.528401,-0.102187,0.368168,-0.36486,clean
1.529058,-1.187972,-1.022004,0.595367,-0.985939,-0.713147,clean
-1.409581,0.117015,-0.012208,-0.08173,0.087425,-0.246653,clean
-0.413688,-0.415624,0.125114,0.209651,0.736656,-0.120808,clean
-0.913855,-0.499062,0.568074,0.135319,0.920759,0.07012,clean
-2.070638,0.4054,0.996522,-0.160129,-0.115047,-0.023241,clean
-1.446321,0.531206,-0.667914,0.183892,-0.129426,0.12517,clean
-0.787517,0.461624,-0.928722,-0.381246,-0.342614,-0.032638,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
7.410621,1.314937,-1.510718,-2.423645,0.118073,0.963088,clean
-0.660235,-0.007336,-0.510648,0.035194,0.237347,-0.323034,clean
-1.386852,0.093882,0.11101,0.01615,-0.298931,0.419154,clean
-1.080169,0.129508,-0.449163,0.016959,0.006516,-0.2563,clean
-0.726736,-0.291824,-0.50865,0.075036,-0.047128,-0.423695,clean
-0.932186,-0.141015,-0.728517,0.487707,-0.03254,-0.356552,clean
4.166342,-1.396794,-1.179342,0.473683,-0.462091,-2.357921,clean
-0.407107,-0.051041,-0.346488,-0.090507,0.399902,-0.213938,clean
-0.713477,-0.145302,-0.249592,0.070951,-0.233671,0.176822,clean
4.61081,0.280558,-0.803162,0.298141,0.604112,-0.119832,clean
-2.186169,0.511567,1.232875,-0.229029,-0.169606,-0.047114,clean
-1.218576,-0.361369,0.525685,0.147186,0.448296,0.035509,clean
1.54964,-0.60239,-0.480163,0.114037,1.022336,-0.165873,clean
-1.411597,0.338612,-0.534814,0.125905,-0.100564,0.012453,clean
4.834361,1.018105,-1.410212,0.629551,-0.035523,0.542274,clean
-1.833846,0.342789,-0.020695,0.106363,0.055875,0.022334,clean
-1.409581,0.117015,-0.012208,-0.08173,0.087425,-0.246653,clean
-1.389841,0.366497,-0.778986,0.255066,-0.138078,-0.094201,clean
-2.48317,0.76934,2.182984,-0.377783,-0.512642,-0.089243,clean
-0.816466,0.031042,-0.607455,0.382433,0.149616,-0.287892,clean
5.601703,-1.311935,-1.0894,-0.941473,-0.951574,-1.130843,clean
2.559069,-1.292132,-0.812691,-0.100687,-0.513876,-1.031515,clean
-0.407107,-0.051041,-0.346488,-0.090507,0.399902,-0.213938,clean
-2.088813,0.42348,0.731005,-0.122825,-0.135343,-0.104667,clean
-0.696612,-0.217273,-0.277616,0.446515,0.117355,0.353238,clean
-1.330815,-0.007209,0.178242,0.196054,0.485594,0.160659,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
0.299338,0.78377,-1.565678,0.8865,0.052078,0.234564,clean
-1.409581,0.117015,-0.012208,-0.08173,0.087425,-0.246653,clean
-1.274428,-0.268205,-0.237794,0.315794,-0.375747,-0.348215,clean
-2.496082,0.816447,2.17089,-0.397686,-0.488181,-0.058617,clean
-1.964819,0.299728,1.100919,-0.183346,0.182637,0.020723,clean
5.641926,-1.244368,-1.222017,-0.907552,-0.955355,-1.128664,clean
0.099987,-0.848181,-0.367233,0.216509,0.18484,-0.793799,clean
-1.016477,0.005378,-0.391022,0.054358,0.211001,-0.30305,clean
-1.827442,0.306909,0.17374,0.040068,-0.252725,0.214322,clean
1.112334,-0.625368,-0.366601,-0.581996,0.401645,-0.216008,clean
-2.139125,0.30837,0.942094,-0.000518,-0.429466,0.098067,clean
0.333995,0.536494,-1.184739,-0.011047,0.054596,0.226905,clean
-1.661342,0.323483,-0.217146,0.218869,0.201958,0.127554,clean
-0.299451,-0.107531,-0.559231,-0.065321,0.30811,-0.396774,clean
0.030011,-0.586132,-0.545535,-0.330486,-0.727256,-1.046778,clean
-2.444433,0.628019,2.219268,-0.318076,-0.586027,-0.181121,clean
1.087469,-1.004177,0.376773,0.261266,2.078416,0.331567,clean
-2.346168,0.633099,1.041422,-0.168966,-0.295207,0.008572,clean
-0.726736,-0.291824,-0.50865,0.075036,-0.047128,-0.423695,clean
-0.418382,-0.217793,-0.394457,0.355354,0.41216,0.113876,clean
0.168458,-0.402846,-0.515641,0.223257,-0.035895,0.146615,clean
4.670386,-2.742681,-0.090176,1.738103,-0.257195,-1.73161,clean
-0.498213,0.203806,-1.012792,1.23638,-0.431945,0.501522,clean
-0.682902,0.385887,-1.267457,0.128689,-0.144599,-0.060101,clean
-2.186382,0.52406,1.4147,-0.256172,-0.061253,0.11258,clean
0.052676,-0.034085,-0.594416,-0.487731,0.261947,-0.382725,clean
-1.50863,-0.252615,0.077174,0.215404,-0.366726,-0.416315,clean
-2.48317,0.76934,2.182984,-0.377783,-0.512642,-0.089243,clean
-1.231917,0.012507,-0.15246,0.005824,0.145429,-0.295774,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
-0.726736,-0.291824,-0.50865,0.075036,-0.047128,-0.423695,clean
-0.82794,0.47369,-0.945309,-0.384454,-0.381767,-0.048486,clean
-1.883061,0.351237,0.211917,0.001638,-0.047082,-0.028248,clean
16.274873,2.898702,-0.62206,-5.281661,-0.864239,2.562874,clean
0.047498,-0.040046,-0.577071,-0.501942,0.30344,-0.320391,clean
-2.48317,0.76934,2.182984,-0.377783,-0.512642,-0.089243,clean
0.108149,0.180165,-0.649796,-0.739791,0.082365,-0.208401,clean
-2.062432,0.41456,0.704595,-0.097489,0.007424,0.055164,clean
5.601703,-1.311935,-1.0894,-0.941473,-0.951574,-1.130843,clean
2.626219,-0.767479,-0.353581,1.11825,0.998835,-0.244026,clean
-0.228612,0.34445,-0.98552,-0.232415,-0.235154,0.272465,clean
3.216191,0.566796,-1.403607,0.429927,0.861555,0.436735,clean
-0.353883,0.196379,-0.550504,-0.622546,0.024802,-0.192871,clean
-2.208853,0.507178,0.56133,-0.075805,-0.2535,-0.103605,clean
-0.415092,-0.038477,-0.362851,-0.085469,0.363664,-0.22924,clean
5.641926,-1.244368,-1.222017,-0.907552,-0.955355,-1.128664,clean
-1.647028,0.339183,-0.290314,0.027923,-0.082177,-0.072488,clean
-1.874014,0.35294,0.09776,0.031065,-0.059332,-0.045797,clean
5.577501,1.022746,-1.259464,-2.386405,-0.308273,1.038179,clean
-1.212092,0.082511,0.255841,-0.245472,0.249403,-0.085246,clean
-2.208853,0.507178,0.56133,-0.075805,-0.2535,-0.103605,clean
-0.421279,-0.271188,-0.394392,0.067145,0.302064,-0.466312,clean
-2.346168,0.633099,1.041422,-0.168966,-0.295207,0.008572,clean
-1.419102,0.492925,-0.726861,-0.036299,-0.248936,0.017072,clean
-0.467547,-0.176371,-0.271376,0.446206,0.697124,0.029128,clean
-1.656843,0.16377,-0.147289,0.313638,-0.125001,0.182075,clean
-1.545366,0.425542,-0.724388,0.252593,-0.098245,-0.022675,clean
4.100008,0.800235,-1.356762,-1.211392,0.20069,0.480033,clean
-0.621067,-0.296695,0.152689,-0.228403,0.566707,-0.378664,clean
-2.150507,0.473758,0.345865,-0.024351,-0.230804,-0.111714,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
-1.314615,0.403748,-0.676167,-0.070429,-0.194156,-0.066311,clean
-0.747008,-0.239397,-0.270235,0.432701,0.378437,-0.120765,clean
-1.986863,0.262496,0.181994,0.204206,-0.234394,0.192986,clean
2.966044,-0.429072,-1.427907,-0.119839,-1.712062,0.891395,clean
-1.308928,0.238541,-0.506913,0.296271,0.213676,0.060473,clean
-1.366431,0.042252,0.261484,-0.149136,0.248054,-0.201164,clean
1.943309,-2.199899,-0.343321,1.063878,-1.457916,0.142401,clean
-1.088067,-0.041203,-0.047101,0.015848,0.327374,-0.205746,clean
-0.597443,-0.311662,-0.024708,0.391178,0.580393,0.532683,clean
-2.155652,0.490837,0.59258,-0.083164,-0.191752,-0.041456,clean
0.445044,-0.3125,-1.0423,0.863658,-0.985697,0.571665,clean
-1.513596,0.027817,0.217646,0.154427,0.278163,-0.055622,clean
0.165189,0.654707,-1.445512,-0.498858,-0.318093,0.137489,clean
-1.835883,0.389749,0.512207,-0.185889,-0.018643,0.064924,clean
-2.208853,0.507178,0.56133,-0.075805,-0.2535,-0.103605,clean
-1.591388,0.208635,-0.000122,0.03073,0.094972,-0.142359,clean
-1.906609,0.406901,0.289599,-0.086442,-0.130495,-0.001049,clean
8.185446,-0.589547,0.02797,2.719206,1.425954,-1.53928,clean
-1.183303,0.358533,-0.645856,0.110383,-0.01493,0.068153,clean
13.453328,0.848966,0.635859,-2.702651,2.334094,3.382443,clean
-2.208853,0.507178,0.56133,-0.075805,-0.2535,-0.103605,clean
-0.636146,-0.274896,0.14807,-0.223462,0.570016,-0.328875,clean
-0.085117,-0.385623,-1.035253,0.655053,-0.470098,-0.212093,clean
-0.50677,-0.39179,0.073792,-0.003312,0.726394,-0.212633,clean
-0.097253,0.958601,-1.806378,0.072885,-0.565155,0.023854,clean
-1.900938,0.352975,0.242824,0.03054,0.101485,0.101495,clean
-0.777975,-0.13783,-0.392545,0.238523,0.11827,0.094616,clean
-1.366431,0.042252,0.261484,-0.149136,0.248054,-0.201164,clean
-0.597443,-0.311662,-0.024708,0.391178,0.580393,0.532683,clean
2.689417,0.263196,-0.904741,-1.23259,0.395797,-0.1373,clean
-2.238395,0.56131,1.206813,-0.220658,-0.227025,-0.022594,clean
-2.322737,0.596009,1.1787,-0.178801,-0.339981,-0.035227,clean
-1.799209,0.467444,-0.30004,0.078982,-0.146221,0.050113,clean
-1.925823,0.463713,0.136287,-0.071929,-0.154156,0.016864,clean
-1.756168,0.272548,0.331803,-0.020974,0.163279,0.114331,clean
-0.875767,0.009887,-0.373067,0.000868,0.151822,-0.299708,clean
-1.894136,0.039886,0.797188,0.014769,-0.085767,-0.241624,clean
1.105825,-1.799239,0.264622,-0.293052,-0.341902,-1.970667,clean
-1.780422,0.252692,0.327434,-0.081455,-0.090121,-0.132426,clean
-2.705008,1.08094,3.078882,-0.558346,-0.76435,-0.067756,clean
-1.625772,0.078338,1.239078,-0.185188,0.808857,0.477407,clean
-0.399607,0.357763,-0.850207,-0.471653,-0.318732,0.262892,clean
5.857628,1.659473,-1.847859,-0.676482,-0.306309,2.234931,clean
-1.970577,0.384203,0.752193,-0.114858,0.046207,0.098191,clean
-2.406557,0.700316,1.584401,-0.287242,-0.428504,-0.118181,clean
1.132706,-0.977861,-0.868563,0.793234,-0.28478,-1.036851,clean
-1.646078,0.343795,-0.452706,0.171753,-0.106837,-0.108765,clean
-2.666944,1.008317,3.106531,-0.543815,-0.739732,-0.07869,clean
-2.079363,0.467445,0.196331,0.023356,-0.152161,0.000486,clean
-1.492926,0.519012,-0.600624,-0.179781,-0.293976,-0.020335,clean
6.337892,1.092902,-0.948904,-2.877669,0.582246,1.223567,clean
-0.86719,-0.072561,-0.259421,-0.037088,0.204844,-0.258419,clean
-1.944191,0.426546,-0.214454,0.15291,-0.106818,-0.000049,clean
-1.329589,0.15702,-0.282134,0.039016,0.087355,-0.197952,clean
0.244938,0.879108,-1.786398,0.105939,-0.465623,0.060014,clean
-1.946994,0.509482,0.698012,-0.270517,-0.145446,0.118131,clean
10.406726,0.5545,0.25523,-2.02669,1.96567,1.65275,clean
3.787043,-0.315321,-0.06171,-0.989325,1.467603,-0.157855,clean
-1.109667,-0.024422,-0.219623,0.10095,-0.005007,0.127823,clean
-0.86719,-0.072561,-0.259421,-0.037088,0.204844,-0.258419,clean
-1.835987,-0.07262,0.823139,0.019848,-0.120155,-0.421618,clean
-1.894136,0.039886,0.797188,0.014769,-0.085767,-0.241624,clean
1.226097,-0.049226,-1.023222,0.030397,0.196095,-0.368402,clean
0.478524,-0.388897,-1.227879,1.179242,-0.452968,-0.589617,clean
-2.036076,0.53184,0.020143,-0.035645,-0.227258,0.046283,clean
-1.226229,0.568073,-0.083077,-0.843556,-0.19669,0.285318,clean
-1.109667,-0.024422,-0.219623,0.10095,-0.005007,0.127823,clean
-2.201545,0.54819,1.226553,-0.223429,-0.162942,0.050004,clean
-1.178538,0.435961,-0.752688,0.274388,-0.010142,0.186158,clean
-1.709642,0.403369,-0.524735,0.19949,-0.125982,-0.025869,clean
-0.071671,-0.631293,0.2132,0.515069,1.256484,-0.004184,clean
0.01059,-0.624708,-0.081471,0.728376,0.750003,-0.279941,clean
-1.944191,0.426546,-0.214454,0.15291,-0.106818,-0.000049,clean
2.074763,-0.711874,-0.073379,0.59114,1.295082,-0.211485,clean
-2.201545,0.54819,1.226553,-0.223429,-0.162942,0.050004,clean
-1.940051,0.364309,0.192738,0.0063,-0.090779,-0.089843,clean
5.054994,0.262724,-1.263257,0.755897,0.117167,-0.060079,clean
-0.059512,-0.372498,-0.334848,0.751988,0.585078,-0.311215,clean
5.655539,-0.183059,-0.97182,-0.855037,0.367219,-0.187593,clean
0.243498,-1.560029,1.924229,-0.115772,3.320269,1.260309,clean
-1.835987,-0.07262,0.823139,0.019848,-0.120155,-0.421618,clean
-1.491205,0.266198,-0.260306,0.159978,0.112141,-0.046259,clean
5.297056,-1.525244,0.309324,-0.082326,1.23469,0.236086,clean
-2.201545,0.54819,1.226553,-0.223429,-0.162942,0.050004,clean
-1.575057,0.283168,0.269578,-0.151424,-0.140936,0.339593,clean
0.595611,0.244914,-0.538269,0.925305,1.188646,0.484168,clean
-1.457973,0.112621,-0.132291,0.229457,0.254352,-0.000544,clean
0.678875,0.112546,-0.918747,-0.511511,0.356408,-0.045656,clean
-0.608675,0.163062,-0.470054,0.044289,0.368617,0.218578,clean
-2.201545,0.54819,1.226553,-0.223429,-0.162942,0.050004,clean
-1.851104,0.01406,0.537113,0.086877,-0.158379,-0.241407,clean
-1.408454,0.412304,-0.342548,0.024744,0.046078,0.183593,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
-1.447657,0.434792,-0.607493,-0.030915,-0.18389,-0.020337,clean
-1.10846,-0.040833,-0.143441,0.309671,0.442898,-0.004601,clean
-1.248779,-0.335805,0.528776,0.104618,0.501275,-0.139726,clean
0.883337,-2.28674,0.263996,0.868684,-0.174794,-1.036474,clean
