@relation 'CM1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-9'

@attribute 0.203LOC_TOTAL... numeric
@attribute -0.443NORMALIZED_CYLOMATIC_COMPLEXITY... numeric
@attribute -0.432ESSENTIAL_DENSITY... numeric
@attribute 0.521DESIGN_DENSITY... numeric
@attribute -0.52HALSTEAD_LEVEL... numeric
@attribute '0.72 PARAMETER_COUNT...' numeric
@attribute -0.439PERCENT_COMMENTS... numeric
@attribute 0.526PARAMETER_COUNT... numeric
@attribute class {buggy,clean}

@data
-2.238399,0.488177,1.517439,0.677284,-0.152817,-0.142241,-0.407905,-0.023691,clean
-2.998324,-0.344852,0.817207,-0.697567,-0.008894,0.846802,1.388099,-0.062458,clean
11.729863,0.239747,-0.420626,3.468135,-0.36299,1.710415,-1.235902,-1.902773,clean
-2.577165,0.333076,1.43637,1.040364,0.571108,-0.130271,0.776146,0.134437,clean
-0.880462,-0.065818,-2.656796,0.269697,0.245836,-0.755575,-0.354281,0.386535,clean
-1.392827,1.886012,0.116983,-0.008048,-0.428729,-1.311657,-2.13302,-0.160048,clean
0.256936,0.053663,-0.492829,0.815223,0.011402,-0.22469,-1.181928,-0.512358,buggy
-2.008409,0.017531,1.621913,-0.052684,0.480938,0.09242,0.574641,-0.561914,clean
-0.698965,2.25871,-1.42989,-0.787758,-0.279831,1.506465,-0.210722,1.05847,clean
-3.250501,-0.497367,0.75481,-0.25484,-0.913452,0.543286,0.330403,0.307196,clean
8.086767,0.91804,2.965725,1.352488,0.852511,1.50288,-0.958071,-1.875705,clean
-3.312717,0.050655,0.16052,-0.748395,-1.091835,-0.031926,0.00268,-0.080312,clean
-1.043077,-0.787315,-2.233317,0.609067,-0.107612,-0.310453,0.180652,0.398276,clean
-2.475108,-0.431757,1.327328,-0.452327,0.47389,0.85701,1.212707,-0.133563,clean
2.518598,0.850114,-1.385319,-0.193448,-0.644004,3.130395,-1.614946,0.551452,buggy
-2.955392,0.19686,0.144967,-0.627323,-0.39769,-0.429342,0.534507,-0.419509,clean
-2.155108,1.672697,-0.127606,-0.117744,-0.902054,-0.730137,-1.962555,0.306966,clean
6.059608,-1.082049,-0.380933,-1.01694,0.224558,-0.282439,0.132079,-1.122862,clean
7.755998,2.069478,2.007565,1.480009,1.777662,0.51554,-1.255291,-1.180497,buggy
8.242275,-0.560547,1.680852,1.154748,1.003955,2.163453,-1.388698,-1.278034,clean
-3.025265,-0.102587,-0.068627,-1.023317,-0.26752,0.235451,0.74245,0.014396,clean
-0.925972,0.84887,1.717717,0.996802,0.79368,-0.304275,-0.299926,-0.584649,clean
-0.569639,1.46654,0.963785,1.011537,1.258788,-0.152523,0.482625,-0.209082,clean
2.847189,-1.022336,-0.250462,0.727187,0.570854,-0.125457,-0.10595,-0.932239,clean
-2.254753,1.589362,-0.107535,-0.104267,-0.582532,-0.583411,-0.688834,0.085952,buggy
-3.109683,0.519433,-0.254009,-0.916607,-1.534851,-0.17341,-1.01426,0.155138,buggy
-1.714932,1.971072,-0.178411,1.503762,0.745787,-0.973631,0.176989,0.042946,clean
-2.57619,0.350368,1.183229,0.214412,0.10637,-0.736807,0.131483,-0.330187,clean
-2.336872,-1.700702,1.936017,-1.727336,0.731916,0.858642,1.203981,-0.749034,clean
12.004245,-0.035796,2.084179,-0.085613,-0.350572,-0.663311,0.462133,-2.046854,clean
-3.518375,0.381679,2.220549,1.695285,-2.913128,0.168199,-1.418953,1.774184,clean
-1.874876,-1.347267,-1.619058,1.966813,-1.060281,-1.048501,0.303115,-0.30814,clean
5.41991,1.953286,0.182683,-0.78052,1.960035,0.453206,-0.112198,0.743567,clean
-2.138794,1.170362,0.492221,0.77535,0.371161,-0.010577,-0.100811,0.415171,clean
1.011975,1.688858,-0.560351,-1.565861,0.293817,-0.635599,2.109608,-0.042176,clean
-1.688213,-3.09938,-2.595934,0.301658,0.050456,-0.683401,-1.254084,0.515386,buggy
-3.624573,-0.409325,1.615925,1.049429,-0.525274,-0.434859,0.304613,0.564027,clean
-1.356201,1.454299,0.659465,0.526163,0.907203,-0.874063,0.278195,-0.290954,clean
0.706541,1.051656,0.186563,-0.406213,1.60463,2.172363,1.187244,1.435268,buggy
3.167829,-1.456845,0.280912,0.37365,1.232003,-0.381984,1.676595,-0.390748,clean
-1.900689,-4.739817,-0.879919,0.421938,0.596315,-0.290927,0.624571,-0.220523,clean
-1.21018,1.417301,-0.285531,-1.07564,-0.162014,0.425701,-0.232094,-0.165071,clean
-3.420482,-0.100362,0.455974,0.081916,-0.817018,0.854372,0.875025,0.722244,clean
-2.782283,1.304126,0.528429,1.858016,-1.052377,0.166886,0.192502,0.582076,clean
7.615844,2.13218,0.528187,-1.623882,3.959599,-1.968888,-0.71473,3.479014,buggy
-3.152225,0.105244,-0.02393,-0.963943,-0.891472,-0.10188,-0.152737,-0.104508,clean
-1.909358,-2.737205,-0.949097,1.634825,-0.539341,-0.431309,0.747157,-0.150167,clean
