@relation data/M_multi_metrics_JDT.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute numberOfNonTrivialBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute WCHU_fanIn numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute WCHU_numberOfMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute WCHU_wmc numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfMethods numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_cbo numeric
@attribute WCHU_rfc numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_cbo numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute numberOfBugsFoundUntil: numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute LDHH_cbo numeric
@attribute WCHU_numberOfLinesOfCode numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
1,0,0,9,0,0,0.008246,0,0,0,11.1327,0,0,0,1,0,0,19,0,0,8.1664,0,0,0,13,152,0,6,1,2,0,0,15,0,67,0,0,0.001404,2.02,0,15,3.05,1,0,0,0,0,0,2.02,0.134361,1.01,13,0.00225,0.001487,0.002581,8,5,0.002369,2.04,0.17641,0,clean
0,0.000958,0,8,0,0,0.019474,0.001307,0,0,8.63149,0,0,1.01,0,0,0,38,0,0,8.1599,0,0.001421,1.01,6,136,95,19,3,1,0,0,171,1.01,72,0.001959,0,0.001807,0,1.18,6,1.03,10,0,6,0,1.01,0,0,0.157177,3.05,11,0,0.004821,0.0018,73,9,0,1.03,0.238388,0.001746,clean
0,0.006455,0,0,0,0,0.007783,0,0,0,1.67023,0,1.02,1.02,0,0,0,7,0.007391,0,0.086247,0,0,1.04,3,27,0,3,1,3,0,0,3,0,13,0.007354,0,0.007427,1.01,1.07,6,1.1,2,1,2,0,0,0,1.01,0.024114,0,2,0.006522,0,0.00723,8,3,0.006708,1.14,0.091732,0.007278,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,3,0,0,10,0,0,0.097153,0,0.028601,0,2,31,219,3,2,1,0,0,3,9.3,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0.006219,6.09,1,0,0.006703,0,55,3,0,0,0.001031,0,clean
13,0.000617,0.000731,6,0,1.01,0.22605,0,1.01,0.00022,10.7103,0,1.06,1.06,4,0,0,133,0.000481,1.01,0.270568,0,0,3.3,16,474,0,43,1,6,0,0,903,0,273,0.005446,0.000606,0.005061,1.01,3.37,22,4.14,12,1,5,1,0,0,0,0.022348,1.01,6,0.00069,0.001487,0.005397,8,30,0,4.45,0.0316,0.000688,clean
0,0,0,1,0,0,0.005462,0,0,0,6.60309,0,0,0,0,0,0,10,0,0,0.168035,0,0,0,2,35,0,4,1,9,0,0,6,0,10,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0.013369,1.01,1,0,0.001487,0,8,4,0,0,0.009242,0,clean
0,0,0.010167,15,0,0,0.010147,0,1.01,0,13.1474,0,0,0,5,0,2,40,0,0,0.314168,0,0.043647,3.05,11,232,380,6,3,1,0,1.02,15,23.65,85,0.002712,0,0.004454,0,0,12,4.12,7,0,2,3,0,0.001409,1.01,0.020265,2.02,15,0,0.002695,0.003991,38,6,0.010156,5.43,0.004088,0,clean
0,0,0,1,0,0,0.003817,0,0,0,6.70304,0,0,0,1,0,0,6,0,0,8.10942,0,0,0,2,18,0,4,2,4,0,0,6,0,6,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0.152618,1.01,1,0,0.001487,0,15,3,0,0,0.231938,0,clean
0,0,0.001839,9,0,0,0.008851,0,2.02,0,12.6182,0,0,0,0,19,1,21,0,0,0.294949,0,0.043647,2.02,8,99,380,11,2,27,0,1.02,55,23.65,38,0.001806,0,0.002543,0,0,35,4.09,0,1,0,4,0,0.001409,2.02,0.017605,2.02,9,0,0.002695,0.003269,27,11,0.001885,3.1,0.001511,0,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,6,0,0,0.097153,0,0.043647,0,4,26,397,4,6,1,0,1.02,6,23.65,16,0,0,0,0,0,5,0,0,0,0,0,0,0.001409,0,0.006219,3.03,1,0,0.002977,0,72,4,0,0,0.001031,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,4,0,0,0.097153,0,0.043647,0,1,12,387,2,3,1,0,1.02,1,23.63,7,0,0,0,0,0,2,0,0,0,0,0,0,0.001409,0,0.006219,2.02,0,0,0.002695,0,32,2,0,0,0.001031,0,clean
0,0,0,3,0,0,0.002887,0,0,0,10.1694,0,0,0,0,0,0,258,0,0,0.256506,0,0,2.02,12,1081,1,12,3,1,0,0,66,0,352,0.001468,0,0.002708,2.02,0,13,2.04,14,0,14,0,0,0,2.02,0.020286,1.01,4,0.001667,0.001487,0.001527,40,11,0.001893,3.05,0.019194,0,buggy
0,0,0.010964,3,0,0,0.005279,0,2.02,0,7.10696,0,0,0,4,0,0,25,0,0,8.06834,0,0,1.01,2,78,0,12,1,7,0,0,66,0,21,0.000886,0,0.000852,0,0,9,0,4,0,0,1,0,0,2.02,0.127566,1.01,3,0,0.001487,0,8,12,0.011056,1.01,0.17271,0,clean
1,0.003169,0.000731,17,0,3.04,0.06213,0.003664,1.01,0.003884,14.3292,0,1.01,4.08,1,0,0,56,0.000773,3.03,0.349752,0,0.002293,6.29,3,258,2,25,2,2,0,0,300,1.01,130,0.006917,0.003549,0.008133,1.01,5.64,5,6.64,13,0,8,4,4.07,0,2.02,0.025081,6.08,18,0.000869,0.008766,0.007111,41,24,0.001588,9.48,0.01891,0.00376,clean
0,0.003589,0,0,0,0,0.002208,0,0,0,4.07501,0,0,1.01,0,3,0,5,0,0,0.097153,1.01,0,0,1,15,2,5,2,3,0.0038,0,10,0,6,0,0,0,0,1.05,4,1.01,2,0,0,0,0,0,0,0.006219,2.04,0,0,0.002666,0.003821,14,2,0,0,0.001031,0.0045,clean
0,0.000558,0.021853,11,0,0,0.009116,0,6.12,0,10.6043,0,0,1.01,0,0,0,32,0,0,8.20567,0,0.001421,2.02,5,124,97,15,4,58,0,0,105,1.01,47,0.00152,0,0.002709,0,1.14,62,3.06,4,0,3,1,0,0,6.12,0.159856,3.05,13,0,0.004821,0.003258,79,4,0.021816,3.14,0.238377,0.000688,clean
0,0.000726,0.000838,7,0,0,0.00319,0.000757,1.01,0,9.14824,0,0,1.01,0,0,1,9,0,0,0.221303,0,0.043647,1.01,1,32,384,8,6,0,0,1.02,28,23.66,13,0.001073,0,0.001091,0,1.07,1,1.01,1,0,0,1,1.01,0.001409,1.01,0.014825,5.06,7,0,0.014073,0.001082,79,8,0.000912,1.03,0.003397,0.000852,clean
0,0,0,1,0,0,0.005638,0,0,0,3.9771,0,0,0,0,0,0,8,0,0,0.094053,0,0.043647,0,1,28,415,5,6,1,0,1.02,10,23.66,12,0,0,0.001091,0,0,2,0,0,0,0,0,0,0.001409,0,0.005853,6.08,1,0,0.014592,0,93,5,0,1.04,0.000757,0,clean
0,0,0,5,0,0,0.005103,0,0,0,7.11369,0,0,0,2,0,0,49,0,0,0.171667,0,0.047439,3.4,5,107,135,4,3,1,0,0,6,8.55,24,0.002697,0,0.003699,0,0,6,3.19,2,0,0,0,0,0,0,0.011297,5.07,6,0,0.023358,0.003116,67,2,0,4.78,0.00153,0,clean
0,0.002451,0,13,0,0,0.015381,0.004148,0,0,13.0619,0,0,1.01,0,0,0,22,0,0,8.31531,2.02,0,1.01,0,66,0,22,1,0,0.001202,0,231,0,22,0.003788,0,0.003723,0,1.21,0,1.01,0,2,0,0,1.01,0,0,0.183885,2.02,15,0,0.005047,0.003642,30,22,0,1.03,0.361134,0.003109,clean
0,0,0.001011,2,0,0,0.002274,0,1.02,0,5.19438,0,0,0,0,3,0,6,0,0,0.123602,1.02,0,0,0,18,4,6,3,8,0.0038,0,15,0,6,0,0,0,0,0,8,0,3,0,0,0,0,0,1.02,0.007845,3.05,2,0,0.006314,0,19,3,0.001056,0,0.001158,0,clean
0,0,0,1,0,0,0.003771,0,0,0,7.88927,0,0,0,1,0,0,1,0,0,0.188296,0,0.036902,0,0,5,35,1,4,1,0,1.02,0,9.2,1,0,0,0.000811,0,0,1,0,1,0,0,0,0,0.001409,0,0.012192,3.05,1,0,0.003609,0,47,1,0,1.01,0.00302,0,clean
0,0.000753,0.011505,3,0,0,0.010251,0.00089,3.04,0,13.4078,0,0,1.01,1,6,0,19,0,0,8.25459,0,0.043647,3.06,9,63,384,8,5,14,0,1.02,28,23.66,30,0.010401,0,0.009912,3.03,1.07,22,5.08,1,0,0,0,1.01,0.001409,5.07,0.153461,8.09,4,0.002691,0.027085,0.011588,87,7,0.013378,3.16,0.25148,0.000936,clean
1,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,3,0,0,13,0,0,0.097153,0,0,0,1,41,0,4,1,1,0,0,6,0,10,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.006219,1.01,1,0,0.001487,0,8,3,0,0,0.001031,0,clean
0,0.004335,0.010167,0,0,0,0.007816,0.004043,1.01,0,10.7711,0,0,2.02,1,1,0,3,0,0,8.15155,0,0,2.04,1,9,3,4,3,3,0,0,6,0,5,0.004753,0,0.004344,0,2.09,4,2.04,3,1,0,0,1.01,0,1.01,0.131699,2.04,1,0,0.002666,0.004691,17,3,0.010156,2.09,0.169684,0.005344,clean
5,0.000974,0,4,0,0,0.055925,0.001082,0,0,12.4195,0,0,1.01,0,0,0,39,0,0,8.31314,0,0,4.08,12,200,0,7,1,0,0,0,21,0,88,0.004473,0,0.003578,4.05,1.06,12,3.12,9,1,9,1,1.01,0,4.05,0.188628,0,6,0.01043,0,0.003551,8,2,0.011405,3.51,0.333078,0.001267,clean
0,0.002513,0.002878,0,0,0,0.004458,0.004094,1.01,0,6.91346,0,0,1.01,0,7,0,7,0,0,8.06267,0,0,1.01,3,24,5,6,1,2,0,0,15,0,13,0.003152,0,0.002979,0,1.05,4,1.02,3,0,0,0,1.01,0,1.01,0.126527,2.02,0,0,0.006651,0.003095,13,5,0.003758,1.03,0.167892,0.004124,clean
1,0,0.012802,3,0,0,0.001636,0,1.01,0,3.17525,0,0,0,0,0,0,13,0,0,0.085017,0,0,0,5,44,0,4,2,2,0,0,6,0,25,0,0,0,0,0,7,1.01,1,0,1,1,0,0,1.01,0.007977,1.03,4,0,0.001487,0.000669,39,1,0.012947,0,0.011718,0,clean
0,0,0,1,0,0,0.001695,0,0,0,1.06049,0,0,0,0,0,0,1,0,0,0.031629,0,0,0,0,3,11,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.003711,0,1,0,0,0,47,1,0,0,0.006732,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,5,0,0,0.097153,0,0,0,2,21,1,3,3,1,0,0,3,0,5,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0.006219,1.01,0,0,0.001487,0,31,3,0,0,0.001031,0,clean
0,0.001347,0.01746,57,13.18,28.82,0.229668,0.001654,13.28,0.001778,36.059,0.021135,0,2.05,42,0,1,392,0,3.11,1.04934,0,0.002715,32.5,6,974,0,15,1,27,0,1.01,105,2.94,287,0.050147,0.043697,0.055177,2.02,2.6,33,30.82,218,2,1,3,2.05,0.001409,15.3,0.134495,1.01,76,0.002042,0.001487,0.051354,8,14,0.02253,40.21,0.32745,0.001825,buggy
0,0,0,4,0,0,0.003761,0,0,0,6.92698,0,0,0,0,0,0,16,0,0,0.161994,0,0,0,6,62,38,12,3,1,0,0,66,0,33,0,0,0,0,0,7,2.04,2,0,0,0,0,0,0,0.009727,1.03,4,0,0.001487,0.001675,119,8,0,0,0.001125,0,clean
0,0,0.010167,1,0,0,0.002635,0,1.01,0,7.98927,0,0,0,0,0,0,9,0,0,0.187307,0,0.043647,0,5,32,380,7,3,1,0,1.02,21,23.65,17,0,0,0,0,0,6,0,0,0,0,0,0,0.001409,1.01,0.011321,2.02,1,0,0.002695,0,38,7,0.010156,0,0.001258,0,clean
7,0.002087,0.017659,32,0,2.04,0.259287,0.00227,4.05,0.001625,34.0926,0,2.04,3.04,0,0,1,79,0.001094,2.03,8.89712,1.01,0,8.4,11,289,5,14,3,3,0,1.01,91,0,111,0.044259,0.001828,0.046829,5.06,3.46,14,9.63,11,2,9,7,2.02,0,7.09,0.247916,2.03,34,0.024582,0.010965,0.048132,21,6,0.046368,11.27,0.465087,0.002865,buggy
0,0,0,6,0,0,0.007999,0,0,0,13.1641,0,0,0,0,0,0,21,0,0,8.24874,0,0,0,13,104,8,18,3,1,0,0,153,0,65,0,0,0.003495,3.03,0,14,3.04,0,3,0,0,0,0,3.03,0.151806,2.03,9,0.005804,0.005047,0.005675,46,15,0.006468,1.01,0.248283,0,clean
0,0,0,2,0,0,0.002781,0,0,0,6.92698,0,0,0,0,0,0,9,0,0,0.161994,0,0.017706,0,4,28,37,4,5,2,0,0,6,2.13,12,0,0,0,0,0,6,1.01,0,0,0,0,0,0,0,0.009727,4.04,2,0,0.01375,0.000845,88,1,0,0,0.001125,0,clean
0,0,0,10,0,0,0.00847,0,0,0,13.7034,0,0,0,4,1,0,46,0,0,8.25014,0,0,1.01,13,223,18,6,2,2,0,0,15,0,104,0.000945,0,0,3.03,0,15,3.1,4,2,0,3,0,0,3.03,0.148299,4.04,12,0.010964,0.01375,0.002411,62,2,0.011925,0,0.213692,0,buggy
0,0.004874,0,5,1.04,1.04,0.039472,0.005736,0,0,10.2069,0.006873,0,1.03,7,0,0,39,0,0,8.22695,0,0.013698,2.13,8,166,126,10,3,1,0,0,45,6.04,40,0.009388,0.00669,0.009326,1.01,1.24,9,2.13,7,2,0,0,1.03,0,1.01,0.171941,3.06,6,0.005297,0.00753,0.009545,44,10,0.006713,2.64,0.299491,0.005116,clean
0,0,0,2,1.02,1.02,0.004833,0,0,0,9.51627,0.000774,0,0,5,0,1,35,0,0,0.223586,0,0,2.04,7,99,0,7,1,1,0,0,21,0,36,0.001753,0.00052,0.001799,1.01,0,7,2.03,5,1,0,1,0,0,1.01,0.013595,1.01,2,0.00073,0.001487,0.001927,8,0,0.000755,2.15,0.001467,0,clean
0,0,0.012802,3,0,1.02,0.036051,0,1.01,0.002809,3.80102,0,0,0,0,0,0,12,0,1.02,0.105192,0,0,1.1,3,50,0,2,2,2,0,0,1,0,18,0.000491,0.001992,0.000303,1.02,0,5,1.13,3,0,3,1,0,0,2.03,0.010743,1.03,4,0.001022,0.001487,0.000669,39,1,0.014794,1.42,0.018456,0,clean
16,0.002381,0,4,0,2.02,0.031475,0,0,0.002983,7.07936,0,2.02,2.02,0,0,0,157,0.001859,2.02,0.314409,0,0,3.04,16,606,0,27,1,2,0,0,351,0,306,0.025653,0.003466,0.00711,3.04,2.52,17,4.17,13,0,13,0,0,0,3.04,0.071511,0,7,0.003868,0,0.0078,8,9,0.004053,4.33,0.143996,0.002915,buggy
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,1,0,0,3,0,0,0.097153,0,0.043647,0,1,14,400,2,5,1,0,1.02,1,23.64,4,0,0,0,0,0,2,0,1,0,0,0,0,0.001409,0,0.006219,4.04,1,0,0.003869,0,65,2,0,0,0.001031,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,1,0,0,1,0,0,0.097153,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0.006219,2.03,0,0,0.002221,0,23,1,0,0,0.001031,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0.041451,0,4,32,389,3,6,1,0,1.02,3,21.62,13,0,0,0,1.01,0,5,0,1,0,0,0,0,0.001409,1.01,0,7.1,0,0.000909,0.015701,0,83,3,0.000912,0,0,0,clean
0,0.000617,0,4,0,0,0.004708,0.000844,0,0,6.84846,0,0,1.01,0,0,0,35,0,0,8.10896,0,0.001421,1.01,7,141,95,16,3,1,0,0,120,1.01,70,0.000839,0,0.000811,0,1.16,7,1.01,7,0,4,0,1.01,0,0,0.151789,2.02,5,0,0.003929,0.000836,73,7,0,1.03,0.231177,0.000853,clean
0,0.000499,0,0,1.01,1.01,0.004637,0.001042,0,0,6.26221,0.000619,0,1.01,5,0,0,4,0,0,0.148552,0,0.001073,1.01,3,17,1,4,2,1,0,0,6,1.04,7,0.000898,0.000961,0.000831,0,1.04,4,1.01,5,0,0,0,1.01,0,0,0.009324,2.02,0,0,0.00208,0.000772,11,4,0,1.04,0.001245,0.000876,clean
0,0.000472,0.01094,0,0,0,0.003395,0.000441,4.04,0,6.20089,0,0,1.01,10,3,0,16,0,0,0.147285,0,0.043647,1.02,2,57,380,11,3,2,0,1.02,55,23.65,25,0.000886,0,0.000819,0,1.1,4,1.03,16,0,0,0,1.01,0.001409,4.04,0.009281,2.02,1,0,0.002695,0.000743,46,11,0.011021,1.08,0.001259,0.000488,clean
0,0.002843,0.01302,16,0,0,0.017553,0.002409,4.08,0,11.6167,0,0,3.04,0,2,2,94,0,0,0.298042,0,0.004526,5.22,23,312,52,20,4,11,0,0,190,1.03,150,0.008165,0,0.007791,4.08,3.71,33,5.38,0,1,0,3,2.03,0,5.14,0.025544,11.2,19,0.006604,0.028092,0.008126,141,14,0.017757,5.83,0.036193,0.003588,clean
6,0,0,2,0,0,0.002324,0,0,0,1.09529,0,0,0,10,1,0,78,0,0,0.073505,0,0,1.02,9,299,0,13,1,3,0,0,78,0,51,0.007818,0,0.006988,0,0,11,0,10,1,0,0,0,0,0,0.024688,0,2,0,0,0,8,1,0,1.06,0.077342,0,clean
0,0,0,7,1.01,1.01,0.024178,0,0,0,12.7023,0.001021,0,0,5,0,1,20,0,0,8.23331,0,0.043647,3.04,11,92,380,7,3,0,0,1.02,21,23.65,34,0.002929,0.000932,0.004534,2.03,0,11,3.06,5,1,0,2,0,0.001409,2.03,0.148845,2.02,8,0.002194,0.002695,0.005201,38,7,0.002659,4.19,0.230898,0,clean
4,0.000876,0,10,1.01,1.01,0.022009,0,0,0,14.9973,0.000608,1.01,1.01,6,0,0,79,0.001163,0,8.32551,0,0.016601,4.11,16,271,12,9,1,3,0,0,36,1.12,116,0.011622,0.000543,0.012643,4.04,1.08,19,5.12,6,1,0,2,0,0,4.04,0.172211,1.01,14,0.006033,0.001487,0.014309,11,4,0.006047,6.34,0.287168,0.001145,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,2,0,0,4,0,0,0.097153,0,0.035574,0,0,13,28,4,2,3,0,1.02,6,8.19,4,0,0,0,0,0,3,0,3,0,1,0,0,0.001409,0,0.006219,2.02,1,0,0.002695,0,16,3,0,0,0.001031,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,3,0,0,4,0,0,0.097153,0,0,0,0,11,0,2,2,1,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.006219,1.01,1,0,0.001487,0,11,1,0,0,0.001031,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,3,0,0,0.097153,0,0.025373,0,1,11,68,3,2,1,0,0,3,14.23,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.006219,4.04,0,0,0.006896,0,33,2,0,0,0.001031,0,clean
0,0,0,3,0,0,0.025331,0,0,0,7.25753,0,0,0,0,0,0,24,0,0,0.168437,0,0.001092,0,5,131,114,2,1,1,0,0,1,1.02,38,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0.009806,1.01,5,0,0.001487,0,9,2,0,0,0.000656,0,clean
0,0,0,1,0,0,0.005797,0,0,0,7.90701,0,0,0,0,0,0,35,0,0,0.187868,0,0.025373,2.15,5,69,68,5,2,1,0,0,10,14.23,30,0.001991,0,0.001828,0,0,5,2.1,1,0,0,0,0,0,0,0.011926,4.04,2,0,0.006896,0.001833,33,4,0,2.15,0.002227,0,buggy
0,0,0,3,0,0,0.002516,0,0,0,6.93237,0,0,0,3,2,3,11,0,0,0.162632,0,0.043647,1.01,0,34,384,9,5,4,0,1.02,36,23.66,9,0.000804,0,0.000805,0,0,4,0,3,0,0,3,0,0.001409,0,0.009857,4.05,3,0,0.012864,0,85,9,0,1.01,0.001154,0,clean
0,0,0.001072,3,0,0,0.00427,0,1.01,0,8.13317,0,0,0,1,0,0,2,0,0,0.191479,0,0.036902,0,0,9,35,2,4,8,0,1.02,1,9.2,2,0,0,0,0,0,8,0,2,0,1,0,0,0.001409,1.01,0.011737,3.05,3,0,0.003609,0,47,2,0.001083,0,0.001428,0,clean
2,0,0,3,0,0,0.002264,0,0,0,4.8759,0,0,0,0,0,0,40,0,0,0.114995,0,0,0,12,123,0,17,2,1,0,0,136,0,53,0,0,0,0,0,13,0,12,1,12,0,0,0,0,0.007119,1.01,3,0,0.001487,0,32,14,0,0,0.001043,0,clean
1,0.000718,0.002293,5,1.01,1.02,0.011635,0,2.05,0.00077,8.13684,0.000939,1.01,1.01,0,0,1,7,0.001087,1.03,0.192409,0,0.005575,2.03,0,19,152,6,2,7,0,0,15,4.09,7,0.001815,0.000807,0.001701,1.02,1.05,7,2.02,3,0,3,1,0,0,3.07,0.01192,1.01,5,0.000889,0.001487,0.001734,41,5,0.003341,2.05,0.001279,0.001015,clean
0,0,0,2,0,0,0.003635,0,0,0,7.15525,0,0,0,1,0,0,16,0,0,0.175244,0,0.043647,0,4,85,385,5,6,0,0,1.02,10,23.66,16,0,0,0,1.01,0,4,0,1,0,0,0,0,0.001409,1.01,0.012253,5.06,2,0.000996,0.014073,0,79,5,0.001118,0,0.003822,0,clean
0,0.002451,0,1,0,0,0.008548,0.004148,0,0,6.8559,0,0,1.01,0,3,0,6,0,0,8.06385,0,0,1.01,0,18,0,6,1,0,0,0,15,0,6,0.003788,0,0.003723,0,1.05,0,1.01,0,0,0,0,1.01,0,0,0.127737,1.01,1,0,0.001487,0.003642,8,6,0,1.03,0.17552,0.003109,clean
5,0.006758,0,26,4.05,4.05,0.126085,0.007708,0,0,27.8349,0.005606,0,5.06,17,0,0,119,0,0,8.64791,0,0.002293,13.39,14,435,2,36,2,1,0,0,630,1.01,113,0.033612,0.007554,0.041311,11.13,6.95,15,11.31,17,1,0,6,5.06,0,11.13,0.192313,6.08,27,0.026721,0.008766,0.013911,41,31,0.028037,16.97,0.320171,0.00826,clean
0,0,0,8,0,0,0.022169,0,0,0,23.7357,0,0,0,3,1,0,18,0,0,8.50068,0,0.043647,3.04,9,72,384,6,4,1,0,1.02,15,23.66,37,0.010668,0,0.01287,4.04,0,10,4.08,3,0,0,0,0,0.001409,4.04,0.167801,5.06,9,0.020033,0.014073,0.011718,69,6,0.019996,5.19,0.234965,0,clean
1,0.000934,0,9,0,0,0.024402,0,0,0,11.0281,0,1.02,1.01,0,0,0,17,0.001009,0,8.16421,0,0.001105,2.1,10,64,28,8,4,2,0,0,28,1.03,38,0.001676,0,0.001699,2.02,1.08,12,3.09,1,0,0,1,0,0,2.02,0.137491,4.1,9,0.001683,0.01375,0.002554,91,2,0.001745,2.23,0.198335,0.001036,clean
0,0,0.005179,8,1.01,1.01,0.032499,0,5.06,0,11.1338,0.002341,0,0,2,0,0,22,0,0,0.276308,0,0,3.12,5,62,0,5,1,11,0,0,10,0,18,0.004793,0.00097,0.005338,0,0,16,4.06,3,0,1,1,0,0,5.06,0.021497,1.01,9,0,0.001487,0.00602,8,5,0.005453,4.18,0.027466,0,clean
0,0,0,0,0,0,0.001134,0,0,0,1.35903,0,0,0,0,0,0,7,0,0,0.032994,0,0,0,9,27,11,3,4,1,0,0,3,0,19,0,0,0,0,0,10,0,2,0,2,0,0,0,0,0.00221,2.02,0,0,0.004064,0,64,2,0,0,0.000321,0,clean
0,0,0,2,0,0,0.002781,0,0,0,6.92698,0,0,0,0,1,0,3,0,0,0.161994,0,0.016601,0,0,9,34,3,4,1,0,0,3,1.12,3,0,0,0,0,0,1,1.01,0,0,0,0,0,0,0,0.009727,4.04,2,0,0.01375,0.000845,84,1,0,0,0.001125,0,clean
0,0,0.004329,7,0,0,0.003703,0,1.01,0,9.05061,0,0,0,5,1,0,5,0,0,0.22698,0,0,0,4,14,0,2,1,9,0,0,1,0,11,0,0,0.002032,1.01,0,13,1.01,6,1,1,0,0,0,2.02,0.017384,2.03,8,0.000865,0.002221,0.000743,23,2,0.007696,1.01,0.012133,0,clean
0,0,0,9,0,0,0.003978,0,0,0,7.95479,0,0,0,0,0,0,28,0,0,8.1394,0,0.001421,0,4,109,95,15,3,1,0,0,105,1.01,55,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0.154542,3.05,10,0,0.004821,0,73,6,0,0,0.232145,0,clean
1,0.00384,0,25,0,1.01,0.040617,0.00473,0,0.005091,20.5304,0,1.01,5.05,0,0,0,71,0.000742,1.01,8.44099,0,0.001014,8.17,16,232,6,22,2,1,0,0,231,1.02,90,0.022274,0.003462,0.022942,2.02,5.95,16,8.15,8,2,8,0,4.04,0,3.03,0.170138,5.05,32,0.009085,0.0053,0.022575,30,20,0.018449,9.53,0.267907,0.005517,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,3,0,0,0.097153,0,0,0,1,12,2,3,2,1,0,0,3,0,4,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0.006219,3.08,2,0,0.003131,0,33,3,0,0,0.001031,0,clean
0,0.000845,0,3,0,0,0.000643,0.000847,0,0,1.5732,0,0,1.02,2,0,0,18,0,0,0.037167,0,0.035941,1.06,1,56,397,8,7,1,0,0,28,16.66,26,0.000895,0,0.000887,0,1.13,2,1.07,2,0,0,0,1.02,0,0,0.002283,9.11,3,0,0.028099,0.000865,102,8,0,1.16,0.000177,0.000898,clean
0,0,0.006842,8,0,0,0.003978,0,1.01,0,7.95479,0,0,0,0,0,0,27,0,0,8.1394,0,0.001421,0,5,106,95,14,3,2,0,0,91,1.01,53,0,0,0,0,0,7,0,5,0,3,0,0,0,1.01,0.154542,2.02,9,0,0.003929,0,73,5,0.006713,0,0.232145,0,clean
