@relation data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute numberOfNonTrivialBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute WCHU_fanIn numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute WCHU_numberOfMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute WCHU_wmc numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfMethods numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_cbo numeric
@attribute WCHU_rfc numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_cbo numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute numberOfBugsFoundUntil: numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute LDHH_cbo numeric
@attribute WCHU_numberOfLinesOfCode numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
0,0,0.03915,1,0,0,0.000518,0,1.01,0,0.792859,0,0,0,0,0,0,23,0,0,0.042456,0,0,0,5,125,0,7,2,0,0,0,21,0,37,0,0,0,0,0,5,0,2,0,2,0,0,0,1.01,0.012267,0,1,0,0,0,14,3,0.037887,0,0.045793,0,clean
0,0,0,0,0,0,0.028925,0,0,0,2.60998,0,0,0,1,0,0,1,0,0,0.070158,0,0,0,4,9,0,1,1,1,0,0,0,0,15,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0.006416,3.03,0,0,0.010398,0,9,1,0,0,0.006189,0,clean
0,0,0,0,1.03,1.03,0,0,0,0,0,0.000661,0,0,8,0,0,13,0,0,0,0,0,1.01,1,54,0,10,1,5,0,0,45,0,24,0.000971,0.000696,0.001033,1.01,0,6,2.07,9,0,1,0,0,0,1.01,0,3.03,0,0.001313,0.010398,0.02026,9,7,0.00123,1.07,0,0,clean
8,0.040837,0,22,1.01,9.19,0.782803,0,0,0.042728,28.939,0.020901,4.07,5.1,1,0,0,104,0.039909,8.19,0.956831,0,0,15.97,25,507,0,17,1,3,0,0,136,0,175,0.069687,0.043139,0.071734,7.08,6.6,27,16.18,18,0,16,0,0,0,7.08,0.155437,3.03,22,0.042548,0.010398,0.070787,9,0,0.051324,21.09,0.363135,0.048333,buggy
2,0,0,2,0,0,0.113522,0,0,0,3.64568,0,0,0,0,1,0,31,0,0,0.120786,0,0,0,4,140,0,10,1,2,0,0,45,0,33,0,0,0.001256,0,0,6,1.01,14,0,14,0,0,0,0,0.018885,2.02,2,0,0.00831,0.001516,9,1,0,1.02,0.057021,0,clean
45,0,0,1,0,0,0.002394,0,0,0,1.41194,0,0,0,7,0,0,408,0,0,0.094182,0,0,0,3,1504,39,51,1,1,0,0,1275,0,238,0,0,0,0,0,4,0,18,0,2,0,0,0,0,0.031537,3.03,1,0,0.010398,0,9,5,0,0,0.099295,0,clean
0,0,0,1,0,0,0.041544,0,0,0,4.23349,0,0,0,0,0,0,1,0,0,0.219933,0,0,0,3,10,0,2,1,1,0,0,1,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.057223,3.03,1,0,0.010398,0,10,2,0,0,0.108584,0,clean
0,0,0.001135,0,0,0,0.02812,0,1.01,0,2.64198,0,0,0,0,0,0,19,0,0,0.066652,0,0,0,6,81,0,7,3,2,0,1.01,21,0,29,0,0,0.001033,0,0,8,0,11,0,11,0,0,0.00406,1.01,0.005022,4.04,0,0,0.013377,0,17,6,0.00123,1.02,0.001553,0,clean
0,0,0.0532,0,0,0,0.043667,0,7.07,0,2.99256,0,0,0,0,0,0,11,0,0,0.079697,0,0,0,0,33,0,7,1,8,0,0,21,0,7,0,0,0,0,0,8,0,3,0,2,0,0,0,7.07,0.007056,3.03,0,0,0.010398,0,9,7,0.053036,0,0.005456,0,buggy
0,0,0.038703,6,0,0,0.220623,0,9.22,0,10.3467,0,0,0,0,3,0,5,0,0,0.352466,0,0,0,1,16,0,11,2,38,0,0,55,0,13,0,0,0,0,0,38,0,1,0,1,0,0,0,9.22,0.063853,3.06,6,0,0.010398,0,26,10,0.044896,0,0.171877,0,clean
0,0.01249,0.022251,3,0,0,0.327863,0.016745,6.1,0,9.72561,0,0,2.02,0,0,0,33,0,0,0.291386,0,0,3.04,9,113,0,13,3,17,0,0,78,0,65,0.016755,0,0.019512,2.02,2.23,24,3.08,4,0,4,0,2.02,0,5.09,0.043944,4.1,3,0.002227,0.021972,0.02157,44,13,0.025111,3.12,0.101251,0.015241,clean
0,0.0008,0.042937,1,0,0,0.206158,0.00188,3.03,0,7.75655,0,1.01,1.01,0,0,0,10,0.000966,0,0.190306,0,0,3.05,4,44,0,2,1,2,0,0,1,0,18,0.032149,0,0.031952,1.02,1.02,6,3.08,0,0,0,0,2.02,0,3.05,0.013608,3.03,1,0.001313,0.010398,0.032632,9,2,0.04209,3.21,0.00722,0.000941,clean
1,0,0.040616,1,1.01,1.01,0.04945,0.002654,2.02,0,7.67536,0.000524,0,0,1,1,0,7,0,0,0.316053,0,0,1.01,20,87,0,6,1,3,0,0,15,0,41,0.002622,0.001166,0.005426,2.03,0,23,3.05,5,0,0,0,1.01,0,4.05,0.067602,3.03,1,0.002068,0.010398,0.004335,10,4,0.04185,4.13,0.13114,0,clean
5,0,0,0,1.06,0,0.025984,0,0,0,1.43177,0,0,0,0,0,0,48,0,1.06,0.03126,0,0,0,20,232,0,13,1,1,0,0,78,0,147,0,0,0.017795,5.06,0,21,3.03,8,0,8,0,0,0,5.06,0.001468,3.03,0,0.010122,0.010398,0.050437,9,8,0.009891,2.03,0.000009,0,clean
0,0,0,2,0,0,0.001406,0,0,0,2.62755,0,0,0,0,0,0,9,0,0,0.072747,0,0,0,8,49,3,1,2,0,0,0,0,0,24,0,0,0,2.02,0,8,0,0,0,0,0,0,0,2.02,0.00712,2.02,2,0.006463,0.00831,0,23,0,0.005711,0,0.007589,0,clean
2,0,0,1,0,0,0.004407,0,0,0,2.88097,0,0,0,2,0,0,5,0,0,0.187772,0,0,0,1,14,0,11,2,1,0,0,55,0,14,0,0,0,0,0,2,0,6,0,4,0,0,0,0,0.055174,5.08,1,0,0.01379,0,33,9,0,0,0.108062,0,clean
0,0.001518,0.00381,3,2.02,2.05,0.016761,0.00198,1.02,0.006573,2.57416,0.003702,0,1.01,5,0,0,11,0,2.02,0.11388,0,0,2.04,2,77,0,5,1,4,0,0,10,0,12,0.005285,0.00449,0.007986,2.02,1.04,6,2.02,10,0,2,0,1.01,0,3.04,0.027038,2.02,3,0.002222,0.00831,0.00429,9,5,0.007842,3.19,0.103861,0.002038,clean
0,0,0,1,0,0,0.001815,0,0,0,1.12713,0,0,0,2,0,0,8,0,0,0.039392,0,0,0,3,28,0,8,2,0,0,0,28,0,18,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0.006451,1.01,1,0,0.002497,0,33,8,0,0,0.021703,0,clean
0,0.001302,0,2,1.01,1.02,0.009451,0.000995,0,0.001449,1.72811,0.001076,0,1.02,1,0,0,8,0,1.01,0.061328,0,0,1.03,4,30,0,6,2,1,0,0,15,0,12,0.002443,0.00246,0.003135,0,1.09,5,1.03,8,0,6,0,1.02,0,0,0.010336,0,2,0,0,0.003446,11,6,0,1.1,0.035836,0.002374,buggy
0,0.000916,0,9,0,0,0.05468,0,0,0,5.84867,0,0,1.01,0,1,0,1,0,0,0.189716,0,0,1.01,0,3,0,6,1,1,0,0,15,0,7,0.002622,0,0.002488,0,1.05,1,1.02,0,0,0,0,0,0,0,0.026933,1.01,9,0,0.005149,0.002292,9,0,0,1.03,0.074024,0.002108,clean
0,0,0,1,0,0,0.001301,0,0,0,1.3481,0,0,0,0,0,0,5,0,0,0.0433,0,0,0,1,14,3,3,4,0,0,0,3,0,4,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0.005996,1.01,1,0,0.005149,0,22,3,0,0,0.01573,0,clean
0,0,0,0,0,0,0.016725,0,0,0,2.58836,0,0,0,0,0,0,8,0,0,0.068962,0,0,0,1,18,0,1,1,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.006074,2.02,0,0,0.00831,0,9,1,0,0,0.004111,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,16,0,3,1,1,0,0,3,0,7,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,7.14,0,0,0.041644,0,27,3,0,0,0,0,clean
0,0.001487,0,6,0,1.01,0.130565,0,0,0.00342,7.61688,0,3.07,2.02,0,0,0,27,0.000578,2.07,0.227585,0,0.002765,3.06,13,153,11,9,2,0,0,0,36,2.06,71,0.004783,0.000843,0.009659,4.07,2.15,13,5.18,9,0,3,0,0,0,4.07,0.027587,4.07,6,0.007154,0.01133,0.00992,33,3,0.007853,5.23,0.060062,0.001334,buggy
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,3,482,0,21,1,1,0,0,210,0,174,0,0,0,0,0,4,0,8,0,8,0,0,0,0,0,3.03,0,0,0.010398,0,9,1,0,0,0,0,clean
1,0,0,2,0,0,0.061966,0,0,0,6.53653,0,0,0,0,0,0,14,0,0,0.335068,0,0,0,3,56,1,4,3,0,0,0,6,0,17,0,0,0.017307,3.03,0,3,1.01,7,0,6,0,0,0,3.03,0.090004,5.05,2,0.024322,0.024375,0.019225,16,2,0.018504,1.01,0.207675,0,clean
0,0,0.00381,2,0,0,0.003943,0,1.05,0,3.07326,0,0,0,0,1,0,82,0,0,0.233643,1.01,0,0,5,335,0,42,2,6,0.004524,0,861,0,88,0,0,0,0,0,11,0,2,0,0,0,0,0,1.05,0.074757,1.01,2,0,0.027761,0,29,41,0.004507,0,0.17614,0,clean
0,0,0,0,0,0,0.021797,0,0,0,2.58969,0,0,0,0,0,0,1,0,0,0.064707,0,0,0,1,3,0,2,1,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.004777,3.03,0,0,0.010398,0,10,2,0,0,0.001677,0,clean
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,2,847,0,19,1,1,0,0,171,0,423,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,3.03,0,0,0.010398,0,9,2,0,0,0,0,clean
0,0.026057,0.046603,4,0,1.05,0.133534,0.029129,3.03,0.027692,7.46875,0,0,1.07,0,0,0,3,0,1.05,0.301838,0,0.023233,1.33,1,10,2,3,4,2,0,1.02,3,1.02,5,0.030266,0.027312,0.03001,1.05,1.42,3,1.29,0,0,0,0,1.07,0.01117,3.08,0.063705,4.33,4,0.03059,0.038159,0.030608,63,3,0.045,1.67,0.11397,0.031012,clean
0,0,0,1,0,0,0.000382,0,0,0,0.60098,0,0,0,0,0,0,24,0,0,0.021936,0,0,0,3,101,0,12,1,7,0,0,66,0,26,0,0,0,0,0,10,0,6,0,4,0,0,0,0,0.003885,0,1,0,0,0,18,10,0,0,0.014134,0,clean
0,0,0,1,0,0,0.000382,0,0,0,0.60098,0,0,0,0,0,0,9,0,0,0.021936,0,0,0,3,35,2,7,2,1,0,0,21,0,15,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0.003885,0,1,0,0,0,35,7,0,0,0.014134,0,clean
0,0.000782,0.145358,9,0,1.04,0.127039,0.000942,36.08,0.001449,9.3931,0,0,1.02,1,0,0,46,0,1.04,0.400665,0,0,1.07,5,138,0,16,1,174,0,0,120,0,99,0.000971,0.00246,0.002214,1.02,1.29,179,1.15,6,0,5,0,1.02,0,36.1,0.087733,3.06,9,0.001313,0.010398,0.001035,18,16,0.152914,2.3,0.210511,0.000947,clean
0,0.002291,0,0,0,1.01,0.087921,0.002879,0,0.001386,2.61865,0,0,1.01,0,0,0,7,0,1.01,0.057725,0,0,2.02,2,30,1,3,3,0,0,0,3,0,11,0.004458,0.00108,0.05316,2.02,1.02,2,5.09,2,0,2,0,1.01,0,2.02,0.002806,4.05,0,0.005716,0.012366,0.057806,16,3,0.005158,4.09,0.000027,0.002744,clean
0,0,0.001793,1,0,0,0.017429,0,1.01,0,3.28866,0,0,0,0,1,0,6,0,0,0.087698,1.01,0,0,2,18,2,6,3,1,0.001314,0,15,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.007742,4.12,1,0,0.037859,0,55,6,0,0,0.005271,0,clean
1,0.028938,0.048317,4,0,1.02,0.185602,0.003231,5.13,0.027692,8.49681,0,1.01,2.02,0,0,0,29,0.025024,1.02,0.392917,0,0,2.45,5,59,0,9,2,1,0,0,36,0,28,0.033199,0.027312,0.032897,3.03,2.15,6,3.62,7,0,7,0,1.01,0,6.14,0.097241,4.07,4,0.032961,0.013377,0.052816,21,8,0.048853,3.74,0.227999,0.034346,clean
1,0.000542,0,1,0,0,0.011353,0,0,0,4.17914,0,1.01,1.01,0,0,0,11,0.000928,0,0.114259,0,0,1.01,5,60,0,3,1,0,0,0,3,0,34,0.000536,0,0.000488,1.01,1.02,5,1.01,1,0,0,0,1.01,0,1.01,0.011494,3.03,1,0.001769,0.010398,0.000605,9,1,0.001387,1.01,0.020774,0.000553,clean
9,0,0,0,0,0,0.00427,0,0,0,1.03163,0,0,0,14,0,0,174,0,0,0.023183,0,0,0,18,583,26,43,1,2,0,0,903,0,221,0,0,0,2.02,0,20,0,31,0,17,0,0,0,2.02,0.001205,3.03,0,0.004043,0.010398,0,9,22,0.003416,0,0.000022,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,19,1,2,3,1,0,0,1,0,6,0,0,0.017307,1.01,0,4,1.04,1,0,0,0,0,0,1.01,0,5.05,0,0.00273,0.024375,0.019225,16,2,0.002185,1.05,0,0,clean
5,0.003847,0.001001,14,0,2.03,0.381633,0.003165,1.01,0.006707,11.8687,0,0,3.04,0,0,0,39,0,2.03,0.46058,0,0,4.09,7,154,0,15,1,1,0,0,105,0,55,0.005672,0.004988,0.00977,3.04,3.51,8,4.08,13,0,13,0,2.03,0,4.05,0.091372,3.03,14,0.03717,0.010398,0.005001,9,5,0.045492,5.43,0.204893,0.004423,buggy
1,0.002881,0.003511,4,0,2.02,0.052389,0.003231,1.01,0,3.58153,0,0,1.02,1,0,0,4,0,0,0.11505,0,0,1.01,3,16,14,4,3,1,0,0,6,0,12,0.002933,0.00489,0.002887,1.02,1.05,4,1.04,8,0,0,0,1.02,0,1.03,0.016076,2.02,4,0.003144,0.003171,0.002984,39,3,0.003648,1.04,0.04343,0.003334,clean
8,0.006539,0.002797,6,1.01,4.06,0.148371,0.003137,2.02,0.007146,8.77321,0.000513,2.02,3.03,1,0,0,72,0.004232,3.05,0.25187,0,0,7.22,7,240,2,23,2,4,0,0,253,0,89,0.011845,0.008398,0.011641,4.05,3.63,11,7.17,14,0,13,0,1.01,0,5.07,0.027524,2.03,6,0.00432,0.004949,0.011953,39,14,0.007976,7.68,0.046619,0.007671,clean
0,0,0.001529,1,0,0,0.015829,0,1.01,0,2.1402,0,0,0,0,0,0,1,0,0,0.060482,0,0,0,3,19,0,3,2,1,0,0,3,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1.01,0.006234,3.06,1,0,0.010398,0,19,2,0.001526,0,0.007828,0,clean
1,0,0,2,0,0,0.001376,0,0,0,1.54522,0,0,0,11,0,0,41,0,0,0.089145,0,0,0,8,238,0,7,2,1,0,0,21,0,52,0,0,0,0,0,9,1.02,11,0,0,0,0,0,0,0.027315,0,2,0,0,0.011224,11,4,0,0,0.096226,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1.04,8,40,0,2,1,0,0,0,1,0,26,0.00031,0,0.000543,1.02,0,8,1.09,1,0,0,0,0,0,1.02,0,3.03,0,0.000395,0.010398,0.000615,9,1,0.000496,1.12,0,0,clean
1,0,0.002028,0,0,0,0.026554,0,2.04,0,4.07967,0,0,0,0,0,0,12,0,0,0.099578,0,0,0,5,40,0,7,1,2,0,0,21,0,24,0,0,0.000507,2.02,0,7,0,1,0,1,0,0,0,4.06,0.006822,3.03,0,0.005046,0.010398,0,9,6,0.006877,1.01,0.001457,0,clean
0,0.002984,0,2,1.01,1.01,0.018996,0.003137,0,0,4.52366,0.001468,0,1.02,1,0,0,5,0,0,0.12928,0,0,1.02,4,18,2,4,2,1,0,0,6,0,11,0.003155,0.002785,0.003064,2.03,1.05,5,1.05,1,0,0,0,1.02,0,2.03,0.014082,2.03,2,0.004754,0.004949,0.002921,39,4,0.00453,1.07,0.024729,0.003155,clean
2,0.00236,0.003198,32,2.02,7.11,0.956908,0.006204,1.01,0.018975,26.0888,0.003908,1.02,1.04,10,2,0,6,0.002265,6.09,0.900412,1.01,0.027046,1.06,2,22,5,4,3,1,0.013868,1.01,6,5.07,18,0.002871,0.020799,0.002644,1.02,1.06,3,1.18,26,0,16,0,1.02,0.00165,1.03,0.158873,13.39,32,0.003733,0.05882,0.002861,78,2,0.003525,1.22,0.365193,0.002862,buggy
0,0,0,1,0,0,0.013807,0,0,0,3.28866,0,0,0,0,0,0,3,0,0,0.087698,0,0,0,3,10,2,3,2,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.007742,2.03,1,0,0.004949,0,39,2,0,0,0.005271,0,clean
0,0,0,0,0,0,0.003912,0,0,0,1.64243,0,0,0,1,0,0,2,0,0,0.041874,0,0.000796,0,6,23,2,2,1,1,0,0,1,2.02,11,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0.003252,11.18,0,0,0.022421,0,31,1,0,0,0.001163,0,clean
3,0.002292,0.04347,6,0,3.08,0.124537,0.000691,3.03,0.002973,6.29405,0,0,2.03,0,5,0,55,0,2.02,0.289447,2.02,0,4.08,11,177,0,17,1,6,0.002658,0,136,0,115,0.006103,0.00345,0.008721,3.03,2.45,17,4.32,20,0,9,0,1.02,0,6.06,0.067275,3.04,6,0.022943,0.009428,0.008123,19,9,0.060897,5.29,0.131668,0.003169,clean
0,0,0,0,0,0,0.00427,0,0,0,1.03163,0,0,0,1,0,0,17,0,0,0.023183,0,0,0,3,57,0,4,1,2,0,0,6,0,26,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0.001205,7.14,0,0,0.041644,0,27,2,0,0,0.000022,0,clean
0,0.00702,0.048609,6,0,2.03,0.307877,0.003439,4.07,0.005911,11.0402,0,2.02,4.07,0,0,0,10,0.003693,2.03,0.371815,0,0,4.15,2,36,1,7,3,19,0,0,21,0,17,0.008382,0.005768,0.02914,2.03,4.27,21,5.2,3,0,3,0,2.05,0,4.08,0.063458,5.05,6,0.006463,0.024375,0.028147,16,7,0.046356,6.41,0.170339,0.008496,clean
0,0,0,0,0,0,0.038769,0,0,0,3.99248,0,0,0,0,0,0,16,0,0,0.096463,0,0,1.01,6,50,0,11,1,2,0,0,55,0,39,0.000971,0,0.001033,3.04,0,8,1.02,4,0,4,0,0,0,3.04,0.006438,3.03,0,0.007292,0.010398,0.001035,9,10,0.007396,1.13,0.001373,0,clean
0,0,0,3,0,0,0.004875,0,0,0,3.87796,0,0,0,0,3,0,1,0,0,0.115313,0,0,0,0,3,0,5,1,4,0,0,10,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.013544,2.04,3,0,0.00831,0,18,5,0,0,0.025607,0,clean
0,0,0,0,0,0,0.004033,0,0,0,1.39276,0,0,0,0,0,0,10,0,0,0.032105,0,0.023233,0,4,27,2,6,3,2,0,0,15,1.02,17,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0.001819,4.12,0,0,0.038159,0,51,5,0,0,0.000073,0,clean
0,0,0.00381,1,0,0,0.001578,0,1.01,0,0.907447,0,0,0,0,0,0,20,0,0,0.034079,0,0,0,2,115,0,2,1,6,0,0,1,0,7,0,0,0,0,0,8,0,9,0,4,0,0,0,1.01,0.006335,0,1,0,0,0,9,2,0.004507,0,0.023931,0,clean
0,0.000782,0.00973,3,0,0,0.053387,0.000942,6.13,0,4.70913,0,1.01,1.02,0,1,0,18,0.000966,0,0.126392,1.01,0,1.02,1,63,0,11,1,28,0.001153,0,55,0,32,0.000971,0,0.001033,0,1.19,29,1.01,3,0,3,0,1.01,0,6.13,0.011817,3.06,3,0,0.010398,0.001035,18,9,0.009654,1.03,0.015885,0.000947,clean
1,0,0.005266,0,0,0,0.047977,0.002654,2.03,0,5.87959,0,1.01,0,0,0,0,1,0.002571,0,0.161808,0,0.000869,0,8,11,5,1,2,0,0,0,0,1.01,9,0,0,0.002686,2.02,0,8,2.02,0,0,0,0,1.01,0,4.05,0.016575,3.03,0,0.002383,0.010398,0.002623,15,0,0.008599,2.02,0.030661,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,98,0,7,1,2,0,0,21,0,58,0,0,0,2.02,0,14,0,1,0,1,0,0,0,2.02,0,3.03,0,0.004043,0.010398,0,9,6,0.003416,0,0,0,clean
1,0,0.009202,3,0,0,0.050736,0,2.05,0,4.85274,0,0,0,0,0,0,8,0,0,0.208631,0,0,1.01,1,30,1,4,3,6,0,0,6,0,14,0.001148,0,0.018643,2.02,0,7,2.04,2,0,2,0,0,0,4.07,0.049631,3.03,3,0.02301,0.02032,0.020552,16,3,0.026498,2.04,0.154835,0,buggy
5,0,0,1,0,0,0.000833,0,0,0,1.35264,0,0,0,0,0,0,41,0,0,0.101164,0,0,0,1,265,6,6,2,0,0,0,15,0,23,0,0,0,0,0,1,0,7,0,7,0,0,0,0,0.035057,0,1,0,0,0,35,1,0,0,0.099579,0,clean
0,0,0,3,0,0,0.058815,0,0,0.001173,6.7985,0,0,0,0,1,0,12,0,1.07,0.168035,1.01,0,0,10,97,0,7,2,1,0.001521,0,21,0,50,0,0,0.001033,3.04,0,10,1.06,7,0,0,0,0,0,3.04,0.012109,3.06,3,0.005057,0.010398,0.001035,24,7,0.005763,1.03,0.004518,0,clean
0,0.00118,0.042065,1,0,1.01,0.026277,0.000906,3.03,0.001197,3.23668,0,0,1.01,0,0,0,7,0,1.01,0.076141,0,0.023233,1.03,4,19,2,4,3,6,0,0,6,1.02,12,0.001224,0.001337,0.031243,1.02,1.03,10,1.06,1,0,1,0,1.01,0,4.05,0.004716,4.12,1,0.001195,0.038159,0.001166,49,3,0.042217,2.09,0.00095,0.001345,clean
0,0,0,2,0,0,0.01037,0,0,0,3.41583,0,0,0,0,0,0,6,0,0,0.100314,0,0,1.01,3,22,3,5,4,0,0,0,10,0,12,0.003155,0,0,0,0,3,0,1,0,0,0,0,0,0,0.011663,3.09,2,0,0.036071,0,64,4,0,0,0.02347,0,clean
0,0.000161,0.03915,1,1.02,1.02,0.11059,0.000344,1.01,0,3.03811,0.000658,0,1.03,4,0,0,10,0,0,0.193159,0,0,1.03,12,50,0,7,1,2,0,0,21,0,36,0.000446,0.000668,0.000525,0,1.15,14,1.07,4,0,0,0,1.03,0,1.01,0.055918,2.02,1,0,0.00831,0.000654,9,7,0.037887,1.09,0.109104,0.000457,clean
0,0,0,0,0,0,0.012992,0,0,0,1.43177,0,0,0,0,0,0,6,0,0,0.03126,0,0,0,2,47,0,6,1,2,0,0,15,0,20,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0.001468,3.03,0,0,0.010398,0,9,0,0,0,0.000009,0,clean
0,0,0.00282,3,0,0,0.008041,0,2.02,0,4.00726,0,0,0,3,0,0,24,0,0,0.283052,0,0,0,3,90,0,3,1,5,0,0,3,0,29,0,0,0.03001,0,0,8,2.06,5,0,0,0,0,0,2.02,0.089233,7.14,3,0,0.041644,0.049832,27,2,0.002865,1.03,0.220501,0,clean
0,0.0008,0.009908,13,0,0,0.435033,0.000938,6.08,0,18.28,0,0,1.01,0,1,0,39,0,0,0.611578,0,0,3.03,5,189,0,23,1,3,0,0,253,0,84,0.004742,0,0.00633,2.02,1.23,8,2.04,10,0,0,0,1.01,0,8.1,0.099443,3.03,13,0.004914,0.010398,0.002232,9,19,0.015304,4.09,0.197629,0.000941,clean
0,0,0,0,0,0,0.015041,0,0,0,2.58836,0,0,0,0,1,0,3,0,0,0.068962,1.01,0,0,2,10,2,3,2,0,0.002203,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.006074,2.03,0,0,0.004949,0,39,2,0,0,0.004111,0,clean
1,0.000621,0.003513,7,0,1.05,0.091428,0.001558,2.02,0.001056,9.10209,0,1.01,1.03,0,1,0,20,0.000589,1.04,0.256815,1.01,0.000769,3.13,2,68,0,8,2,3,0,1.01,28,1.01,16,0.004027,0.000894,0.002777,1.01,1.18,5,2.09,8,0,7,0,2.03,0.001152,3.03,0.027211,6.18,7,0.003733,0.014727,0.001983,42,6,0.007082,2.4,0.045721,0.000754,clean
0,0,0,0,0,0,0.008181,0,0,0,2.67407,0,0,0,0,0,0,19,0,0,0.065057,0,0,0,9,63,1,7,3,1,0,0,21,0,40,0,0,0,0,0,10,0,5,0,5,0,0,0,0,0.004457,3.06,0,0,0.010398,0,44,4,0,0,0.001185,0,clean
0,0,0.001334,3,0,0,0.030974,0,1.01,0,4.88853,0,0,0,1,0,0,4,0,0,0.242608,0,0,0,0,9,0,2,2,2,0,1.01,1,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0.000639,1.01,0.060395,4.14,3,0,0.011007,0,19,2,0.001303,0,0.113451,0,clean
0,0.009032,0.018718,6,0,3.04,0.149897,0.010368,4.05,0.008256,10.68,0,0,4.07,0,0,0,10,0,3.03,0.39539,0,0,4.08,6,48,0,9,2,6,0,0,36,0,24,0.010374,0.00793,0.010384,2.04,4.35,12,4.17,6,0,4,0,4.07,0,4.07,0.074745,3.06,6,0.005716,0.010398,0.010958,15,9,0.01824,4.38,0.15959,0.010771,clean
0,0.000782,0.007501,6,0,0,0.228413,0.000942,4.07,0,8.8814,0,0,1.01,0,0,0,7,0,0,0.329159,0,0,1.01,5,22,0,6,2,8,0,0,15,0,15,0.000971,0,0.001033,0,1.05,13,1.01,0,0,0,0,1.01,0,4.07,0.063816,3.09,6,0,0.010398,0.001035,39,5,0.008277,1.02,0.108845,0.000947,clean
