@relation pc4

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute class {buggy,clean}

@data
2,33,6,2,0,0,17,0.47,0,0,7,0.41,68,14,0,34,1,23,44.18,44903.55,0.34,184,0.02,2494.64,1016.34,0.82,0,0,53,0.44,81,103,22,24,39,5.56,36,clean
16,13,4,0,1,24,7,0.37,12,2,6,0.86,31,6,0,19,0,28.97,19.29,10774.31,0.19,115,0.05,598.57,558.67,0.86,6,12,26,0.17,36,79,14,15,42,5,19,clean
38,39,4,2,67,76,20,0.14,38,2,6,0.3,94,5,0,140,3,58.73,44.94,118581.28,0.88,432,0.02,6587.85,2638.88,0.25,19,38,76,0.08,192,240,47,22,251,33.01,142,clean
7,9,0,1,15,12,5,0.21,4,3,1,0.2,15,4,0,23,3,15.44,29.75,13664.81,0.15,103,0.03,759.16,459.32,0.8,4,6,12,0.1,34,69,8,14,49,41.03,24,clean
1,7,0,0,0,0,4,0.44,0,0,1,0.25,10,4,1,9,1,17.43,12.28,2628.09,0.07,48,0.08,146.01,214.05,1,0,0,8,0.36,17,31,9,13,11,0,9,clean
3,7,2,0,0,12,4,0.33,6,2,2,0.5,14,1,0,12,0,13.06,15.94,3316.34,0.07,46,0.06,184.24,208.08,0.25,3,6,12,0.19,17,29,8,15,21,0,12,clean
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,clean
27,37,9,68,28,70,19,0.12,34,2,5,0.26,114,3,0,92,0,85.05,84.51,607387.78,2.4,1094,0.01,33743.77,7187.42,0.16,18,35,97,0.09,500,594,71,24,217,51.06,160,buggy
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,clean
1,15,4,0,1,0,8,0.42,0,0,8,1,27,8,1,19,1,22.78,18,7380,0.14,82,0.06,410,410,1,0,0,21,0.36,36,46,16,16,22,5,19,clean
0,15,0,0,0,0,8,1,0,0,1,0.13,29,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,23,0.32,0,0,0,0,25,0,0,clean
17,12,1,19,5,12,8,0.15,6,2,5,0.63,24,1,0,35,2,18.87,122.91,285104.16,0.77,442,0.01,15839.12,2319.58,0.13,3,6,18,0.1,199,243,17,21,80,40.68,54,clean
10,1,1,0,21,0,1,0.13,0,0,1,1,8,1,0,8,1,48.13,6.3,1910.42,0.1,68,0.16,106.13,303.24,1,0,0,9,0.02,27,41,15,7,41,72.41,8,clean
2,5,3,0,3,8,3,0.3,4,2,3,1,11,1,0,10,0,33.36,3.5,408.65,0.04,28,0.29,22.7,116.76,0.33,2,4,10,0.18,11,17,11,7,17,23.08,10,clean
2,7,1,0,0,0,4,0.67,0,0,2,0.5,14,4,1,6,2,8.02,18.2,2656.24,0.05,35,0.05,147.57,145.95,1,0,0,12,0.4,14,21,5,13,10,0,6,clean
5,1,3,0,3,0,1,0.11,0,0,1,1,5,1,0,9,0,24.05,11.82,3359.53,0.09,62,0.08,186.64,284.27,1,0,0,6,0.05,20,42,11,13,19,25,9,clean
3,1,0,1,0,0,1,0.25,0,0,1,1,1,1,0,3,0,16.5,2,66,0.01,11,0.5,3.67,33,1,0,0,2,0.1,4,7,4,4,10,25,4,buggy
24,43,2,18,38,68,22,0.18,26,2,10,0.45,73,14,0,101,4,54.01,45.5,111805.63,0.82,416,0.02,6211.42,2457.27,0.64,21,34,53,0.12,169,247,39,21,184,35.67,119,clean
5,1,1,0,1,0,1,0.14,0,0,1,1,2,1,0,7,1,17.36,6.75,791.15,0.04,30,0.15,43.95,117.21,1,0,0,3,0.07,9,21,6,9,15,12.5,7,clean
2,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,14.04,2,56.15,0.01,10,0.5,3.12,28.07,0.5,1,2,6,0.2,3,7,3,4,10,0,6,clean
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,clean
7,3,0,1,0,4,2,0.25,2,2,1,0.5,5,1,0,7,1,11.47,8.75,877.83,0.03,29,0.11,48.77,100.32,0.5,1,2,5,0.12,10,19,4,7,17,12.5,8,clean
1,1,0,0,0,0,1,0.1,0,0,1,1,1,1,0,10,1,20.35,8.44,1448.49,0.06,42,0.12,80.47,171.67,1,0,0,2,0.08,15,27,8,9,12,0,10,clean
7,5,0,0,2,0,4,0.21,0,0,1,0.25,10,1,0,19,2,22.54,9.78,2155.2,0.07,51,0.1,119.73,220.42,0.25,0,0,8,0.13,16,35,9,11,30,9.52,19,clean
0,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,6,6,216,0.01,12,0.17,12,36,0.5,1,2,6,0.29,4,8,2,6,7,0,5,clean
0,5,1,0,0,8,3,0.18,4,2,1,0.33,9,1,0,17,3,17.05,11.25,2157.94,0.06,46,0.09,119.89,191.82,0.33,2,4,8,0.14,18,28,8,10,21,0,17,buggy
1,9,2,0,0,0,5,0.42,0,0,4,0.8,21,1,0,12,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248,0.2,0,0,18,0.33,17,45,6,10,15,0,12,clean
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,2,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,0,2,clean
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,clean
16,3,2,3,25,4,2,0.11,2,2,2,1,7,1,0,16,2,18.96,13.64,3525.33,0.09,55,0.07,195.85,258.51,0.5,1,2,7,0.03,20,35,11,15,61,63.64,19,clean
21,13,8,7,11,22,7,0.21,10,2,5,0.71,30,1,0,26,0,34.86,26.4,24294.51,0.31,178,0.04,1349.7,920.25,0.14,6,11,25,0.1,66,112,20,16,67,40.91,33,buggy
4,3,1,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,21.93,8.25,1492.78,0.06,40,0.12,82.93,180.94,0.5,1,2,6,0.11,18,22,12,11,18,8.33,12,clean
0,3,0,0,0,4,2,1,2,2,1,0.5,6,1,0,2,2,5,6,180,0.01,10,0.17,10,30,0.5,1,2,6,0.5,4,6,2,6,4,0,2,clean
1,9,1,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,14.25,17,4117.85,0.08,62,0.06,228.77,242.23,0.2,0,0,18,0.29,17,45,5,10,17,0,10,clean
3,3,1,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,16.65,9.33,1450.57,0.05,42,0.11,80.59,155.42,0.5,1,2,6,0.17,16,26,6,7,12,0,7,clean
4,5,1,0,0,0,3,0.5,0,0,2,0.67,10,1,0,6,0,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,0,0,9,0.25,13,16,6,9,12,0,6,clean
0,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,3,0.2,1,3,1,3,5,50,2,clean
14,11,1,2,11,20,6,0.24,10,2,2,0.33,22,1,0,23,0,18.05,41.17,30592.16,0.25,150,0.02,1699.56,743.13,0.17,5,10,18,0.12,52,98,12,19,52,36.11,25,clean
0,3,5,0,0,0,2,1,0,0,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,10,0.1,0,0,0,0,20,0,0,clean
1,13,2,0,2,0,7,0.26,0,0,4,0.57,27,6,0,27,2,19.19,27.6,14618.65,0.18,105,0.04,812.15,529.66,0.86,0,0,22,0.23,46,59,15,18,31,6.9,27,clean
3,9,4,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,22.9,11.69,3127.8,0.09,63,0.09,173.77,267.62,0.2,0,0,18,0.26,17,46,8,11,19,0,10,clean
8,7,1,3,5,12,4,0.18,6,2,3,0.75,15,1,0,19,0,16.19,29.32,13918.64,0.16,101,0.03,773.26,474.74,0.25,3,6,13,0.11,43,58,11,15,37,29.63,22,clean
12,4,3,1,5,0,3,0.16,0,0,3,1,12,1,0,18,2,30.21,9.6,2784.46,0.1,61,0.1,154.69,290.05,0.33,0,0,11,0.08,24,37,15,12,37,25,19,clean
4,41,23,4,3,0,21,0.28,0,0,20,0.95,123,11,0,71,1,65.4,42.25,116749.16,0.92,430,0.02,6486.06,2763.29,0.52,0,0,104,0.25,195,235,60,26,83,8.97,75,clean
2,3,4,1,0,4,2,0.17,2,2,2,1,8,1,0,11,1,27.68,8.25,1884.3,0.08,52,0.12,104.68,228.4,0.5,1,2,8,0.13,15,37,10,11,16,8.33,12,buggy
2,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.21,9,25,6,10,14,0,6,clean
48,64,1,16,11,92,35,0.19,36,2,13,0.37,115,22,0,164,2,48.91,83.85,343824.52,1.37,645,0.01,19101.36,4100.62,0.63,28,46,82,0.15,249,396,49,33,241,14.14,180,clean
11,7,1,3,6,10,4,0.18,4,2,2,0.5,12,3,0,19,0,16.85,18.91,6024.01,0.11,67,0.05,334.67,318.58,0.75,3,5,10,0.1,26,41,11,16,42,32.14,22,buggy
13,8,2,2,4,0,6,0.15,0,0,2,0.33,17,1,0,38,1,27.09,32.81,29158.95,0.3,160,0.03,1619.94,888.73,0.17,0,0,13,0.1,53,107,21,26,59,13.64,40,clean
4,15,1,1,1,0,8,0.38,0,0,2,0.25,32,4,0,20,1,16.63,23.38,9084.42,0.13,80,0.04,504.69,388.64,0.5,0,0,26,0.3,33,47,12,17,27,9.09,21,clean
13,71,16,4,1,0,36,0.41,0,0,24,0.67,150,15,0,83,0,78.92,36.03,102421.71,0.95,451,0.03,5690.1,2843.01,0.42,0,0,116,0.29,199,252,58,21,124,5.68,87,clean
10,13,1,3,7,20,7,0.19,8,2,2,0.29,22,1,0,33,0,13.97,46.44,30142.12,0.22,135,0.02,1674.56,648.99,0.14,6,10,17,0.13,44,91,9,19,55,23.26,36,buggy
0,1,1,0,0,0,1,0.33,0,0,1,1,3,1,0,3,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,4,0.2,4,5,3,3,5,0,3,clean
1,15,2,0,1,0,8,0.47,0,0,5,0.63,29,5,0,17,3,25.48,19.42,9611.44,0.16,95,0.05,533.97,494.9,0.63,0,0,23,0.4,41,54,19,18,20,5.56,17,clean
2,3,1,0,0,4,2,0.4,2,2,2,1,5,1,0,5,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0.5,1,2,5,0.22,6,9,4,7,9,0,5,clean
2,5,2,0,0,0,3,0.43,0,0,2,0.67,11,1,0,7,0,20.95,8.25,1426.24,0.06,40,0.12,79.24,172.88,0.33,0,0,10,0.2,11,29,8,12,15,0,7,clean
1,5,1,0,0,8,3,0.25,4,2,2,0.67,11,1,0,12,0,9.52,10.8,1110.22,0.03,27,0.09,61.68,102.8,0.33,2,4,10,0.2,12,15,5,9,15,0,12,clean
0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,50,1,clean
3,3,1,0,1,4,2,0.29,2,2,2,1,7,1,0,7,0,9.04,6.13,339.02,0.02,16,0.16,18.83,55.35,0.5,1,2,7,0.15,7,9,4,7,13,12.5,7,clean
14,9,2,1,25,14,5,0.45,6,2,1,0.2,16,1,0,10,0,19.81,9.82,1909.77,0.06,43,0.1,106.1,194.51,0.2,4,7,13,0.1,18,25,11,12,51,72.22,11,clean
3,19,8,0,0,30,10,0.29,14,2,6,0.6,53,1,0,35,0,58.13,14.41,12073.37,0.28,150,0.07,670.74,837.74,0.1,8,15,45,0.25,70,80,34,14,40,0,35,clean
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,10.75,4,172.08,0.01,12,0.25,9.56,43.02,1,0,0,2,0.25,4,8,4,8,4,0,2,clean
6,3,1,0,1,4,2,0.2,2,2,1,0.5,6,1,0,10,1,19.46,11.79,2703,0.08,55,0.08,150.17,229.35,0.5,1,2,6,0.11,15,40,7,11,19,9.09,10,clean
3,3,0,0,0,4,2,0.25,2,2,1,0.5,6,1,0,8,0,10.38,9.9,1017.71,0.03,27,0.1,56.54,102.8,0.5,1,2,6,0.15,11,16,5,9,13,0,8,clean
15,19,2,22,18,32,10,0.24,14,2,3,0.3,38,6,0,19,1,15.64,64.91,65882.72,0.34,203,0.02,3660.15,1015,0.6,9,16,30,0.13,68,135,11,21,76,67.8,41,buggy
4,3,1,0,37,0,2,0.13,0,0,1,0.5,6,1,0,15,3,21.82,10.68,2487.99,0.08,49,0.09,138.22,232.99,0.5,0,0,6,0.04,23,26,14,13,57,71.15,15,clean
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,3,0,0,0,0,0,0,0,0,0.5,0,0,6,0.22,0,0,0,0,9,0,0,clean
4,7,3,0,1,12,4,0.27,6,2,4,1,14,1,0,15,0,24.61,11.25,3115.18,0.09,57,0.09,173.07,276.9,0.25,3,6,12,0.18,21,36,14,15,22,6.25,15,clean
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.2,5,8,5,6,5,0,2,clean
5,1,1,0,1,0,1,0.14,0,0,1,1,2,1,0,7,1,18.52,6.75,843.89,0.04,32,0.15,46.88,125.02,1,0,0,3,0.07,9,23,6,9,15,12.5,7,clean
24,9,2,5,15,16,5,0.22,8,2,3,0.6,17,1,0,18,1,15.77,32.31,16460.25,0.17,101,0.03,914.46,509.48,0.2,4,8,14,0.08,42,59,13,20,63,52.63,23,clean
19,27,3,3,17,40,14,0.44,14,2,5,0.36,40,6,0,29,0,24.53,33.19,27014.43,0.27,160,0.03,1500.8,813.99,0.43,13,20,28,0.2,59,101,16,18,70,40.82,32,clean
0,9,0,0,0,0,5,0.83,0,0,1,0.2,13,5,1,6,1,18.02,6.29,712.17,0.04,29,0.16,39.57,113.3,1,0,0,10,0.71,11,18,7,8,7,0,6,clean
4,3,0,1,0,4,2,0.33,2,2,1,0.5,6,1,0,5,1,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0.5,1,2,6,0.17,8,9,5,7,12,16.67,6,clean
