@relation CM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute class {buggy,clean}

@data
3,6,5,2,13,4,4,0.11,2,2,4,1,30,1,0,36,0,48.31,17.63,15014.65,0.28,156,0.06,834.15,851.67,0.25,1,2,28,0.07,56,100,27,17,55,29.41,38,clean
39,13,7,4,28,24,7,0.13,12,2,7,1,33,1,0,48,1,124.44,13.9,24028.83,0.58,262,0.07,1334.93,1729.18,0.14,6,12,28,0.06,107,155,77,20,120,40,52,clean
24,33,7,13,55,60,17,0.16,28,2.14,6,0.35,79,7,0.38,93,1,56.02,48.06,129374.54,0.9,407,0.02,7187.47,2692.19,0.41,16,30,64,0.09,173,234,63,35,186,42.24,106,clean
15,13,4,1,1,24,7,0.19,12,2,6,0.86,39,1,0,36,2,34.37,26.52,24176.72,0.3,168,0.04,1343.15,911.61,0.14,6,12,34,0.13,67,101,24,19,54,5.26,37,clean
2,5,4,0,2,8,3,0.14,4,2,3,1,14,1,0,21,2,34.56,8.63,2570.73,0.1,62,0.12,142.82,298.06,0.33,2,4,13,0.12,23,39,16,12,26,8.7,21,clean
6,7,0,6,0,10,4,0.15,4,2.5,1,0.25,13,4,1,21,1,21.34,24.44,12748.97,0.17,98,0.04,708.28,521.54,1,3,5,11,0.12,40,58,18,22,34,22.22,27,clean
4,3,0,0,10,4,2,0.25,2,2,1,0.5,5,1,0,8,0,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,1,2,5,0.18,5,9,4,7,11,55.56,8,clean
47,15,7,27,28,20,9,0.1,10,2,6,0.67,50,1,0,59,1,47.3,45.77,99082.56,0.72,336,0.02,5504.59,2164.83,0.11,5,10,43,0.06,136,200,52,35,162,48.25,86,clean
10,9,1,5,0,16,5,0.14,8,2,5,1,32,1,0,31,0,44.36,16.56,12163.87,0.24,141,0.06,675.77,734.53,0.2,4,8,29,0.11,69,72,25,12,47,13.89,36,clean
5,11,3,2,3,18,6,0.3,8,2.25,5,0.83,21,4,0.6,18,1,26.39,12.07,3845.69,0.11,67,0.08,213.65,318.58,0.67,5,9,17,0.21,26,41,14,13,29,21.74,20,clean
6,9,3,10,22,16,5,0.16,8,2,2,0.4,24,1,0,22,7,27.26,22.11,13319.21,0.2,114,0.05,739.96,602.54,0.2,4,8,21,0.08,42,72,19,20,61,59.26,32,clean
1,18,1,1,0,12,14,0.26,6,2,14,1,39,1,0,52,1,36.57,23.03,19394.56,0.28,142,0.04,1077.48,842.16,0.07,3,6,27,0.25,58,84,34,27,55,1.89,53,clean
0,7,0,0,0,12,4,0.24,6,2,1,0.25,14,3,0.67,17,2,10.6,10.13,1086.54,0.04,29,0.1,60.36,107.31,0.75,3,6,12,0.22,9,20,4,9,18,0,17,clean
3,3,2,0,2,4,2,0.22,2,2,2,1,6,1,0,9,0,19.71,5.5,596.3,0.04,26,0.18,33.13,108.42,0.5,1,2,6,0.13,11,15,9,9,15,18.18,9,clean
23,13,0,10,17,24,7,0.21,12,2,1,0.14,27,5,0.67,23,3,17.45,27.22,12929.85,0.16,105,0.04,718.32,474.97,0.71,6,12,22,0.09,35,70,9,14,74,54,33,clean
1,5,0,0,0,8,3,0.27,4,2,1,0.33,9,1,0,11,2,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0.33,2,4,8,0.23,22,27,9,12,13,0,11,clean
6,9,2,1,0,16,5,0.2,8,2,3,0.6,17,1,0,24,3,32.54,9.5,2936.77,0.1,63,0.11,163.15,309.13,0.2,4,8,14,0.16,19,44,15,15,32,4,25,clean
3,3,0,2,2,4,2,0.15,2,2,1,0.5,5,1,0,11,2,10.9,12,1569.59,0.04,32,0.08,87.2,130.8,0.5,1,2,5,0.11,10,22,5,12,19,26.67,13,clean
13,9,5,12,16,16,5,0.14,8,2,5,1,21,5,1,25,4,38.51,14.25,7820.87,0.18,107,0.07,434.49,548.83,1,4,8,18,0.07,38,69,20,15,67,52.83,37,clean
16,7,3,0,15,12,4,0.16,6,2,3,0.75,15,1,0,25,0,21.39,22.46,10795.37,0.16,97,0.04,599.74,480.56,0.25,3,6,13,0.07,37,60,14,17,57,37.5,25,clean
0,3,4,0,6,4,2,0.11,2,2,2,1,8,1,0,19,2,31.58,9.5,2850,0.1,60,0.11,158.33,300,0.5,1,2,8,0.08,19,41,16,16,26,24,19,clean
0,3,0,0,0,4,2,0.15,2,2,1,0.5,6,1,0,13,0,21.15,3.5,259.02,0.02,20,0.29,14.39,74.01,0.5,1,2,6,0.14,6,14,6,7,14,0,13,clean
12,19,2,0,0,36,10,0.2,18,2,9,0.9,47,10,1,50,2,65.44,11.21,8218.63,0.24,136,0.09,456.59,733.36,1,9,18,39,0.16,50,86,29,13,63,0,50,clean
1,7,1,1,0,8,4,0.25,2,4,2,0.5,11,4,1,15,1,22.03,12,3172.85,0.09,55,0.08,176.27,264.4,1,3,4,9,0.22,18,37,12,16,18,6.25,16,clean
115,31,3,35,12,60,16,0.19,30,2,3,0.19,67,10,0.6,49,1,83.81,31.06,80843.05,0.87,399,0.03,4491.28,2602.9,0.63,15,30,53,0.08,176,223,68,24,212,48.96,84,clean
40,11,12,3,47,20,6,0.14,10,2,5,0.83,40,1,0,41,0,61.64,16.96,17733.62,0.35,177,0.06,985.2,1045.52,0.17,5,10,36,0.05,63,114,39,21,132,54.95,44,clean
27,24,11,3,48,34,13,0.16,14,2.43,10,0.77,53,7,0.5,76,1,60.5,32.21,62767.66,0.65,298,0.03,3487.09,1948.67,0.54,10,19,42,0.08,102,196,57,36,155,40.16,79,clean
5,5,1,0,0,8,3,0.15,4,2,3,1,10,1,0,20,1,34.17,10.29,3620.93,0.12,71,0.1,201.16,351.75,0.33,2,4,9,0.12,25,46,17,14,26,0,20,clean
40,5,3,2,11,8,3,0.1,4,2,3,1,16,1,0,28,1,44.75,18.67,15592.09,0.28,148,0.05,866.23,835.29,0.33,2,4,15,0.04,56,92,30,20,82,31.71,30,buggy
1,7,5,0,12,12,4,0.1,6,2,3,0.75,20,3,0.67,41,0,56.52,13.19,9840.36,0.25,129,0.08,546.69,745.8,0.75,3,6,18,0.06,50,79,36,19,68,22.64,41,buggy
13,3,1,3,18,4,2,0.1,2,2,2,1,6,1,0,18,2,25.62,24.42,15282.02,0.21,122,0.04,849,625.77,0.5,1,2,6,0.04,58,64,19,16,53,53.85,21,clean
6,11,1,0,8,20,6,0.18,10,2,3,0.5,19,1,0,34,2,59.16,12.6,9398.15,0.25,135,0.08,522.12,745.68,0.17,5,10,15,0.12,43,92,29,17,49,19.05,34,clean
2,3,3,0,9,4,2,0.11,2,2,2,1,9,1,0,18,1,32,11.63,4329.68,0.12,72,0.09,240.54,372.23,0.5,1,2,9,0.07,26,46,19,17,30,33.33,18,clean
2,3,4,0,3,4,2,0.11,2,2,2,1,8,1,0,19,2,31.71,8.91,2515.03,0.09,57,0.11,139.72,282.39,0.5,1,2,8,0.08,19,38,16,15,25,13.64,19,clean
0,5,0,0,9,8,3,0.11,4,2,1,0.33,11,1,0,27,2,54.96,8.31,3793.04,0.15,87,0.12,210.72,456.57,0.33,2,4,10,0.08,36,51,26,12,37,25,27,clean
14,9,3,2,20,16,5,0.19,8,2,3,0.6,21,1,0,24,1,27.08,39.72,42716.37,0.36,197,0.03,2373.13,1075.51,0.2,4,8,18,0.07,87,110,23,21,68,47.83,26,clean
9,3,5,0,12,4,2,0.11,2,2,2,1,10,1,0,18,1,35.45,10.29,3750.81,0.12,70,0.1,208.38,364.66,0.5,1,2,10,0.05,27,43,21,16,40,40,18,clean
31,7,7,1,29,12,4,0.09,6,2,4,1,33,1,0,43,0,84.37,19.2,31093.83,0.54,267,0.05,1727.43,1619.65,0.25,3,6,31,0.04,97,170,48,19,105,41.1,44,clean
10,17,3,12,20,32,9,0.13,16,2,3,0.33,46,1,0,55,4,52.18,33.32,57931.89,0.58,292,0.03,3218.44,1738.63,0.11,8,16,39,0.07,113,179,39,23,138,36.78,67,clean
0,5,0,0,0,6,3,0.33,2,3,1,0.33,8,3,1,9,1,9.14,10,913.77,0.03,24,0.1,50.76,91.38,1,2,3,7,0.3,8,16,4,10,10,0,9,clean
10,5,2,3,11,8,3,0.12,4,2,3,1,10,1,0,22,2,39.66,11.08,4871.43,0.15,81,0.09,270.63,439.53,0.33,2,4,9,0.06,28,53,24,19,47,38.89,25,buggy
40,9,4,2,15,16,5,0.15,8,2,2,0.4,21,1,0,31,0,47.41,27.5,35852.6,0.43,231,0.04,1991.81,1303.73,0.2,4,8,18,0.06,70,161,28,22,89,35.42,33,clean
5,8,3,7,3,4,6,0.17,2,2,6,1,17,1,0,29,1,29.49,24,16987.59,0.24,133,0.04,943.76,707.82,0.17,1,2,13,0.13,48,85,20,20,45,25.64,36,clean
10,7,2,6,12,12,4,0.19,6,2,4,1,15,4,1,15,2,18.1,16.36,4845.73,0.1,63,0.06,269.21,296.13,1,3,6,13,0.09,24,39,11,15,44,54.55,21,clean
21,13,5,2,30,22,7,0.21,10,2.2,5,0.71,24,1,0,31,1,26.31,23.5,14529.3,0.21,126,0.04,807.18,618.27,0.14,6,11,19,0.08,47,79,15,15,85,50.79,33,clean
3,3,0,0,0,4,2,0.14,2,2,1,0.5,5,1,0,14,2,11.85,9,959.45,0.04,28,0.11,53.3,106.61,0.5,1,2,5,0.11,10,18,5,9,18,0,14,clean
3,7,1,0,0,10,4,0.2,4,2.5,2,0.5,12,4,1,20,1,13.47,16,3447.89,0.07,47,0.06,191.55,215.49,1,3,5,10,0.17,16,31,8,16,24,0,20,clean
3,9,3,6,4,16,5,0.09,8,2,5,1,33,1,0,49,8,102.23,12.09,14944.77,0.41,211,0.08,830.27,1236.03,0.2,4,8,30,0.08,76,135,44,14,63,16.95,55,buggy
33,5,4,8,4,8,3,0.13,4,2,3,1,14,1,0,16,3,28.18,15.16,6475.08,0.14,82,0.07,359.73,427.18,0.33,2,4,13,0.05,32,50,19,18,62,42.86,24,clean
1,3,1,1,0,4,2,0.11,2,2,2,1,16,1,0,17,1,54.5,9.27,4686.53,0.17,103,0.11,260.36,505.41,0.5,1,2,16,0.1,51,52,22,8,20,5.56,18,clean
1,9,0,1,4,16,5,0.16,8,2,1,0.2,18,1,0,31,2,14.28,19.94,5674.43,0.09,67,0.05,315.25,284.61,0.2,4,8,15,0.13,29,38,8,11,38,13.89,32,clean
5,9,1,2,0,16,5,0.19,8,2,4,0.8,24,1,0,25,1,27.4,20.16,11135.5,0.18,100,0.05,618.64,552.36,0.2,4,8,21,0.15,48,52,25,21,33,7.41,27,clean
77,49,9,20,56,94,25,0.13,46,2.04,24,0.96,137,15,0.58,172,4,243.12,22.99,128457.87,1.86,750,0.04,7136.55,5588.41,0.6,24,47,114,0.07,252,498,148,27,343,30.65,192,clean
0,5,2,0,0,8,3,0.14,4,2,3,1,12,1,0,21,1,34.57,10.93,4129.37,0.13,72,0.09,229.41,377.85,0.33,2,4,11,0.14,27,45,21,17,22,0,21,clean
14,7,4,4,21,10,4,0.12,4,2.5,3,0.75,16,3,0.67,29,2,39.73,19.35,14882.34,0.26,133,0.05,826.8,768.92,0.75,3,5,14,0.04,50,83,31,24,95,46.3,33,clean
55,7,9,0,23,12,4,0.19,6,2,4,1,19,1,0,21,0,51.3,7.64,2991.43,0.13,77,0.13,166.19,391.73,0.25,3,6,17,0.04,28,49,22,12,100,52.27,21,clean
1,9,4,1,0,16,5,0.15,8,2,3,0.6,20,1,0,32,0,27.2,13.24,4764.71,0.12,72,0.08,264.71,360,0.2,4,8,17,0.14,30,42,17,15,35,3.03,33,clean
22,7,4,9,31,12,4,0.1,6,2,3,0.75,19,1,0,32,6,45.51,16.36,12184.85,0.25,130,0.06,676.94,744.63,0.25,3,6,17,0.04,54,76,33,20,95,55.56,41,clean
4,3,0,2,4,4,2,0.17,2,2,1,0.5,6,1,0,10,1,15.9,9,1287.55,0.05,35,0.11,71.53,143.06,0.5,1,2,6,0.1,16,19,8,9,21,37.5,12,clean
19,9,2,3,15,14,5,0.15,6,2.33,4,0.8,16,4,0.75,31,3,35.02,17.25,10420.79,0.2,110,0.06,578.93,604.1,0.8,4,7,13,0.07,33,77,22,23,69,36.73,34,clean
16,5,7,2,24,8,3,0.18,4,2,3,1,15,1,0,15,1,36.19,7.18,1867.89,0.09,52,0.14,103.77,260,0.33,2,4,14,0.05,21,31,19,13,58,63.41,17,clean
10,37,12,0,62,64,20,0.13,32,2,18,0.9,95,1,0,149,0,171.78,29.58,150305.78,1.69,702,0.03,8350.32,5081.36,0.05,16,32,77,0.09,220,482,119,32,222,29.38,149,buggy
5,3,0,2,2,4,2,0.18,2,2,1,0.5,5,1,0,9,2,13.64,17.06,3972.03,0.08,53,0.06,220.67,232.79,0.5,1,2,5,0.11,21,32,8,13,19,30.77,11,clean
10,11,8,4,0,20,6,0.16,10,2,6,1,31,1,0,34,0,64.31,12,9260.02,0.26,146,0.08,514.45,771.67,0.17,5,10,27,0.12,54,92,27,12,49,10.53,38,clean
25,25,6,6,15,42,13,0.17,18,2.33,9,0.69,59,7,0.5,70,1,80.81,26.6,57176.91,0.72,343,0.04,3176.49,2149.51,0.54,12,23,48,0.11,133,210,55,22,117,23.08,76,clean
8,5,2,2,19,8,3,0.14,4,2,3,1,10,1,0,20,1,31.51,10.5,3474.19,0.11,64,0.1,193.01,330.88,0.33,2,4,9,0.06,21,43,18,18,50,51.22,22,buggy
4,3,2,1,12,4,2,0.18,2,2,1,0.5,7,1,0,10,1,23.14,6.5,977.69,0.05,32,0.15,54.32,150.41,0.5,1,2,7,0.07,13,19,13,13,28,56.52,11,buggy
5,3,9,0,6,4,2,0.07,2,2,2,1,13,1,0,30,0,58.05,14.68,12512.17,0.28,151,0.07,695.12,852.22,0.5,1,2,13,0.05,57,94,33,17,42,16.67,30,clean
4,5,1,4,0,8,3,0.14,4,2,3,1,10,1,0,17,2,34.27,2.78,264.4,0.03,25,0.36,14.69,95.18,0.33,2,4,9,0.12,10,15,9,5,26,19.05,21,clean
7,7,1,3,7,12,4,0.17,6,2,4,1,14,4,1,21,1,46.9,10.5,5170.32,0.16,96,0.1,287.24,492.41,1,3,6,12,0.1,28,68,20,15,39,32.25,24,clean
22,5,0,3,13,16,3,0.09,8,2,1,0.33,12,1,0,32,1,58.73,53.2,166215.79,1.04,538,0.02,9234.21,3124.36,0.33,4,8,11,0.04,266,272,40,16,71,33.33,35,clean
9,9,1,0,17,12,5,0.23,4,3,3,0.6,13,5,1,22,2,35.13,12.55,5531.32,0.15,84,0.08,307.3,440.83,1,4,6,10,0.1,31,53,21,17,49,43.59,22,buggy
5,3,1,0,0,4,2,0.2,2,2,2,1,7,1,0,10,1,10.42,6.75,474.58,0.02,19,0.15,26.37,70.31,0.5,1,2,7,0.13,6,13,4,9,16,0,10,clean
12,7,8,3,3,12,4,0.12,6,2,4,1,25,1,0,30,0,30.45,20.71,13065.14,0.21,122,0.05,725.84,630.73,0.25,3,6,23,0.08,58,64,21,15,49,16.67,33,clean
27,27,7,3,1,44,15,0.2,22,2,12,0.8,66,8,0.5,73,2,36.37,50.39,92350.98,0.61,299,0.02,5130.61,1832.66,0.53,11,22,53,0.14,113,186,37,33,105,5.19,76,clean
3,11,1,0,0,16,6,0.25,6,2.67,2,0.33,18,6,1,24,1,19.97,17.33,5999.58,0.12,72,0.06,333.31,346.13,1,5,8,14,0.21,26,46,12,16,28,0,24,clean
5,3,1,1,2,4,2,0.08,2,2,2,1,21,1,0,23,2,56.67,6.13,2126.03,0.12,73,0.16,118.11,347.11,0.5,1,2,21,0.06,35,38,20,7,32,11.54,24,clean
3,3,1,2,5,4,2,0.18,2,2,1,0.5,7,1,0,9,1,17.13,10,1713,0.06,39,0.1,95.17,171.3,0.5,1,2,7,0.1,15,24,9,12,20,43.75,11,clean
12,9,3,1,1,16,5,0.24,8,2,4,0.8,19,5,1,20,2,23.83,11.5,3151.22,0.09,57,0.09,175.07,274.02,1,4,8,16,0.14,23,34,14,14,35,9.09,21,clean
